Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
359.10	21.900	23.501	0.042551	1.5724	2.5042	4.5183	78.472	94.260	1066.1	-0.25623	undefined	undefined	liquid
359.10	22.000	23.504	0.042545	1.5706	2.5066	4.5132	78.468	94.251	1066.7	-0.25636	undefined	undefined	liquid
359.10	22.100	23.508	0.042539	1.5689	2.5091	4.5080	78.464	94.242	1067.3	-0.25650	undefined	undefined	liquid
359.10	22.200	23.511	0.042533	1.5672	2.5115	4.5029	78.460	94.233	1067.9	-0.25663	undefined	undefined	liquid
359.10	22.300	23.514	0.042527	1.5655	2.5139	4.4978	78.456	94.224	1068.5	-0.25676	undefined	undefined	liquid
359.10	22.400	23.517	0.042522	1.5638	2.5163	4.4927	78.452	94.215	1069.1	-0.25689	undefined	undefined	liquid
359.10	22.500	23.521	0.042516	1.5621	2.5187	4.4876	78.449	94.206	1069.7	-0.25702	undefined	undefined	liquid
359.10	22.600	23.524	0.042510	1.5604	2.5212	4.4825	78.445	94.197	1070.3	-0.25715	undefined	undefined	liquid
359.10	22.700	23.527	0.042504	1.5587	2.5236	4.4774	78.441	94.188	1070.9	-0.25728	undefined	undefined	liquid
359.10	22.800	23.531	0.042498	1.5571	2.5260	4.4723	78.437	94.179	1071.5	-0.25741	undefined	undefined	liquid
359.10	22.900	23.534	0.042492	1.5554	2.5284	4.4673	78.433	94.171	1072.1	-0.25754	undefined	undefined	liquid
359.10	23.000	23.537	0.042486	1.5537	2.5309	4.4622	78.429	94.162	1072.7	-0.25767	undefined	undefined	liquid
359.10	23.100	23.540	0.042480	1.5520	2.5333	4.4571	78.425	94.153	1073.3	-0.25780	undefined	undefined	liquid
359.10	23.200	23.544	0.042474	1.5503	2.5357	4.4520	78.421	94.144	1073.9	-0.25793	undefined	undefined	liquid
359.10	23.300	23.547	0.042469	1.5486	2.5381	4.4470	78.417	94.135	1074.5	-0.25806	undefined	undefined	liquid
359.10	23.400	23.550	0.042463	1.5469	2.5406	4.4419	78.413	94.127	1075.1	-0.25819	undefined	undefined	liquid
359.10	23.500	23.553	0.042457	1.5453	2.5430	4.4369	78.409	94.118	1075.6	-0.25832	undefined	undefined	liquid
359.10	23.600	23.557	0.042451	1.5436	2.5454	4.4318	78.406	94.109	1076.2	-0.25844	undefined	undefined	liquid
359.10	23.700	23.560	0.042445	1.5419	2.5479	4.4268	78.402	94.101	1076.8	-0.25857	undefined	undefined	liquid
359.10	23.800	23.563	0.042439	1.5402	2.5503	4.4217	78.398	94.092	1077.4	-0.25870	undefined	undefined	liquid
359.10	23.900	23.566	0.042434	1.5386	2.5527	4.4167	78.394	94.083	1078.0	-0.25882	undefined	undefined	liquid
359.10	24.000	23.569	0.042428	1.5369	2.5552	4.4117	78.390	94.075	1078.6	-0.25895	undefined	undefined	liquid
359.10	24.100	23.573	0.042422	1.5352	2.5576	4.4066	78.387	94.066	1079.1	-0.25907	undefined	undefined	liquid
359.10	24.200	23.576	0.042416	1.5336	2.5600	4.4016	78.383	94.058	1079.7	-0.25920	undefined	undefined	liquid
359.10	24.300	23.579	0.042410	1.5319	2.5625	4.3966	78.379	94.049	1080.3	-0.25932	undefined	undefined	liquid
359.10	24.400	23.582	0.042405	1.5302	2.5649	4.3916	78.375	94.041	1080.9	-0.25945	undefined	undefined	liquid
359.10	24.500	23.586	0.042399	1.5286	2.5674	4.3866	78.371	94.032	1081.5	-0.25957	undefined	undefined	liquid
359.10	24.600	23.589	0.042393	1.5269	2.5698	4.3815	78.368	94.024	1082.1	-0.25970	undefined	undefined	liquid
359.10	24.700	23.592	0.042387	1.5253	2.5722	4.3765	78.364	94.015	1082.6	-0.25982	undefined	undefined	liquid
359.10	24.800	23.595	0.042382	1.5236	2.5747	4.3715	78.360	94.007	1083.2	-0.25994	undefined	undefined	liquid
359.10	24.900	23.598	0.042376	1.5220	2.5771	4.3665	78.356	93.998	1083.8	-0.26007	undefined	undefined	liquid
359.10	25.000	23.601	0.042370	1.5203	2.5796	4.3616	78.353	93.990	1084.4	-0.26019	undefined	undefined	liquid
359.10	25.100	23.605	0.042364	1.5187	2.5820	4.3566	78.349	93.981	1084.9	-0.26031	undefined	undefined	liquid
359.10	25.200	23.608	0.042359	1.5170	2.5845	4.3516	78.345	93.973	1085.5	-0.26043	undefined	undefined	liquid
359.10	25.300	23.611	0.042353	1.5154	2.5869	4.3466	78.342	93.964	1086.1	-0.26055	undefined	undefined	liquid
359.10	25.400	23.614	0.042347	1.5137	2.5894	4.3416	78.338	93.956	1086.7	-0.26067	undefined	undefined	liquid
359.10	25.500	23.617	0.042342	1.5121	2.5918	4.3367	78.334	93.948	1087.2	-0.26079	undefined	undefined	liquid
359.10	25.600	23.621	0.042336	1.5105	2.5943	4.3317	78.331	93.939	1087.8	-0.26091	undefined	undefined	liquid
359.10	25.700	23.624	0.042330	1.5088	2.5967	4.3267	78.327	93.931	1088.4	-0.26103	undefined	undefined	liquid
359.10	25.800	23.627	0.042325	1.5072	2.5992	4.3218	78.323	93.923	1088.9	-0.26115	undefined	undefined	liquid
359.10	25.900	23.630	0.042319	1.5056	2.6016	4.3168	78.320	93.915	1089.5	-0.26127	undefined	undefined	liquid
359.10	26.000	23.633	0.042313	1.5039	2.6041	4.3119	78.316	93.906	1090.1	-0.26139	undefined	undefined	liquid
359.10	26.100	23.636	0.042308	1.5023	2.6065	4.3069	78.312	93.898	1090.7	-0.26151	undefined	undefined	liquid
359.10	26.200	23.639	0.042302	1.5007	2.6090	4.3020	78.309	93.890	1091.2	-0.26163	undefined	undefined	liquid
359.10	26.300	23.643	0.042297	1.4990	2.6114	4.2971	78.305	93.882	1091.8	-0.26175	undefined	undefined	liquid
359.10	26.400	23.646	0.042291	1.4974	2.6139	4.2921	78.301	93.873	1092.4	-0.26187	undefined	undefined	liquid
359.10	26.500	23.649	0.042285	1.4958	2.6164	4.2872	78.298	93.865	1092.9	-0.26198	undefined	undefined	liquid
359.10	26.600	23.652	0.042280	1.4942	2.6188	4.2823	78.294	93.857	1093.5	-0.26210	undefined	undefined	liquid
359.10	26.700	23.655	0.042274	1.4926	2.6213	4.2773	78.291	93.849	1094.1	-0.26222	undefined	undefined	liquid
359.10	26.800	23.658	0.042269	1.4909	2.6237	4.2724	78.287	93.841	1094.6	-0.26233	undefined	undefined	liquid
359.10	26.900	23.661	0.042263	1.4893	2.6262	4.2675	78.284	93.833	1095.2	-0.26245	undefined	undefined	liquid
359.10	27.000	23.664	0.042257	1.4877	2.6287	4.2626	78.280	93.825	1095.7	-0.26257	undefined	undefined	liquid
359.10	27.100	23.668	0.042252	1.4861	2.6311	4.2577	78.276	93.816	1096.3	-0.26268	undefined	undefined	liquid
359.10	27.200	23.671	0.042246	1.4845	2.6336	4.2528	78.273	93.808	1096.9	-0.26280	undefined	undefined	liquid
359.10	27.300	23.674	0.042241	1.4829	2.6361	4.2479	78.269	93.800	1097.4	-0.26291	undefined	undefined	liquid
359.10	27.400	23.677	0.042235	1.4813	2.6385	4.2430	78.266	93.792	1098.0	-0.26303	undefined	undefined	liquid
359.10	27.500	23.680	0.042230	1.4797	2.6410	4.2381	78.262	93.784	1098.5	-0.26314	undefined	undefined	liquid
359.10	27.600	23.683	0.042224	1.4781	2.6435	4.2332	78.259	93.776	1099.1	-0.26325	undefined	undefined	liquid
359.10	27.700	23.686	0.042219	1.4765	2.6459	4.2283	78.255	93.768	1099.7	-0.26337	undefined	undefined	liquid
359.10	27.800	23.689	0.042213	1.4749	2.6484	4.2235	78.252	93.760	1100.2	-0.26348	undefined	undefined	liquid
359.10	27.900	23.692	0.042208	1.4733	2.6509	4.2186	78.248	93.752	1100.8	-0.26359	undefined	undefined	liquid
359.10	28.000	23.695	0.042202	1.4717	2.6533	4.2137	78.245	93.744	1101.3	-0.26371	undefined	undefined	liquid
359.10	28.100	23.699	0.042197	1.4701	2.6558	4.2089	78.241	93.737	1101.9	-0.26382	undefined	undefined	liquid
359.10	28.200	23.702	0.042191	1.4685	2.6583	4.2040	78.238	93.729	1102.4	-0.26393	undefined	undefined	liquid
359.10	28.300	23.705	0.042186	1.4669	2.6608	4.1991	78.234	93.721	1103.0	-0.26404	undefined	undefined	liquid
359.10	28.400	23.708	0.042180	1.4653	2.6632	4.1943	78.231	93.713	1103.6	-0.26416	undefined	undefined	liquid
359.10	28.500	23.711	0.042175	1.4637	2.6657	4.1894	78.228	93.705	1104.1	-0.26427	undefined	undefined	liquid
359.10	28.600	23.714	0.042169	1.4621	2.6682	4.1846	78.224	93.697	1104.7	-0.26438	undefined	undefined	liquid
359.10	28.700	23.717	0.042164	1.4606	2.6707	4.1797	78.221	93.689	1105.2	-0.26449	undefined	undefined	liquid
359.10	28.800	23.720	0.042158	1.4590	2.6731	4.1749	78.217	93.682	1105.8	-0.26460	undefined	undefined	liquid
359.10	28.900	23.723	0.042153	1.4574	2.6756	4.1701	78.214	93.674	1106.3	-0.26471	undefined	undefined	liquid
359.10	29.000	23.726	0.042148	1.4558	2.6781	4.1652	78.210	93.666	1106.9	-0.26482	undefined	undefined	liquid
359.10	29.100	23.729	0.042142	1.4542	2.6806	4.1604	78.207	93.658	1107.4	-0.26493	undefined	undefined	liquid
359.10	29.200	23.732	0.042137	1.4527	2.6831	4.1556	78.204	93.650	1108.0	-0.26504	undefined	undefined	liquid
359.10	29.300	23.735	0.042131	1.4511	2.6856	4.1508	78.200	93.643	1108.5	-0.26515	undefined	undefined	liquid
359.10	29.400	23.738	0.042126	1.4495	2.6880	4.1459	78.197	93.635	1109.1	-0.26525	undefined	undefined	liquid
359.10	29.500	23.741	0.042121	1.4480	2.6905	4.1411	78.193	93.627	1109.6	-0.26536	undefined	undefined	liquid
359.10	29.600	23.744	0.042115	1.4464	2.6930	4.1363	78.190	93.620	1110.1	-0.26547	undefined	undefined	liquid
359.10	29.700	23.747	0.042110	1.4448	2.6955	4.1315	78.187	93.612	1110.7	-0.26558	undefined	undefined	liquid
359.10	29.800	23.750	0.042104	1.4433	2.6980	4.1267	78.183	93.604	1111.2	-0.26569	undefined	undefined	liquid
359.10	29.900	23.753	0.042099	1.4417	2.7005	4.1219	78.180	93.597	1111.8	-0.26579	undefined	undefined	liquid
359.10	30.000	23.756	0.042094	1.4401	2.7030	4.1171	78.177	93.589	1112.3	-0.26590	undefined	undefined	liquid
359.10	30.100	23.760	0.042088	1.4386	2.7054	4.1123	78.173	93.581	1112.9	-0.26601	undefined	undefined	liquid
359.10	30.200	23.763	0.042083	1.4370	2.7079	4.1076	78.170	93.574	1113.4	-0.26611	undefined	undefined	liquid
359.10	30.300	23.766	0.042078	1.4355	2.7104	4.1028	78.167	93.566	1114.0	-0.26622	undefined	undefined	liquid
359.10	30.400	23.769	0.042072	1.4339	2.7129	4.0980	78.163	93.559	1114.5	-0.26633	undefined	undefined	liquid
359.10	30.500	23.772	0.042067	1.4324	2.7154	4.0932	78.160	93.551	1115.0	-0.26643	undefined	undefined	liquid
359.10	30.600	23.775	0.042062	1.4308	2.7179	4.0884	78.157	93.543	1115.6	-0.26654	undefined	undefined	liquid
359.10	30.700	23.778	0.042056	1.4293	2.7204	4.0837	78.154	93.536	1116.1	-0.26664	undefined	undefined	liquid
359.10	30.800	23.781	0.042051	1.4277	2.7229	4.0789	78.150	93.528	1116.7	-0.26675	undefined	undefined	liquid
359.10	30.900	23.784	0.042046	1.4262	2.7254	4.0741	78.147	93.521	1117.2	-0.26685	undefined	undefined	liquid
359.10	31.000	23.787	0.042041	1.4246	2.7279	4.0694	78.144	93.513	1117.7	-0.26696	undefined	undefined	liquid
359.10	31.100	23.790	0.042035	1.4231	2.7304	4.0646	78.140	93.506	1118.3	-0.26706	undefined	undefined	liquid
359.10	31.200	23.793	0.042030	1.4215	2.7329	4.0599	78.137	93.498	1118.8	-0.26716	undefined	undefined	liquid
359.10	31.300	23.795	0.042025	1.4200	2.7354	4.0551	78.134	93.491	1119.3	-0.26727	undefined	undefined	liquid
359.10	31.400	23.798	0.042020	1.4185	2.7379	4.0504	78.131	93.484	1119.9	-0.26737	undefined	undefined	liquid
359.10	31.500	23.801	0.042014	1.4169	2.7404	4.0457	78.127	93.476	1120.4	-0.26747	undefined	undefined	liquid
359.10	31.600	23.804	0.042009	1.4154	2.7429	4.0409	78.124	93.469	1120.9	-0.26758	undefined	undefined	liquid
359.10	31.700	23.807	0.042004	1.4139	2.7454	4.0362	78.121	93.461	1121.5	-0.26768	undefined	undefined	liquid
359.10	31.800	23.810	0.041999	1.4123	2.7479	4.0315	78.118	93.454	1122.0	-0.26778	undefined	undefined	liquid
359.10	31.900	23.813	0.041993	1.4108	2.7504	4.0267	78.115	93.447	1122.5	-0.26788	undefined	undefined	liquid
359.10	32.000	23.816	0.041988	1.4093	2.7529	4.0220	78.111	93.439	1123.1	-0.26798	undefined	undefined	liquid
359.10	32.100	23.819	0.041983	1.4077	2.7554	4.0173	78.108	93.432	1123.6	-0.26809	undefined	undefined	liquid
359.10	32.200	23.822	0.041978	1.4062	2.7579	4.0126	78.105	93.425	1124.1	-0.26819	undefined	undefined	liquid
359.10	32.300	23.825	0.041972	1.4047	2.7604	4.0079	78.102	93.417	1124.7	-0.26829	undefined	undefined	liquid
359.10	32.400	23.828	0.041967	1.4032	2.7629	4.0032	78.099	93.410	1125.2	-0.26839	undefined	undefined	liquid
359.10	32.500	23.831	0.041962	1.4016	2.7654	3.9985	78.095	93.403	1125.7	-0.26849	undefined	undefined	liquid
359.10	32.600	23.834	0.041957	1.4001	2.7679	3.9938	78.092	93.395	1126.2	-0.26859	undefined	undefined	liquid
359.10	32.700	23.837	0.041952	1.3986	2.7704	3.9891	78.089	93.388	1126.8	-0.26869	undefined	undefined	liquid
359.10	32.800	23.840	0.041947	1.3971	2.7729	3.9844	78.086	93.381	1127.3	-0.26879	undefined	undefined	liquid
359.10	32.900	23.843	0.041941	1.3956	2.7754	3.9797	78.083	93.374	1127.8	-0.26889	undefined	undefined	liquid
359.10	33.000	23.846	0.041936	1.3941	2.7780	3.9750	78.080	93.366	1128.4	-0.26899	undefined	undefined	liquid
359.10	33.100	23.849	0.041931	1.3925	2.7805	3.9703	78.077	93.359	1128.9	-0.26909	undefined	undefined	liquid
359.10	33.200	23.852	0.041926	1.3910	2.7830	3.9656	78.073	93.352	1129.4	-0.26919	undefined	undefined	liquid
359.10	33.300	23.855	0.041921	1.3895	2.7855	3.9610	78.070	93.345	1129.9	-0.26928	undefined	undefined	liquid
359.10	33.400	23.857	0.041916	1.3880	2.7880	3.9563	78.067	93.338	1130.5	-0.26938	undefined	undefined	liquid
359.10	33.500	23.860	0.041911	1.3865	2.7905	3.9516	78.064	93.331	1131.0	-0.26948	undefined	undefined	liquid
359.10	33.600	23.863	0.041905	1.3850	2.7930	3.9470	78.061	93.323	1131.5	-0.26958	undefined	undefined	liquid
359.10	33.700	23.866	0.041900	1.3835	2.7956	3.9423	78.058	93.316	1132.0	-0.26967	undefined	undefined	liquid
359.10	33.800	23.869	0.041895	1.3820	2.7981	3.9376	78.055	93.309	1132.5	-0.26977	undefined	undefined	liquid
359.10	33.900	23.872	0.041890	1.3805	2.8006	3.9330	78.052	93.302	1133.1	-0.26987	undefined	undefined	liquid
359.10	34.000	23.875	0.041885	1.3790	2.8031	3.9283	78.049	93.295	1133.6	-0.26997	undefined	undefined	liquid
359.10	34.100	23.878	0.041880	1.3775	2.8056	3.9237	78.046	93.288	1134.1	-0.27006	undefined	undefined	liquid
359.10	34.200	23.881	0.041875	1.3760	2.8081	3.9190	78.043	93.281	1134.6	-0.27016	undefined	undefined	liquid
359.10	34.300	23.884	0.041870	1.3745	2.8107	3.9144	78.039	93.274	1135.1	-0.27025	undefined	undefined	liquid
359.10	34.400	23.886	0.041865	1.3730	2.8132	3.9098	78.036	93.267	1135.7	-0.27035	undefined	undefined	liquid
359.10	34.500	23.889	0.041860	1.3716	2.8157	3.9051	78.033	93.260	1136.2	-0.27045	undefined	undefined	liquid
359.10	34.600	23.892	0.041855	1.3701	2.8182	3.9005	78.030	93.253	1136.7	-0.27054	undefined	undefined	liquid
359.10	34.700	23.895	0.041849	1.3686	2.8208	3.8959	78.027	93.246	1137.2	-0.27064	undefined	undefined	liquid
359.10	34.800	23.898	0.041844	1.3671	2.8233	3.8912	78.024	93.239	1137.7	-0.27073	undefined	undefined	liquid
359.10	34.900	23.901	0.041839	1.3656	2.8258	3.8866	78.021	93.232	1138.3	-0.27083	undefined	undefined	liquid
359.10	35.000	23.904	0.041834	1.3641	2.8283	3.8820	78.018	93.225	1138.8	-0.27092	undefined	undefined	liquid
359.10	35.100	23.907	0.041829	1.3626	2.8309	3.8774	78.015	93.218	1139.3	-0.27101	undefined	undefined	liquid
359.10	35.200	23.910	0.041824	1.3612	2.8334	3.8728	78.012	93.211	1139.8	-0.27111	undefined	undefined	liquid
359.10	35.300	23.912	0.041819	1.3597	2.8359	3.8682	78.009	93.204	1140.3	-0.27120	undefined	undefined	liquid
359.10	35.400	23.915	0.041814	1.3582	2.8384	3.8636	78.006	93.197	1140.8	-0.27130	undefined	undefined	liquid
359.10	35.500	23.918	0.041809	1.3567	2.8410	3.8590	78.003	93.190	1141.3	-0.27139	undefined	undefined	liquid
359.10	35.600	23.921	0.041804	1.3553	2.8435	3.8544	78.000	93.183	1141.8	-0.27148	undefined	undefined	liquid
359.10	35.700	23.924	0.041799	1.3538	2.8460	3.8498	77.997	93.176	1142.4	-0.27158	undefined	undefined	liquid
359.10	35.800	23.927	0.041794	1.3523	2.8486	3.8452	77.994	93.169	1142.9	-0.27167	undefined	undefined	liquid
359.10	35.900	23.930	0.041789	1.3509	2.8511	3.8406	77.991	93.163	1143.4	-0.27176	undefined	undefined	liquid
359.10	36.000	23.932	0.041784	1.3494	2.8536	3.8360	77.988	93.156	1143.9	-0.27185	undefined	undefined	liquid
359.10	36.100	23.935	0.041779	1.3479	2.8562	3.8314	77.985	93.149	1144.4	-0.27194	undefined	undefined	liquid
359.10	36.200	23.938	0.041774	1.3465	2.8587	3.8268	77.982	93.142	1144.9	-0.27204	undefined	undefined	liquid
359.10	36.300	23.941	0.041769	1.3450	2.8612	3.8223	77.979	93.135	1145.4	-0.27213	undefined	undefined	liquid
359.10	36.400	23.944	0.041764	1.3435	2.8638	3.8177	77.976	93.129	1145.9	-0.27222	undefined	undefined	liquid
359.10	36.500	23.947	0.041760	1.3421	2.8663	3.8131	77.974	93.122	1146.4	-0.27231	undefined	undefined	liquid
359.10	36.600	23.949	0.041755	1.3406	2.8688	3.8086	77.971	93.115	1146.9	-0.27240	undefined	undefined	liquid
359.10	36.700	23.952	0.041750	1.3392	2.8714	3.8040	77.968	93.108	1147.5	-0.27249	undefined	undefined	liquid
359.10	36.800	23.955	0.041745	1.3377	2.8739	3.7994	77.965	93.101	1148.0	-0.27258	undefined	undefined	liquid
359.10	36.900	23.958	0.041740	1.3362	2.8764	3.7949	77.962	93.095	1148.5	-0.27267	undefined	undefined	liquid
359.10	37.000	23.961	0.041735	1.3348	2.8790	3.7903	77.959	93.088	1149.0	-0.27276	undefined	undefined	liquid
359.10	37.100	23.964	0.041730	1.3333	2.8815	3.7858	77.956	93.081	1149.5	-0.27285	undefined	undefined	liquid
359.10	37.200	23.966	0.041725	1.3319	2.8841	3.7812	77.953	93.075	1150.0	-0.27294	undefined	undefined	liquid
359.10	37.300	23.969	0.041720	1.3304	2.8866	3.7767	77.950	93.068	1150.5	-0.27303	undefined	undefined	liquid
359.10	37.400	23.972	0.041715	1.3290	2.8891	3.7721	77.947	93.061	1151.0	-0.27312	undefined	undefined	liquid
359.10	37.500	23.975	0.041710	1.3275	2.8917	3.7676	77.944	93.055	1151.5	-0.27321	undefined	undefined	liquid
359.10	37.600	23.978	0.041705	1.3261	2.8942	3.7631	77.942	93.048	1152.0	-0.27330	undefined	undefined	liquid
359.10	37.700	23.980	0.041701	1.3247	2.8968	3.7585	77.939	93.041	1152.5	-0.27339	undefined	undefined	liquid
359.10	37.800	23.983	0.041696	1.3232	2.8993	3.7540	77.936	93.035	1153.0	-0.27347	undefined	undefined	liquid
359.10	37.900	23.986	0.041691	1.3218	2.9019	3.7495	77.933	93.028	1153.5	-0.27356	undefined	undefined	liquid
359.10	38.000	23.989	0.041686	1.3203	2.9044	3.7450	77.930	93.021	1154.0	-0.27365	undefined	undefined	liquid
359.10	38.100	23.992	0.041681	1.3189	2.9069	3.7404	77.927	93.015	1154.5	-0.27374	undefined	undefined	liquid
359.10	38.200	23.994	0.041676	1.3175	2.9095	3.7359	77.924	93.008	1155.0	-0.27383	undefined	undefined	liquid
359.10	38.300	23.997	0.041671	1.3160	2.9120	3.7314	77.922	93.002	1155.5	-0.27391	undefined	undefined	liquid
359.10	38.400	24.000	0.041667	1.3146	2.9146	3.7269	77.919	92.995	1156.0	-0.27400	undefined	undefined	liquid
359.10	38.500	24.003	0.041662	1.3132	2.9171	3.7224	77.916	92.988	1156.5	-0.27409	undefined	undefined	liquid
359.10	38.600	24.006	0.041657	1.3117	2.9197	3.7179	77.913	92.982	1157.0	-0.27417	undefined	undefined	liquid
359.10	38.700	24.008	0.041652	1.3103	2.9222	3.7134	77.910	92.975	1157.5	-0.27426	undefined	undefined	liquid
359.10	38.800	24.011	0.041647	1.3089	2.9248	3.7089	77.907	92.969	1158.0	-0.27435	undefined	undefined	liquid
359.10	38.900	24.014	0.041642	1.3074	2.9273	3.7044	77.905	92.962	1158.5	-0.27443	undefined	undefined	liquid
359.10	39.000	24.017	0.041638	1.3060	2.9299	3.6999	77.902	92.956	1159.0	-0.27452	undefined	undefined	liquid
359.10	39.100	24.019	0.041633	1.3046	2.9324	3.6954	77.899	92.949	1159.5	-0.27460	undefined	undefined	liquid
359.10	39.200	24.022	0.041628	1.3032	2.9350	3.6910	77.896	92.943	1160.0	-0.27469	undefined	undefined	liquid
359.10	39.300	24.025	0.041623	1.3018	2.9375	3.6865	77.893	92.936	1160.5	-0.27478	undefined	undefined	liquid
359.10	39.400	24.028	0.041618	1.3003	2.9401	3.6820	77.891	92.930	1160.9	-0.27486	undefined	undefined	liquid
359.10	39.500	24.031	0.041614	1.2989	2.9427	3.6775	77.888	92.924	1161.4	-0.27495	undefined	undefined	liquid
359.10	39.600	24.033	0.041609	1.2975	2.9452	3.6730	77.885	92.917	1161.9	-0.27503	undefined	undefined	liquid
359.10	39.700	24.036	0.041604	1.2961	2.9478	3.6686	77.882	92.911	1162.4	-0.27511	undefined	undefined	liquid
359.10	39.800	24.039	0.041599	1.2947	2.9503	3.6641	77.880	92.904	1162.9	-0.27520	undefined	undefined	liquid
359.10	39.900	24.042	0.041595	1.2933	2.9529	3.6596	77.877	92.898	1163.4	-0.27528	undefined	undefined	liquid
359.10	40.000	24.044	0.041590	1.2918	2.9554	3.6552	77.874	92.891	1163.9	-0.27537	undefined	undefined	liquid
359.10	40.100	24.047	0.041585	1.2904	2.9580	3.6507	77.871	92.885	1164.4	-0.27545	undefined	undefined	liquid
359.10	40.200	24.050	0.041580	1.2890	2.9606	3.6463	77.869	92.879	1164.9	-0.27553	undefined	undefined	liquid
359.10	40.300	24.053	0.041576	1.2876	2.9631	3.6418	77.866	92.872	1165.4	-0.27562	undefined	undefined	liquid
359.10	40.400	24.055	0.041571	1.2862	2.9657	3.6374	77.863	92.866	1165.9	-0.27570	undefined	undefined	liquid
359.10	40.500	24.058	0.041566	1.2848	2.9682	3.6329	77.860	92.860	1166.3	-0.27578	undefined	undefined	liquid
