Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
387.79	5.4000	8.2345	0.12144	5.9879	6.6437	16.216	150.22	193.45	891.51	-0.27111	undefined	undefined	liquid
387.79	5.5000	8.2364	0.12141	5.9812	6.6489	16.198	150.22	193.42	892.37	-0.27163	undefined	undefined	liquid
387.79	5.6000	8.2383	0.12138	5.9744	6.6542	16.180	150.23	193.38	893.24	-0.27215	undefined	undefined	liquid
387.79	5.7000	8.2402	0.12136	5.9677	6.6595	16.163	150.23	193.35	894.11	-0.27267	undefined	undefined	liquid
387.79	5.8000	8.2421	0.12133	5.9610	6.6647	16.145	150.23	193.32	894.97	-0.27319	undefined	undefined	liquid
387.79	5.9000	8.2440	0.12130	5.9543	6.6700	16.127	150.24	193.28	895.83	-0.27370	undefined	undefined	liquid
387.79	6.0000	8.2459	0.12127	5.9477	6.6753	16.110	150.24	193.25	896.69	-0.27421	undefined	undefined	liquid
387.79	6.1000	8.2478	0.12124	5.9410	6.6806	16.092	150.25	193.22	897.55	-0.27472	undefined	undefined	liquid
387.79	6.2000	8.2497	0.12122	5.9344	6.6859	16.075	150.25	193.19	898.41	-0.27522	undefined	undefined	liquid
387.79	6.3000	8.2516	0.12119	5.9278	6.6912	16.057	150.26	193.15	899.27	-0.27572	undefined	undefined	liquid
387.79	6.4000	8.2535	0.12116	5.9212	6.6966	16.040	150.26	193.12	900.13	-0.27622	undefined	undefined	liquid
387.79	6.5000	8.2554	0.12113	5.9146	6.7019	16.022	150.26	193.09	900.98	-0.27672	undefined	undefined	liquid
387.79	6.6000	8.2573	0.12111	5.9080	6.7073	16.005	150.27	193.06	901.84	-0.27721	undefined	undefined	liquid
387.79	6.7000	8.2591	0.12108	5.9014	6.7126	15.987	150.27	193.03	902.69	-0.27770	undefined	undefined	liquid
387.79	6.8000	8.2610	0.12105	5.8948	6.7180	15.970	150.28	193.00	903.55	-0.27819	undefined	undefined	liquid
387.79	6.9000	8.2629	0.12102	5.8883	6.7234	15.952	150.28	192.96	904.40	-0.27868	undefined	undefined	liquid
387.79	7.0000	8.2647	0.12100	5.8818	6.7287	15.935	150.28	192.93	905.25	-0.27916	undefined	undefined	liquid
387.79	7.1000	8.2666	0.12097	5.8753	6.7341	15.918	150.29	192.90	906.10	-0.27964	undefined	undefined	liquid
387.79	7.2000	8.2685	0.12094	5.8688	6.7395	15.901	150.29	192.87	906.94	-0.28012	undefined	undefined	liquid
387.79	7.3000	8.2703	0.12091	5.8623	6.7449	15.883	150.29	192.84	907.79	-0.28060	undefined	undefined	liquid
387.79	7.4000	8.2722	0.12089	5.8558	6.7504	15.866	150.30	192.81	908.64	-0.28107	undefined	undefined	liquid
387.79	7.5000	8.2740	0.12086	5.8493	6.7558	15.849	150.30	192.78	909.48	-0.28155	undefined	undefined	liquid
387.79	7.6000	8.2758	0.12083	5.8429	6.7612	15.832	150.31	192.75	910.32	-0.28202	undefined	undefined	liquid
387.79	7.7000	8.2777	0.12081	5.8364	6.7666	15.815	150.31	192.72	911.17	-0.28248	undefined	undefined	liquid
387.79	7.8000	8.2795	0.12078	5.8300	6.7721	15.798	150.31	192.69	912.01	-0.28295	undefined	undefined	liquid
387.79	7.9000	8.2813	0.12075	5.8236	6.7776	15.780	150.32	192.66	912.85	-0.28341	undefined	undefined	liquid
387.79	8.0000	8.2832	0.12073	5.8172	6.7830	15.763	150.32	192.63	913.69	-0.28387	undefined	undefined	liquid
387.79	8.1000	8.2850	0.12070	5.8108	6.7885	15.746	150.32	192.60	914.53	-0.28433	undefined	undefined	liquid
387.79	8.2000	8.2868	0.12067	5.8044	6.7940	15.729	150.33	192.57	915.36	-0.28479	undefined	undefined	liquid
387.79	8.3000	8.2886	0.12065	5.7981	6.7995	15.712	150.33	192.54	916.20	-0.28524	undefined	undefined	liquid
387.79	8.4000	8.2904	0.12062	5.7917	6.8050	15.696	150.33	192.51	917.03	-0.28569	undefined	undefined	liquid
387.79	8.5000	8.2922	0.12059	5.7854	6.8105	15.679	150.34	192.49	917.87	-0.28614	undefined	undefined	liquid
387.79	8.6000	8.2941	0.12057	5.7791	6.8160	15.662	150.34	192.46	918.70	-0.28659	undefined	undefined	liquid
387.79	8.7000	8.2959	0.12054	5.7728	6.8215	15.645	150.34	192.43	919.53	-0.28703	undefined	undefined	liquid
387.79	8.8000	8.2976	0.12052	5.7665	6.8270	15.628	150.35	192.40	920.36	-0.28748	undefined	undefined	liquid
387.79	8.9000	8.2994	0.12049	5.7602	6.8326	15.611	150.35	192.37	921.19	-0.28792	undefined	undefined	liquid
387.79	9.0000	8.3012	0.12046	5.7539	6.8381	15.594	150.35	192.34	922.02	-0.28835	undefined	undefined	liquid
387.79	9.1000	8.3030	0.12044	5.7477	6.8436	15.578	150.36	192.32	922.85	-0.28879	undefined	undefined	liquid
387.79	9.2000	8.3048	0.12041	5.7414	6.8492	15.561	150.36	192.29	923.68	-0.28923	undefined	undefined	liquid
387.79	9.3000	8.3066	0.12039	5.7352	6.8548	15.544	150.36	192.26	924.50	-0.28966	undefined	undefined	liquid
387.79	9.4000	8.3084	0.12036	5.7289	6.8603	15.528	150.37	192.23	925.33	-0.29009	undefined	undefined	liquid
387.79	9.5000	8.3101	0.12034	5.7227	6.8659	15.511	150.37	192.21	926.15	-0.29052	undefined	undefined	liquid
387.79	9.6000	8.3119	0.12031	5.7165	6.8715	15.494	150.37	192.18	926.97	-0.29094	undefined	undefined	liquid
387.79	9.7000	8.3137	0.12028	5.7103	6.8771	15.478	150.38	192.15	927.80	-0.29137	undefined	undefined	liquid
387.79	9.8000	8.3154	0.12026	5.7042	6.8827	15.461	150.38	192.12	928.62	-0.29179	undefined	undefined	liquid
387.79	9.9000	8.3172	0.12023	5.6980	6.8883	15.445	150.38	192.10	929.44	-0.29221	undefined	undefined	liquid
387.79	10.000	8.3189	0.12021	5.6919	6.8939	15.428	150.38	192.07	930.25	-0.29263	undefined	undefined	liquid
387.79	10.100	8.3207	0.12018	5.6857	6.8996	15.412	150.39	192.04	931.07	-0.29304	undefined	undefined	liquid
387.79	10.200	8.3224	0.12016	5.6796	6.9052	15.395	150.39	192.02	931.89	-0.29346	undefined	undefined	liquid
387.79	10.300	8.3242	0.12013	5.6735	6.9108	15.379	150.39	191.99	932.71	-0.29387	undefined	undefined	liquid
387.79	10.400	8.3259	0.12011	5.6674	6.9165	15.362	150.40	191.96	933.52	-0.29428	undefined	undefined	liquid
387.79	10.500	8.3277	0.12008	5.6613	6.9221	15.346	150.40	191.94	934.33	-0.29469	undefined	undefined	liquid
387.79	10.600	8.3294	0.12006	5.6552	6.9278	15.330	150.40	191.91	935.15	-0.29510	undefined	undefined	liquid
387.79	10.700	8.3311	0.12003	5.6491	6.9334	15.313	150.40	191.89	935.96	-0.29550	undefined	undefined	liquid
387.79	10.800	8.3329	0.12001	5.6430	6.9391	15.297	150.41	191.86	936.77	-0.29590	undefined	undefined	liquid
387.79	10.900	8.3346	0.11998	5.6370	6.9448	15.281	150.41	191.83	937.58	-0.29631	undefined	undefined	liquid
387.79	11.000	8.3363	0.11996	5.6310	6.9505	15.264	150.41	191.81	938.39	-0.29670	undefined	undefined	liquid
387.79	11.100	8.3380	0.11993	5.6249	6.9562	15.248	150.41	191.78	939.20	-0.29710	undefined	undefined	liquid
387.79	11.200	8.3397	0.11991	5.6189	6.9619	15.232	150.42	191.76	940.00	-0.29750	undefined	undefined	liquid
387.79	11.300	8.3415	0.11988	5.6129	6.9676	15.216	150.42	191.73	940.81	-0.29789	undefined	undefined	liquid
387.79	11.400	8.3432	0.11986	5.6069	6.9733	15.199	150.42	191.71	941.62	-0.29828	undefined	undefined	liquid
387.79	11.500	8.3449	0.11983	5.6009	6.9790	15.183	150.42	191.68	942.42	-0.29867	undefined	undefined	liquid
387.79	11.600	8.3466	0.11981	5.5950	6.9848	15.167	150.43	191.66	943.22	-0.29906	undefined	undefined	liquid
387.79	11.700	8.3483	0.11979	5.5890	6.9905	15.151	150.43	191.63	944.03	-0.29945	undefined	undefined	liquid
387.79	11.800	8.3500	0.11976	5.5831	6.9962	15.135	150.43	191.61	944.83	-0.29983	undefined	undefined	liquid
387.79	11.900	8.3517	0.11974	5.5771	7.0020	15.119	150.43	191.58	945.63	-0.30022	undefined	undefined	liquid
387.79	12.000	8.3534	0.11971	5.5712	7.0077	15.103	150.44	191.56	946.43	-0.30060	undefined	undefined	liquid
387.79	12.100	8.3550	0.11969	5.5653	7.0135	15.087	150.44	191.53	947.23	-0.30098	undefined	undefined	liquid
387.79	12.200	8.3567	0.11966	5.5594	7.0193	15.071	150.44	191.51	948.03	-0.30136	undefined	undefined	liquid
387.79	12.300	8.3584	0.11964	5.5535	7.0250	15.055	150.44	191.49	948.82	-0.30173	undefined	undefined	liquid
387.79	12.400	8.3601	0.11962	5.5476	7.0308	15.039	150.45	191.46	949.62	-0.30211	undefined	undefined	liquid
387.79	12.500	8.3618	0.11959	5.5417	7.0366	15.023	150.45	191.44	950.42	-0.30248	undefined	undefined	liquid
387.79	12.600	8.3634	0.11957	5.5358	7.0424	15.007	150.45	191.41	951.21	-0.30285	undefined	undefined	liquid
387.79	12.700	8.3651	0.11954	5.5300	7.0482	14.991	150.45	191.39	952.00	-0.30322	undefined	undefined	liquid
387.79	12.800	8.3668	0.11952	5.5242	7.0540	14.976	150.46	191.37	952.80	-0.30359	undefined	undefined	liquid
387.79	12.900	8.3684	0.11950	5.5183	7.0598	14.960	150.46	191.34	953.59	-0.30396	undefined	undefined	liquid
387.79	13.000	8.3701	0.11947	5.5125	7.0656	14.944	150.46	191.32	954.38	-0.30433	undefined	undefined	liquid
387.79	13.100	8.3718	0.11945	5.5067	7.0715	14.928	150.46	191.30	955.17	-0.30469	undefined	undefined	liquid
387.79	13.200	8.3734	0.11943	5.5009	7.0773	14.912	150.46	191.27	955.96	-0.30505	undefined	undefined	liquid
387.79	13.300	8.3751	0.11940	5.4951	7.0831	14.897	150.47	191.25	956.75	-0.30541	undefined	undefined	liquid
387.79	13.400	8.3767	0.11938	5.4893	7.0890	14.881	150.47	191.23	957.54	-0.30577	undefined	undefined	liquid
387.79	13.500	8.3784	0.11936	5.4835	7.0948	14.865	150.47	191.20	958.32	-0.30613	undefined	undefined	liquid
387.79	13.600	8.3800	0.11933	5.4778	7.1007	14.849	150.47	191.18	959.11	-0.30648	undefined	undefined	liquid
387.79	13.700	8.3816	0.11931	5.4720	7.1066	14.834	150.47	191.16	959.89	-0.30684	undefined	undefined	liquid
387.79	13.800	8.3833	0.11929	5.4663	7.1124	14.818	150.48	191.13	960.68	-0.30719	undefined	undefined	liquid
387.79	13.900	8.3849	0.11926	5.4606	7.1183	14.803	150.48	191.11	961.46	-0.30754	undefined	undefined	liquid
387.79	14.000	8.3865	0.11924	5.4548	7.1242	14.787	150.48	191.09	962.24	-0.30789	undefined	undefined	liquid
387.79	14.100	8.3882	0.11922	5.4491	7.1301	14.771	150.48	191.07	963.03	-0.30824	undefined	undefined	liquid
387.79	14.200	8.3898	0.11919	5.4434	7.1360	14.756	150.48	191.04	963.81	-0.30859	undefined	undefined	liquid
387.79	14.300	8.3914	0.11917	5.4377	7.1419	14.740	150.49	191.02	964.59	-0.30893	undefined	undefined	liquid
387.79	14.400	8.3930	0.11915	5.4320	7.1478	14.725	150.49	191.00	965.37	-0.30928	undefined	undefined	liquid
387.79	14.500	8.3946	0.11912	5.4264	7.1537	14.709	150.49	190.98	966.14	-0.30962	undefined	undefined	liquid
387.79	14.600	8.3963	0.11910	5.4207	7.1596	14.694	150.49	190.96	966.92	-0.30996	undefined	undefined	liquid
387.79	14.700	8.3979	0.11908	5.4151	7.1655	14.679	150.49	190.93	967.70	-0.31030	undefined	undefined	liquid
387.79	14.800	8.3995	0.11905	5.4094	7.1714	14.663	150.50	190.91	968.47	-0.31064	undefined	undefined	liquid
387.79	14.900	8.4011	0.11903	5.4038	7.1774	14.648	150.50	190.89	969.25	-0.31098	undefined	undefined	liquid
387.79	15.000	8.4027	0.11901	5.3982	7.1833	14.632	150.50	190.87	970.02	-0.31131	undefined	undefined	liquid
387.79	15.100	8.4043	0.11899	5.3926	7.1893	14.617	150.50	190.85	970.80	-0.31165	undefined	undefined	liquid
387.79	15.200	8.4059	0.11896	5.3869	7.1952	14.602	150.50	190.83	971.57	-0.31198	undefined	undefined	liquid
387.79	15.300	8.4075	0.11894	5.3814	7.2012	14.586	150.51	190.81	972.34	-0.31231	undefined	undefined	liquid
387.79	15.400	8.4091	0.11892	5.3758	7.2071	14.571	150.51	190.78	973.11	-0.31264	undefined	undefined	liquid
387.79	15.500	8.4107	0.11890	5.3702	7.2131	14.556	150.51	190.76	973.88	-0.31297	undefined	undefined	liquid
387.79	15.600	8.4123	0.11887	5.3646	7.2191	14.540	150.51	190.74	974.65	-0.31329	undefined	undefined	liquid
387.79	15.700	8.4138	0.11885	5.3591	7.2250	14.525	150.51	190.72	975.42	-0.31362	undefined	undefined	liquid
387.79	15.800	8.4154	0.11883	5.3535	7.2310	14.510	150.51	190.70	976.19	-0.31395	undefined	undefined	liquid
387.79	15.900	8.4170	0.11881	5.3480	7.2370	14.495	150.52	190.68	976.96	-0.31427	undefined	undefined	liquid
387.79	16.000	8.4186	0.11879	5.3424	7.2430	14.480	150.52	190.66	977.72	-0.31459	undefined	undefined	liquid
387.79	16.100	8.4201	0.11876	5.3369	7.2490	14.465	150.52	190.64	978.49	-0.31491	undefined	undefined	liquid
387.79	16.200	8.4217	0.11874	5.3314	7.2550	14.449	150.52	190.62	979.25	-0.31523	undefined	undefined	liquid
387.79	16.300	8.4233	0.11872	5.3259	7.2610	14.434	150.52	190.60	980.02	-0.31555	undefined	undefined	liquid
387.79	16.400	8.4248	0.11870	5.3204	7.2670	14.419	150.52	190.58	980.78	-0.31587	undefined	undefined	liquid
387.79	16.500	8.4264	0.11867	5.3149	7.2731	14.404	150.53	190.56	981.54	-0.31618	undefined	undefined	liquid
387.79	16.600	8.4280	0.11865	5.3095	7.2791	14.389	150.53	190.54	982.31	-0.31650	undefined	undefined	liquid
387.79	16.700	8.4295	0.11863	5.3040	7.2851	14.374	150.53	190.52	983.07	-0.31681	undefined	undefined	liquid
387.79	16.800	8.4311	0.11861	5.2985	7.2912	14.359	150.53	190.50	983.83	-0.31712	undefined	undefined	liquid
387.79	16.900	8.4326	0.11859	5.2931	7.2972	14.344	150.53	190.48	984.59	-0.31743	undefined	undefined	liquid
387.79	17.000	8.4342	0.11857	5.2877	7.3033	14.329	150.53	190.46	985.34	-0.31774	undefined	undefined	liquid
387.79	17.100	8.4357	0.11854	5.2822	7.3093	14.314	150.53	190.44	986.10	-0.31805	undefined	undefined	liquid
387.79	17.200	8.4373	0.11852	5.2768	7.3154	14.299	150.54	190.42	986.86	-0.31835	undefined	undefined	liquid
387.79	17.300	8.4388	0.11850	5.2714	7.3214	14.284	150.54	190.40	987.62	-0.31866	undefined	undefined	liquid
387.79	17.400	8.4404	0.11848	5.2660	7.3275	14.269	150.54	190.38	988.37	-0.31896	undefined	undefined	liquid
387.79	17.500	8.4419	0.11846	5.2606	7.3336	14.254	150.54	190.36	989.13	-0.31927	undefined	undefined	liquid
387.79	17.600	8.4434	0.11844	5.2552	7.3397	14.240	150.54	190.34	989.88	-0.31957	undefined	undefined	liquid
387.79	17.700	8.4450	0.11841	5.2498	7.3457	14.225	150.54	190.32	990.63	-0.31987	undefined	undefined	liquid
387.79	17.800	8.4465	0.11839	5.2445	7.3518	14.210	150.54	190.30	991.39	-0.32017	undefined	undefined	liquid
387.79	17.900	8.4480	0.11837	5.2391	7.3579	14.195	150.55	190.28	992.14	-0.32047	undefined	undefined	liquid
387.79	18.000	8.4495	0.11835	5.2337	7.3640	14.180	150.55	190.26	992.89	-0.32077	undefined	undefined	liquid
387.79	18.100	8.4511	0.11833	5.2284	7.3701	14.165	150.55	190.24	993.64	-0.32106	undefined	undefined	liquid
387.79	18.200	8.4526	0.11831	5.2231	7.3762	14.151	150.55	190.22	994.39	-0.32136	undefined	undefined	liquid
387.79	18.300	8.4541	0.11829	5.2177	7.3824	14.136	150.55	190.20	995.14	-0.32165	undefined	undefined	liquid
387.79	18.400	8.4556	0.11826	5.2124	7.3885	14.121	150.55	190.18	995.89	-0.32194	undefined	undefined	liquid
387.79	18.500	8.4571	0.11824	5.2071	7.3946	14.107	150.55	190.17	996.64	-0.32224	undefined	undefined	liquid
387.79	18.600	8.4586	0.11822	5.2018	7.4007	14.092	150.56	190.15	997.38	-0.32253	undefined	undefined	liquid
387.79	18.700	8.4601	0.11820	5.1965	7.4069	14.077	150.56	190.13	998.13	-0.32282	undefined	undefined	liquid
387.79	18.800	8.4616	0.11818	5.1912	7.4130	14.063	150.56	190.11	998.87	-0.32310	undefined	undefined	liquid
387.79	18.900	8.4631	0.11816	5.1859	7.4192	14.048	150.56	190.09	999.62	-0.32339	undefined	undefined	liquid
387.79	19.000	8.4647	0.11814	5.1807	7.4253	14.033	150.56	190.07	1000.4	-0.32368	undefined	undefined	liquid
387.79	19.100	8.4661	0.11812	5.1754	7.4315	14.019	150.56	190.05	1001.1	-0.32396	undefined	undefined	liquid
387.79	19.200	8.4676	0.11810	5.1702	7.4376	14.004	150.56	190.04	1001.8	-0.32425	undefined	undefined	liquid
387.79	19.300	8.4691	0.11808	5.1649	7.4438	13.990	150.56	190.02	1002.6	-0.32453	undefined	undefined	liquid
387.79	19.400	8.4706	0.11806	5.1597	7.4500	13.975	150.57	190.00	1003.3	-0.32481	undefined	undefined	liquid
387.79	19.500	8.4721	0.11803	5.1545	7.4561	13.961	150.57	189.98	1004.1	-0.32509	undefined	undefined	liquid
387.79	19.600	8.4736	0.11801	5.1492	7.4623	13.946	150.57	189.96	1004.8	-0.32537	undefined	undefined	liquid
387.79	19.700	8.4751	0.11799	5.1440	7.4685	13.932	150.57	189.94	1005.6	-0.32565	undefined	undefined	liquid
387.79	19.800	8.4766	0.11797	5.1388	7.4747	13.917	150.57	189.93	1006.3	-0.32593	undefined	undefined	liquid
387.79	19.900	8.4780	0.11795	5.1336	7.4809	13.903	150.57	189.91	1007.0	-0.32620	undefined	undefined	liquid
387.79	20.000	8.4795	0.11793	5.1284	7.4871	13.888	150.57	189.89	1007.8	-0.32648	undefined	undefined	liquid
387.79	20.100	8.4810	0.11791	5.1233	7.4933	13.874	150.57	189.87	1008.5	-0.32675	undefined	undefined	liquid
387.79	20.200	8.4825	0.11789	5.1181	7.4995	13.859	150.58	189.86	1009.2	-0.32703	undefined	undefined	liquid
387.79	20.300	8.4839	0.11787	5.1129	7.5057	13.845	150.58	189.84	1010.0	-0.32730	undefined	undefined	liquid
387.79	20.400	8.4854	0.11785	5.1078	7.5119	13.831	150.58	189.82	1010.7	-0.32757	undefined	undefined	liquid
