Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
198.15	213.05	30.032	0.033298	-0.049146	7.0450	104.70	28.472	41.492	1306.1	-0.57741	130.87	0.17799	supercritical
198.15	214.05	30.062	0.033264	-0.051271	7.0689	104.65	28.489	41.495	1308.5	-0.57738	131.34	0.17845	supercritical
198.15	215.05	30.093	0.033231	-0.053373	7.0929	104.61	28.507	41.499	1310.9	-0.57735	131.81	0.17891	supercritical
198.15	216.05	30.123	0.033197	-0.055453	7.1169	104.56	28.525	41.502	1313.3	-0.57732	132.28	0.17937	supercritical
198.15	217.05	30.153	0.033164	-0.057509	7.1408	104.51	28.542	41.505	1315.7	-0.57728	132.75	0.17983	supercritical
198.15	218.05	30.183	0.033132	-0.059544	7.1648	104.47	28.560	41.509	1318.1	-0.57724	133.22	0.18029	supercritical
198.15	219.05	30.213	0.033099	-0.061556	7.1887	104.42	28.577	41.512	1320.5	-0.57720	133.68	0.18074	supercritical
198.15	220.05	30.242	0.033066	-0.063547	7.2127	104.38	28.594	41.515	1322.8	-0.57715	134.15	0.18120	supercritical
198.15	221.05	30.272	0.033034	-0.065516	7.2367	104.33	28.612	41.519	1325.2	-0.57711	134.62	0.18165	supercritical
198.15	222.05	30.301	0.033002	-0.067463	7.2606	104.28	28.629	41.522	1327.5	-0.57706	135.09	0.18211	supercritical
198.15	223.05	30.331	0.032970	-0.069389	7.2846	104.24	28.646	41.526	1329.9	-0.57700	135.56	0.18256	supercritical
198.15	224.05	30.360	0.032938	-0.071294	7.3086	104.19	28.664	41.530	1332.2	-0.57695	136.03	0.18301	supercritical
198.15	225.05	30.389	0.032907	-0.073177	7.3325	104.15	28.681	41.533	1334.5	-0.57689	136.49	0.18346	supercritical
198.15	226.05	30.418	0.032876	-0.075040	7.3565	104.10	28.698	41.537	1336.9	-0.57683	136.96	0.18391	supercritical
198.15	227.05	30.447	0.032844	-0.076883	7.3804	104.06	28.715	41.541	1339.2	-0.57677	137.43	0.18436	supercritical
198.15	228.05	30.475	0.032813	-0.078705	7.4044	104.01	28.732	41.544	1341.5	-0.57670	137.90	0.18480	supercritical
198.15	229.05	30.504	0.032783	-0.080507	7.4283	103.97	28.749	41.548	1343.8	-0.57663	138.37	0.18525	supercritical
198.15	230.05	30.533	0.032752	-0.082289	7.4523	103.92	28.766	41.552	1346.1	-0.57656	138.84	0.18570	supercritical
198.15	231.05	30.561	0.032722	-0.084050	7.4763	103.88	28.783	41.556	1348.4	-0.57649	139.31	0.18614	supercritical
198.15	232.05	30.589	0.032691	-0.085792	7.5002	103.84	28.799	41.560	1350.6	-0.57642	139.78	0.18658	supercritical
198.15	233.05	30.617	0.032661	-0.087515	7.5242	103.79	28.816	41.564	1352.9	-0.57634	140.25	0.18702	supercritical
198.15	234.05	30.645	0.032631	-0.089218	7.5481	103.75	28.833	41.568	1355.2	-0.57626	140.72	0.18747	supercritical
198.15	235.05	30.673	0.032602	-0.090902	7.5721	103.70	28.850	41.572	1357.4	-0.57618	141.19	0.18791	supercritical
198.15	236.05	30.701	0.032572	-0.092567	7.5960	103.66	28.866	41.576	1359.7	-0.57610	141.66	0.18834	supercritical
198.15	237.05	30.729	0.032542	-0.094213	7.6200	103.62	28.883	41.580	1361.9	-0.57602	142.13	0.18878	supercritical
198.15	238.05	30.757	0.032513	-0.095840	7.6439	103.57	28.899	41.584	1364.1	-0.57593	142.60	0.18922	supercritical
198.15	239.05	30.784	0.032484	-0.097448	7.6679	103.53	28.916	41.588	1366.4	-0.57584	143.07	0.18966	supercritical
198.15	240.05	30.812	0.032455	-0.099038	7.6918	103.49	28.932	41.592	1368.6	-0.57575	143.54	0.19009	supercritical
198.15	241.05	30.839	0.032426	-0.10061	7.7158	103.45	28.949	41.596	1370.8	-0.57566	144.01	0.19053	supercritical
198.15	242.05	30.866	0.032398	-0.10216	7.7397	103.40	28.965	41.601	1373.0	-0.57557	144.48	0.19096	supercritical
198.15	243.05	30.893	0.032369	-0.10370	7.7637	103.36	28.982	41.605	1375.2	-0.57547	144.95	0.19139	supercritical
198.15	244.05	30.920	0.032341	-0.10522	7.7876	103.32	28.998	41.609	1377.4	-0.57537	145.42	0.19182	supercritical
198.15	245.05	30.947	0.032313	-0.10672	7.8115	103.28	29.014	41.613	1379.6	-0.57527	145.89	0.19225	supercritical
198.15	246.05	30.974	0.032285	-0.10820	7.8355	103.23	29.030	41.618	1381.8	-0.57517	146.36	0.19268	supercritical
198.15	247.05	31.001	0.032257	-0.10966	7.8594	103.19	29.047	41.622	1383.9	-0.57507	146.83	0.19311	supercritical
198.15	248.05	31.028	0.032229	-0.11111	7.8834	103.15	29.063	41.626	1386.1	-0.57497	147.30	0.19354	supercritical
198.15	249.05	31.054	0.032202	-0.11254	7.9073	103.11	29.079	41.631	1388.3	-0.57486	147.77	0.19397	supercritical
198.15	250.05	31.081	0.032174	-0.11395	7.9312	103.07	29.095	41.635	1390.4	-0.57476	148.24	0.19439	supercritical
198.15	251.05	31.107	0.032147	-0.11535	7.9551	103.02	29.111	41.640	1392.6	-0.57465	148.71	0.19482	supercritical
198.15	252.05	31.133	0.032120	-0.11673	7.9791	102.98	29.127	41.644	1394.7	-0.57454	149.19	0.19524	supercritical
198.15	253.05	31.160	0.032093	-0.11809	8.0030	102.94	29.143	41.649	1396.9	-0.57443	149.66	0.19567	supercritical
198.15	254.05	31.186	0.032066	-0.11944	8.0269	102.90	29.159	41.653	1399.0	-0.57431	150.13	0.19609	supercritical
198.15	255.05	31.212	0.032039	-0.12077	8.0508	102.86	29.175	41.658	1401.1	-0.57420	150.60	0.19651	supercritical
198.15	256.05	31.238	0.032013	-0.12208	8.0748	102.82	29.190	41.662	1403.2	-0.57409	151.07	0.19693	supercritical
198.15	257.05	31.263	0.031986	-0.12338	8.0987	102.78	29.206	41.667	1405.3	-0.57397	151.55	0.19735	supercritical
198.15	258.05	31.289	0.031960	-0.12466	8.1226	102.74	29.222	41.671	1407.5	-0.57385	152.02	0.19777	supercritical
198.15	259.05	31.315	0.031934	-0.12593	8.1465	102.70	29.238	41.676	1409.6	-0.57373	152.49	0.19819	supercritical
198.15	260.05	31.340	0.031908	-0.12718	8.1704	102.66	29.253	41.681	1411.6	-0.57361	152.96	0.19861	supercritical
198.15	261.05	31.366	0.031882	-0.12841	8.1943	102.62	29.269	41.685	1413.7	-0.57349	153.44	0.19903	supercritical
198.15	262.05	31.391	0.031856	-0.12963	8.2182	102.58	29.284	41.690	1415.8	-0.57337	153.91	0.19944	supercritical
198.15	263.05	31.417	0.031830	-0.13083	8.2421	102.53	29.300	41.695	1417.9	-0.57324	154.38	0.19986	supercritical
198.15	264.05	31.442	0.031805	-0.13202	8.2660	102.50	29.315	41.699	1420.0	-0.57312	154.86	0.20027	supercritical
198.15	265.05	31.467	0.031779	-0.13319	8.2899	102.46	29.331	41.704	1422.0	-0.57299	155.33	0.20068	supercritical
198.15	266.05	31.492	0.031754	-0.13435	8.3138	102.42	29.346	41.709	1424.1	-0.57286	155.80	0.20110	supercritical
198.15	267.05	31.517	0.031729	-0.13549	8.3377	102.38	29.362	41.713	1426.2	-0.57273	156.28	0.20151	supercritical
198.15	268.05	31.542	0.031704	-0.13662	8.3616	102.34	29.377	41.718	1428.2	-0.57260	156.75	0.20192	supercritical
198.15	269.05	31.567	0.031679	-0.13773	8.3855	102.30	29.392	41.723	1430.2	-0.57247	157.22	0.20233	supercritical
198.15	270.05	31.591	0.031654	-0.13883	8.4094	102.26	29.408	41.728	1432.3	-0.57234	157.70	0.20274	supercritical
198.15	271.05	31.616	0.031629	-0.13991	8.4333	102.22	29.423	41.733	1434.3	-0.57221	158.17	0.20315	supercritical
198.15	272.05	31.641	0.031605	-0.14098	8.4571	102.18	29.438	41.738	1436.4	-0.57207	158.65	0.20355	supercritical
198.15	273.05	31.665	0.031580	-0.14203	8.4810	102.14	29.453	41.742	1438.4	-0.57194	159.12	0.20396	supercritical
198.15	274.05	31.690	0.031556	-0.14307	8.5049	102.10	29.468	41.747	1440.4	-0.57180	159.60	0.20437	supercritical
198.15	275.05	31.714	0.031532	-0.14410	8.5288	102.06	29.483	41.752	1442.4	-0.57167	160.07	0.20477	supercritical
198.15	276.05	31.738	0.031508	-0.14511	8.5526	102.02	29.498	41.757	1444.4	-0.57153	160.55	0.20518	supercritical
198.15	277.05	31.762	0.031484	-0.14611	8.5765	101.99	29.513	41.762	1446.4	-0.57139	161.02	0.20558	supercritical
198.15	278.05	31.786	0.031460	-0.14709	8.6003	101.95	29.528	41.767	1448.4	-0.57125	161.50	0.20598	supercritical
198.15	279.05	31.810	0.031436	-0.14806	8.6242	101.91	29.543	41.772	1450.4	-0.57111	161.97	0.20639	supercritical
198.15	280.05	31.834	0.031413	-0.14902	8.6481	101.87	29.558	41.777	1452.4	-0.57097	162.45	0.20679	supercritical
198.15	281.05	31.858	0.031389	-0.14996	8.6719	101.83	29.573	41.782	1454.4	-0.57083	162.93	0.20719	supercritical
198.15	282.05	31.882	0.031366	-0.15089	8.6958	101.79	29.588	41.787	1456.3	-0.57068	163.40	0.20759	supercritical
198.15	283.05	31.906	0.031342	-0.15181	8.7196	101.76	29.603	41.792	1458.3	-0.57054	163.88	0.20799	supercritical
198.15	284.05	31.930	0.031319	-0.15271	8.7434	101.72	29.618	41.797	1460.3	-0.57040	164.36	0.20839	supercritical
198.15	285.05	31.953	0.031296	-0.15360	8.7673	101.68	29.632	41.802	1462.2	-0.57025	164.83	0.20879	supercritical
198.15	286.05	31.977	0.031273	-0.15448	8.7911	101.64	29.647	41.807	1464.2	-0.57010	165.31	0.20918	supercritical
198.15	287.05	32.000	0.031250	-0.15534	8.8150	101.61	29.662	41.812	1466.2	-0.56996	165.79	0.20958	supercritical
198.15	288.05	32.023	0.031227	-0.15619	8.8388	101.57	29.676	41.817	1468.1	-0.56981	166.26	0.20997	supercritical
198.15	289.05	32.047	0.031204	-0.15703	8.8626	101.53	29.691	41.822	1470.0	-0.56966	166.74	0.21037	supercritical
198.15	290.05	32.070	0.031182	-0.15785	8.8864	101.49	29.706	41.827	1472.0	-0.56951	167.22	0.21076	supercritical
198.15	291.05	32.093	0.031159	-0.15867	8.9103	101.46	29.720	41.833	1473.9	-0.56936	167.70	0.21116	supercritical
198.15	292.05	32.116	0.031137	-0.15946	8.9341	101.42	29.735	41.838	1475.8	-0.56921	168.18	0.21155	supercritical
198.15	293.05	32.139	0.031115	-0.16025	8.9579	101.38	29.749	41.843	1477.8	-0.56906	168.65	0.21194	supercritical
198.15	294.05	32.162	0.031092	-0.16103	8.9817	101.35	29.763	41.848	1479.7	-0.56891	169.13	0.21233	supercritical
198.15	295.05	32.185	0.031070	-0.16179	9.0055	101.31	29.778	41.853	1481.6	-0.56876	169.61	0.21272	supercritical
198.15	296.05	32.208	0.031048	-0.16254	9.0293	101.27	29.792	41.858	1483.5	-0.56860	170.09	0.21311	supercritical
198.15	297.05	32.231	0.031026	-0.16327	9.0531	101.24	29.807	41.863	1485.4	-0.56845	170.57	0.21350	supercritical
198.15	298.05	32.253	0.031005	-0.16400	9.0769	101.20	29.821	41.869	1487.3	-0.56830	171.05	0.21389	supercritical
198.15	299.05	32.276	0.030983	-0.16471	9.1007	101.16	29.835	41.874	1489.2	-0.56814	171.53	0.21428	supercritical
198.15	300.05	32.299	0.030961	-0.16541	9.1245	101.13	29.849	41.879	1491.1	-0.56799	172.01	0.21467	supercritical
198.15	301.05	32.321	0.030940	-0.16610	9.1483	101.09	29.864	41.884	1493.0	-0.56783	172.49	0.21505	supercritical
198.15	302.05	32.343	0.030918	-0.16678	9.1720	101.06	29.878	41.890	1494.9	-0.56767	172.97	0.21544	supercritical
198.15	303.05	32.366	0.030897	-0.16745	9.1958	101.02	29.892	41.895	1496.7	-0.56752	173.45	0.21582	supercritical
198.15	304.05	32.388	0.030875	-0.16810	9.2196	100.98	29.906	41.900	1498.6	-0.56736	173.93	0.21621	supercritical
198.15	305.05	32.410	0.030854	-0.16874	9.2434	100.95	29.920	41.905	1500.5	-0.56720	174.41	0.21659	supercritical
198.15	306.05	32.433	0.030833	-0.16937	9.2671	100.91	29.934	41.911	1502.3	-0.56704	174.89	0.21698	supercritical
198.15	307.05	32.455	0.030812	-0.16999	9.2909	100.88	29.948	41.916	1504.2	-0.56688	175.37	0.21736	supercritical
198.15	308.05	32.477	0.030791	-0.17060	9.3147	100.84	29.962	41.921	1506.0	-0.56672	175.86	0.21774	supercritical
198.15	309.05	32.499	0.030770	-0.17120	9.3384	100.81	29.976	41.926	1507.9	-0.56656	176.34	0.21812	supercritical
198.15	310.05	32.521	0.030750	-0.17178	9.3622	100.77	29.990	41.932	1509.7	-0.56640	176.82	0.21850	supercritical
198.15	311.05	32.543	0.030729	-0.17236	9.3859	100.73	30.004	41.937	1511.6	-0.56624	177.30	0.21888	supercritical
198.15	312.05	32.564	0.030708	-0.17292	9.4097	100.70	30.018	41.942	1513.4	-0.56608	177.78	0.21926	supercritical
198.15	313.05	32.586	0.030688	-0.17347	9.4334	100.66	30.032	41.948	1515.3	-0.56592	178.27	0.21964	supercritical
198.15	314.05	32.608	0.030668	-0.17402	9.4571	100.63	30.045	41.953	1517.1	-0.56576	178.75	0.22002	supercritical
198.15	315.05	32.629	0.030647	-0.17455	9.4809	100.59	30.059	41.958	1518.9	-0.56559	179.23	0.22040	supercritical
198.15	316.05	32.651	0.030627	-0.17506	9.5046	100.56	30.073	41.964	1520.7	-0.56543	179.72	0.22077	supercritical
198.15	317.05	32.672	0.030607	-0.17557	9.5283	100.52	30.087	41.969	1522.5	-0.56527	180.20	0.22115	supercritical
198.15	318.05	32.694	0.030587	-0.17607	9.5520	100.49	30.100	41.974	1524.4	-0.56510	180.68	0.22152	supercritical
198.15	319.05	32.715	0.030567	-0.17656	9.5758	100.46	30.114	41.980	1526.2	-0.56494	181.17	0.22190	supercritical
198.15	320.05	32.737	0.030547	-0.17704	9.5995	100.42	30.128	41.985	1528.0	-0.56477	181.65	0.22227	supercritical
198.15	321.05	32.758	0.030527	-0.17750	9.6232	100.39	30.141	41.990	1529.8	-0.56461	182.13	0.22265	supercritical
198.15	322.05	32.779	0.030507	-0.17796	9.6469	100.35	30.155	41.996	1531.6	-0.56444	182.62	0.22302	supercritical
198.15	323.05	32.800	0.030488	-0.17840	9.6706	100.32	30.168	42.001	1533.4	-0.56428	183.10	0.22339	supercritical
198.15	324.05	32.821	0.030468	-0.17884	9.6943	100.28	30.182	42.007	1535.2	-0.56411	183.59	0.22376	supercritical
198.15	325.05	32.842	0.030448	-0.17926	9.7180	100.25	30.195	42.012	1536.9	-0.56395	184.07	0.22413	supercritical
198.15	326.05	32.863	0.030429	-0.17968	9.7417	100.22	30.209	42.017	1538.7	-0.56378	184.56	0.22450	supercritical
198.15	327.05	32.884	0.030410	-0.18008	9.7654	100.18	30.222	42.023	1540.5	-0.56361	185.05	0.22487	supercritical
198.15	328.05	32.905	0.030390	-0.18048	9.7890	100.15	30.236	42.028	1542.3	-0.56344	185.53	0.22524	supercritical
198.15	329.05	32.926	0.030371	-0.18086	9.8127	100.11	30.249	42.034	1544.0	-0.56328	186.02	0.22561	supercritical
198.15	330.05	32.947	0.030352	-0.18123	9.8364	100.08	30.262	42.039	1545.8	-0.56311	186.50	0.22598	supercritical
198.15	331.05	32.968	0.030333	-0.18160	9.8601	100.05	30.276	42.044	1547.6	-0.56294	186.99	0.22635	supercritical
198.15	332.05	32.988	0.030314	-0.18195	9.8837	100.01	30.289	42.050	1549.3	-0.56277	187.48	0.22672	supercritical
198.15	333.05	33.009	0.030295	-0.18230	9.9074	99.979	30.302	42.055	1551.1	-0.56260	187.97	0.22708	supercritical
198.15	334.05	33.029	0.030276	-0.18263	9.9311	99.946	30.315	42.061	1552.8	-0.56243	188.45	0.22745	supercritical
198.15	335.05	33.050	0.030257	-0.18296	9.9547	99.913	30.329	42.066	1554.6	-0.56226	188.94	0.22781	supercritical
198.15	336.05	33.070	0.030238	-0.18327	9.9784	99.879	30.342	42.072	1556.3	-0.56210	189.43	0.22818	supercritical
198.15	337.05	33.091	0.030220	-0.18358	10.002	99.846	30.355	42.077	1558.0	-0.56193	189.92	0.22854	supercritical
198.15	338.05	33.111	0.030201	-0.18388	10.026	99.813	30.368	42.083	1559.8	-0.56176	190.40	0.22890	supercritical
198.15	339.05	33.132	0.030183	-0.18416	10.049	99.780	30.381	42.088	1561.5	-0.56159	190.89	0.22927	supercritical
198.15	340.05	33.152	0.030164	-0.18444	10.073	99.747	30.394	42.094	1563.2	-0.56141	191.38	0.22963	supercritical
198.15	341.05	33.172	0.030146	-0.18471	10.097	99.714	30.407	42.099	1565.0	-0.56124	191.87	0.22999	supercritical
198.15	342.05	33.192	0.030128	-0.18497	10.120	99.681	30.420	42.104	1566.7	-0.56107	192.36	0.23035	supercritical
198.15	343.05	33.212	0.030109	-0.18522	10.144	99.648	30.433	42.110	1568.4	-0.56090	192.85	0.23071	supercritical
198.15	344.05	33.232	0.030091	-0.18546	10.167	99.616	30.446	42.115	1570.1	-0.56073	193.34	0.23107	supercritical
198.15	345.05	33.252	0.030073	-0.18569	10.191	99.583	30.459	42.121	1571.8	-0.56056	193.83	0.23143	supercritical
198.15	346.05	33.272	0.030055	-0.18591	10.215	99.550	30.472	42.126	1573.5	-0.56039	194.32	0.23179	supercritical
198.15	347.05	33.292	0.030037	-0.18613	10.238	99.518	30.485	42.132	1575.2	-0.56022	194.81	0.23215	supercritical
198.15	348.05	33.312	0.030019	-0.18633	10.262	99.485	30.498	42.137	1576.9	-0.56004	195.30	0.23251	supercritical
198.15	349.05	33.332	0.030001	-0.18653	10.285	99.453	30.511	42.143	1578.6	-0.55987	195.79	0.23287	supercritical
198.15	350.05	33.352	0.029984	-0.18671	10.309	99.421	30.524	42.148	1580.3	-0.55970	196.28	0.23322	supercritical
198.15	351.05	33.371	0.029966	-0.18689	10.333	99.388	30.536	42.154	1582.0	-0.55953	196.78	0.23358	supercritical
198.15	352.05	33.391	0.029948	-0.18706	10.356	99.356	30.549	42.159	1583.7	-0.55935	197.27	0.23393	supercritical
198.15	353.05	33.411	0.029931	-0.18722	10.380	99.324	30.562	42.165	1585.4	-0.55918	197.76	0.23429	supercritical
198.15	354.05	33.430	0.029913	-0.18737	10.403	99.292	30.575	42.170	1587.1	-0.55901	198.25	0.23464	supercritical
198.15	355.05	33.450	0.029896	-0.18751	10.427	99.260	30.587	42.176	1588.7	-0.55883	198.74	0.23500	supercritical
198.15	356.05	33.469	0.029878	-0.18765	10.450	99.228	30.600	42.181	1590.4	-0.55866	199.24	0.23535	supercritical
198.15	357.05	33.489	0.029861	-0.18777	10.474	99.196	30.612	42.187	1592.1	-0.55849	199.73	0.23570	supercritical
198.15	358.05	33.508	0.029844	-0.18789	10.498	99.165	30.625	42.192	1593.7	-0.55831	200.22	0.23606	supercritical
198.15	359.05	33.527	0.029826	-0.18800	10.521	99.133	30.638	42.198	1595.4	-0.55814	200.72	0.23641	supercritical
198.15	360.05	33.547	0.029809	-0.18810	10.545	99.101	30.650	42.204	1597.1	-0.55797	201.21	0.23676	supercritical
198.15	361.05	33.566	0.029792	-0.18819	10.568	99.070	30.663	42.209	1598.7	-0.55779	201.71	0.23711	supercritical
198.15	362.05	33.585	0.029775	-0.18827	10.592	99.038	30.675	42.215	1600.4	-0.55762	202.20	0.23746	supercritical
198.15	363.05	33.604	0.029758	-0.18834	10.615	99.007	30.688	42.220	1602.0	-0.55744	202.69	0.23781	supercritical
198.15	364.05	33.623	0.029741	-0.18841	10.639	98.976	30.700	42.226	1603.7	-0.55727	203.19	0.23816	supercritical
198.15	365.05	33.642	0.029724	-0.18847	10.662	98.944	30.713	42.231	1605.3	-0.55709	203.69	0.23851	supercritical
198.15	366.05	33.661	0.029708	-0.18852	10.686	98.913	30.725	42.237	1606.9	-0.55692	204.18	0.23886	supercritical
198.15	367.05	33.680	0.029691	-0.18856	10.709	98.882	30.737	42.242	1608.6	-0.55674	204.68	0.23921	supercritical
198.15	368.05	33.699	0.029674	-0.18860	10.733	98.851	30.750	42.248	1610.2	-0.55657	205.17	0.23955	supercritical
198.15	369.05	33.718	0.029658	-0.18862	10.756	98.820	30.762	42.253	1611.8	-0.55640	205.67	0.23990	supercritical
198.15	370.05	33.737	0.029641	-0.18864	10.780	98.789	30.774	42.259	1613.5	-0.55622	206.17	0.24025	supercritical
198.15	371.05	33.756	0.029624	-0.18865	10.803	98.758	30.787	42.264	1615.1	-0.55605	206.66	0.24059	supercritical
198.15	372.05	33.775	0.029608	-0.18865	10.827	98.727	30.799	42.270	1616.7	-0.55587	207.16	0.24094	supercritical
198.15	373.05	33.793	0.029592	-0.18865	10.850	98.696	30.811	42.275	1618.3	-0.55570	207.66	0.24128	supercritical
198.15	374.05	33.812	0.029575	-0.18863	10.874	98.665	30.823	42.281	1619.9	-0.55552	208.15	0.24163	supercritical
198.15	375.05	33.831	0.029559	-0.18861	10.897	98.635	30.836	42.287	1621.6	-0.55534	208.65	0.24197	supercritical
198.15	376.05	33.849	0.029543	-0.18858	10.921	98.604	30.848	42.292	1623.2	-0.55517	209.15	0.24231	supercritical
198.15	377.05	33.868	0.029526	-0.18854	10.944	98.573	30.860	42.298	1624.8	-0.55499	209.65	0.24266	supercritical
198.15	378.05	33.886	0.029510	-0.18850	10.968	98.543	30.872	42.303	1626.4	-0.55482	210.15	0.24300	supercritical
198.15	379.05	33.905	0.029494	-0.18845	10.991	98.512	30.884	42.309	1628.0	-0.55464	210.65	0.24334	supercritical
198.15	380.05	33.923	0.029478	-0.18839	11.015	98.482	30.896	42.314	1629.6	-0.55447	211.15	0.24368	supercritical
198.15	381.05	33.942	0.029462	-0.18832	11.038	98.452	30.908	42.320	1631.2	-0.55429	211.64	0.24402	supercritical
198.15	382.05	33.960	0.029446	-0.18824	11.062	98.421	30.920	42.325	1632.8	-0.55412	212.14	0.24436	supercritical
198.15	383.05	33.978	0.029431	-0.18816	11.085	98.391	30.932	42.331	1634.3	-0.55394	212.64	0.24470	supercritical
198.15	384.05	33.997	0.029415	-0.18807	11.109	98.361	30.944	42.337	1635.9	-0.55377	213.15	0.24504	supercritical
198.15	385.05	34.015	0.029399	-0.18797	11.132	98.331	30.956	42.342	1637.5	-0.55359	213.65	0.24538	supercritical
198.15	386.05	34.033	0.029383	-0.18787	11.156	98.301	30.968	42.348	1639.1	-0.55341	214.15	0.24572	supercritical
198.15	387.05	34.051	0.029368	-0.18776	11.179	98.271	30.980	42.353	1640.7	-0.55324	214.65	0.24606	supercritical
198.15	388.05	34.069	0.029352	-0.18764	11.202	98.241	30.992	42.359	1642.2	-0.55306	215.15	0.24640	supercritical
198.15	389.05	34.087	0.029336	-0.18751	11.226	98.211	31.004	42.364	1643.8	-0.55289	215.65	0.24673	supercritical
198.15	390.05	34.105	0.029321	-0.18738	11.249	98.181	31.016	42.370	1645.4	-0.55271	216.15	0.24707	supercritical
198.15	391.05	34.123	0.029305	-0.18723	11.273	98.151	31.028	42.375	1646.9	-0.55254	216.66	0.24741	supercritical
198.15	392.05	34.141	0.029290	-0.18709	11.296	98.122	31.039	42.381	1648.5	-0.55236	217.16	0.24774	supercritical
198.15	393.05	34.159	0.029275	-0.18693	11.319	98.092	31.051	42.386	1650.0	-0.55218	217.66	0.24808	supercritical
198.15	394.05	34.177	0.029259	-0.18677	11.343	98.063	31.063	42.392	1651.6	-0.55201	218.16	0.24841	supercritical
198.15	395.05	34.195	0.029244	-0.18660	11.366	98.033	31.075	42.398	1653.2	-0.55183	218.67	0.24875	supercritical
198.15	396.05	34.213	0.029229	-0.18642	11.390	98.004	31.086	42.403	1654.7	-0.55166	219.17	0.24908	supercritical
198.15	397.05	34.231	0.029214	-0.18624	11.413	97.974	31.098	42.409	1656.3	-0.55148	219.67	0.24941	supercritical
198.15	398.05	34.248	0.029199	-0.18605	11.436	97.945	31.110	42.414	1657.8	-0.55131	220.18	0.24975	supercritical
198.15	399.05	34.266	0.029183	-0.18585	11.460	97.915	31.121	42.420	1659.3	-0.55113	220.68	0.25008	supercritical
198.15	400.05	34.284	0.029168	-0.18564	11.483	97.886	31.133	42.425	1660.9	-0.55095	221.19	0.25041	supercritical
198.15	401.05	34.301	0.029153	-0.18543	11.507	97.857	31.145	42.431	1662.4	-0.55078	221.69	0.25074	supercritical
198.15	402.05	34.319	0.029139	-0.18521	11.530	97.828	31.156	42.436	1663.9	-0.55060	222.20	0.25107	supercritical
198.15	403.05	34.336	0.029124	-0.18499	11.553	97.799	31.168	42.442	1665.5	-0.55043	222.70	0.25140	supercritical
198.15	404.05	34.354	0.029109	-0.18476	11.577	97.770	31.179	42.448	1667.0	-0.55025	223.21	0.25174	supercritical
198.15	405.05	34.371	0.029094	-0.18452	11.600	97.741	31.191	42.453	1668.5	-0.55008	223.72	0.25207	supercritical
198.15	406.05	34.389	0.029079	-0.18427	11.623	97.712	31.202	42.459	1670.1	-0.54990	224.22	0.25239	supercritical
198.15	407.05	34.406	0.029065	-0.18402	11.647	97.683	31.214	42.464	1671.6	-0.54972	224.73	0.25272	supercritical
198.15	408.05	34.424	0.029050	-0.18376	11.670	97.654	31.225	42.470	1673.1	-0.54955	225.24	0.25305	supercritical
198.15	409.05	34.441	0.029035	-0.18350	11.693	97.625	31.237	42.475	1674.6	-0.54937	225.75	0.25338	supercritical
198.15	410.05	34.458	0.029021	-0.18323	11.717	97.596	31.248	42.481	1676.1	-0.54920	226.25	0.25371	supercritical
198.15	411.05	34.475	0.029006	-0.18295	11.740	97.568	31.260	42.486	1677.6	-0.54902	226.76	0.25404	supercritical
198.15	412.05	34.493	0.028992	-0.18266	11.763	97.539	31.271	42.492	1679.1	-0.54885	227.27	0.25436	supercritical
198.15	413.05	34.510	0.028977	-0.18237	11.787	97.510	31.282	42.497	1680.6	-0.54867	227.78	0.25469	supercritical
198.15	414.05	34.527	0.028963	-0.18207	11.810	97.482	31.294	42.503	1682.1	-0.54850	228.29	0.25502	supercritical
198.15	415.05	34.544	0.028949	-0.18177	11.833	97.453	31.305	42.508	1683.6	-0.54832	228.80	0.25534	supercritical
198.15	416.05	34.561	0.028934	-0.18146	11.857	97.425	31.316	42.514	1685.1	-0.54815	229.31	0.25567	supercritical
198.15	417.05	34.578	0.028920	-0.18114	11.880	97.397	31.328	42.520	1686.6	-0.54797	229.82	0.25599	supercritical
198.15	418.05	34.595	0.028906	-0.18082	11.903	97.368	31.339	42.525	1688.1	-0.54780	230.33	0.25632	supercritical
198.15	419.05	34.612	0.028892	-0.18049	11.927	97.340	31.350	42.531	1689.6	-0.54762	230.84	0.25664	supercritical
198.15	420.05	34.629	0.028877	-0.18015	11.950	97.312	31.361	42.536	1691.1	-0.54745	231.35	0.25696	supercritical
198.15	421.05	34.646	0.028863	-0.17981	11.973	97.284	31.373	42.542	1692.6	-0.54727	231.86	0.25729	supercritical
198.15	422.05	34.663	0.028849	-0.17946	11.996	97.255	31.384	42.547	1694.1	-0.54710	232.37	0.25761	supercritical
198.15	423.05	34.680	0.028835	-0.17911	12.020	97.227	31.395	42.553	1695.5	-0.54692	232.88	0.25793	supercritical
198.15	424.05	34.697	0.028821	-0.17875	12.043	97.199	31.406	42.558	1697.0	-0.54675	233.39	0.25825	supercritical
198.15	425.05	34.713	0.028807	-0.17838	12.066	97.171	31.417	42.564	1698.5	-0.54657	233.90	0.25857	supercritical
198.15	426.05	34.730	0.028793	-0.17801	12.089	97.143	31.428	42.569	1700.0	-0.54640	234.42	0.25890	supercritical
