Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
198.15	22.050	14.362	0.069629	1.9425	3.4778	125.94	23.507	49.793	433.16	0.62766	28.870	0.048273	supercritical
198.15	23.050	14.753	0.067783	1.8864	3.4488	125.45	23.541	49.495	444.50	0.54464	29.779	0.049601	supercritical
198.15	24.050	15.122	0.066128	1.8334	3.4238	124.98	23.576	49.193	455.68	0.46969	30.672	0.050895	supercritical
198.15	25.050	15.471	0.064637	1.7833	3.4024	124.55	23.610	48.893	466.69	0.40185	31.549	0.052157	supercritical
198.15	26.050	15.802	0.063285	1.7358	3.3844	124.13	23.645	48.597	477.51	0.34030	32.410	0.053389	supercritical
198.15	27.050	16.115	0.062053	1.6907	3.3693	123.74	23.680	48.310	488.14	0.28431	33.255	0.054595	supercritical
198.15	28.050	16.413	0.060926	1.6478	3.3568	123.37	23.715	48.033	498.57	0.23324	34.085	0.055775	supercritical
198.15	29.050	16.697	0.059890	1.6070	3.3468	123.01	23.750	47.765	508.80	0.18653	34.901	0.056933	supercritical
198.15	30.050	16.968	0.058933	1.5680	3.3389	122.67	23.786	47.509	518.84	0.14369	35.702	0.058069	supercritical
198.15	31.050	17.227	0.058047	1.5307	3.3331	122.35	23.821	47.263	528.68	0.10429	36.491	0.059186	supercritical
198.15	32.050	17.475	0.057223	1.4950	3.3290	122.04	23.857	47.029	538.34	0.067968	37.267	0.060285	supercritical
198.15	33.050	17.713	0.056455	1.4608	3.3266	121.74	23.893	46.804	547.82	0.034398	38.031	0.061366	supercritical
198.15	34.050	17.942	0.055736	1.4279	3.3257	121.45	23.929	46.590	557.11	0.0032997	38.784	0.062432	supercritical
198.15	35.050	18.161	0.055062	1.3963	3.3263	121.17	23.965	46.386	566.24	-0.025572	39.525	0.063483	supercritical
198.15	36.050	18.373	0.054428	1.3659	3.3281	120.91	24.001	46.191	575.20	-0.052432	40.257	0.064520	supercritical
198.15	37.050	18.577	0.053831	1.3367	3.3311	120.65	24.038	46.005	583.99	-0.077469	40.978	0.065544	supercritical
198.15	38.050	18.774	0.053266	1.3084	3.3352	120.40	24.074	45.827	592.63	-0.10085	41.690	0.066556	supercritical
198.15	39.050	18.964	0.052732	1.2811	3.3403	120.16	24.110	45.657	601.12	-0.12273	42.393	0.067555	supercritical
198.15	40.050	19.148	0.052225	1.2548	3.3464	119.92	24.146	45.495	609.46	-0.14323	43.088	0.068544	supercritical
198.15	41.050	19.326	0.051743	1.2292	3.3533	119.70	24.182	45.340	617.66	-0.16246	43.775	0.069521	supercritical
198.15	42.050	19.499	0.051285	1.2045	3.3611	119.47	24.218	45.192	625.72	-0.18055	44.453	0.070489	supercritical
198.15	43.050	19.667	0.050848	1.1806	3.3696	119.26	24.254	45.051	633.65	-0.19757	45.125	0.071446	supercritical
198.15	44.050	19.829	0.050430	1.1574	3.3789	119.05	24.289	44.916	641.45	-0.21361	45.789	0.072394	supercritical
198.15	45.050	19.987	0.050031	1.1349	3.3888	118.85	24.325	44.786	649.13	-0.22875	46.447	0.073333	supercritical
198.15	46.050	20.141	0.049649	1.1130	3.3993	118.65	24.360	44.662	656.68	-0.24306	47.098	0.074264	supercritical
198.15	47.050	20.291	0.049283	1.0917	3.4105	118.46	24.396	44.543	664.12	-0.25659	47.743	0.075186	supercritical
198.15	48.050	20.437	0.048931	1.0711	3.4222	118.27	24.431	44.429	671.45	-0.26941	48.381	0.076099	supercritical
198.15	49.050	20.579	0.048593	1.0509	3.4344	118.08	24.466	44.320	678.66	-0.28156	49.015	0.077005	supercritical
198.15	50.050	20.718	0.048268	1.0313	3.4471	117.90	24.501	44.216	685.77	-0.29309	49.643	0.077903	supercritical
198.15	51.050	20.853	0.047954	1.0123	3.4603	117.73	24.536	44.115	692.78	-0.30404	50.265	0.078794	supercritical
198.15	52.050	20.985	0.047652	0.99365	3.4740	117.55	24.570	44.019	699.69	-0.31446	50.883	0.079678	supercritical
198.15	53.050	21.114	0.047361	0.97550	3.4880	117.39	24.605	43.926	706.50	-0.32437	51.496	0.080555	supercritical
198.15	54.050	21.241	0.047079	0.95780	3.5024	117.22	24.639	43.837	713.22	-0.33381	52.104	0.081425	supercritical
198.15	55.050	21.364	0.046807	0.94052	3.5173	117.06	24.673	43.752	719.84	-0.34280	52.708	0.082288	supercritical
198.15	56.050	21.485	0.046544	0.92365	3.5324	116.90	24.707	43.670	726.38	-0.35139	53.307	0.083145	supercritical
198.15	57.050	21.603	0.046289	0.90716	3.5479	116.74	24.741	43.591	732.84	-0.35958	53.903	0.083995	supercritical
198.15	58.050	21.719	0.046042	0.89104	3.5638	116.59	24.774	43.515	739.21	-0.36741	54.494	0.084840	supercritical
198.15	59.050	21.833	0.045802	0.87529	3.5799	116.44	24.808	43.441	745.50	-0.37489	55.082	0.085678	supercritical
198.15	60.050	21.944	0.045570	0.85987	3.5963	116.29	24.841	43.371	751.71	-0.38205	55.666	0.086511	supercritical
198.15	61.050	22.054	0.045344	0.84479	3.6130	116.15	24.874	43.303	757.84	-0.38891	56.246	0.087338	supercritical
198.15	62.050	22.161	0.045125	0.83003	3.6300	116.00	24.907	43.238	763.90	-0.39547	56.824	0.088159	supercritical
198.15	63.050	22.266	0.044912	0.81557	3.6472	115.86	24.940	43.175	769.89	-0.40176	57.397	0.088975	supercritical
198.15	64.050	22.369	0.044704	0.80141	3.6647	115.73	24.972	43.114	775.80	-0.40780	57.968	0.089785	supercritical
198.15	65.050	22.471	0.044502	0.78754	3.6824	115.59	25.004	43.055	781.65	-0.41359	58.535	0.090590	supercritical
198.15	66.050	22.571	0.044306	0.77394	3.7003	115.46	25.037	42.999	787.44	-0.41915	59.100	0.091390	supercritical
198.15	67.050	22.669	0.044114	0.76061	3.7184	115.32	25.069	42.944	793.15	-0.42448	59.662	0.092185	supercritical
198.15	68.050	22.765	0.043927	0.74753	3.7368	115.20	25.100	42.891	798.81	-0.42961	60.221	0.092975	supercritical
198.15	69.050	22.860	0.043745	0.73471	3.7553	115.07	25.132	42.840	804.40	-0.43455	60.777	0.093760	supercritical
198.15	70.050	22.953	0.043567	0.72212	3.7740	114.94	25.163	42.791	809.93	-0.43929	61.331	0.094540	supercritical
198.15	71.050	23.045	0.043394	0.70977	3.7929	114.82	25.195	42.744	815.40	-0.44385	61.882	0.095316	supercritical
198.15	72.050	23.135	0.043224	0.69765	3.8119	114.69	25.226	42.698	820.82	-0.44825	62.431	0.096087	supercritical
198.15	73.050	23.224	0.043058	0.68575	3.8312	114.57	25.257	42.654	826.18	-0.45248	62.977	0.096853	supercritical
198.15	74.050	23.312	0.042897	0.67406	3.8505	114.46	25.288	42.611	831.49	-0.45656	63.521	0.097615	supercritical
198.15	75.050	23.398	0.042738	0.66257	3.8701	114.34	25.318	42.569	836.74	-0.46049	64.063	0.098373	supercritical
198.15	76.050	23.483	0.042583	0.65129	3.8897	114.22	25.349	42.529	841.94	-0.46428	64.603	0.099126	supercritical
198.15	77.050	23.567	0.042432	0.64020	3.9096	114.11	25.379	42.490	847.09	-0.46793	65.141	0.099875	supercritical
198.15	78.050	23.650	0.042283	0.62929	3.9295	113.99	25.409	42.453	852.19	-0.47146	65.676	0.10062	supercritical
198.15	79.050	23.732	0.042138	0.61858	3.9496	113.88	25.439	42.417	857.24	-0.47486	66.210	0.10136	supercritical
198.15	80.050	23.812	0.041996	0.60804	3.9698	113.77	25.469	42.382	862.24	-0.47815	66.742	0.10210	supercritical
198.15	81.050	23.891	0.041856	0.59767	3.9901	113.66	25.498	42.348	867.20	-0.48132	67.272	0.10283	supercritical
198.15	82.050	23.970	0.041719	0.58748	4.0106	113.56	25.528	42.315	872.11	-0.48438	67.800	0.10356	supercritical
198.15	83.050	24.047	0.041585	0.57745	4.0311	113.45	25.557	42.283	876.97	-0.48735	68.327	0.10428	supercritical
198.15	84.050	24.123	0.041454	0.56758	4.0518	113.34	25.586	42.252	881.80	-0.49021	68.852	0.10500	supercritical
198.15	85.050	24.199	0.041325	0.55786	4.0725	113.24	25.615	42.222	886.58	-0.49298	69.375	0.10572	supercritical
198.15	86.050	24.273	0.041198	0.54830	4.0934	113.14	25.644	42.193	891.32	-0.49565	69.897	0.10644	supercritical
198.15	87.050	24.346	0.041074	0.53889	4.1144	113.03	25.673	42.165	896.01	-0.49824	70.417	0.10715	supercritical
198.15	88.050	24.419	0.040952	0.52962	4.1354	112.93	25.702	42.138	900.67	-0.50075	70.935	0.10785	supercritical
198.15	89.050	24.491	0.040832	0.52049	4.1566	112.83	25.730	42.112	905.29	-0.50317	71.452	0.10855	supercritical
198.15	90.050	24.562	0.040714	0.51150	4.1778	112.74	25.758	42.086	909.87	-0.50552	71.968	0.10925	supercritical
198.15	91.050	24.632	0.040598	0.50265	4.1991	112.64	25.786	42.062	914.41	-0.50779	72.482	0.10995	supercritical
198.15	92.050	24.701	0.040484	0.49392	4.2205	112.54	25.814	42.038	918.91	-0.50999	72.995	0.11064	supercritical
198.15	93.050	24.769	0.040372	0.48533	4.2420	112.45	25.842	42.015	923.38	-0.51212	73.507	0.11133	supercritical
198.15	94.050	24.837	0.040262	0.47686	4.2635	112.35	25.870	41.992	927.81	-0.51419	74.018	0.11202	supercritical
198.15	95.050	24.904	0.040154	0.46851	4.2852	112.26	25.898	41.971	932.21	-0.51619	74.527	0.11270	supercritical
198.15	96.050	24.970	0.040048	0.46028	4.3069	112.16	25.925	41.950	936.57	-0.51813	75.035	0.11338	supercritical
198.15	97.050	25.036	0.039943	0.45217	4.3286	112.07	25.952	41.929	940.90	-0.52000	75.542	0.11405	supercritical
198.15	98.050	25.100	0.039840	0.44418	4.3505	111.98	25.979	41.910	945.20	-0.52183	76.047	0.11472	supercritical
198.15	99.050	25.165	0.039738	0.43629	4.3724	111.89	26.006	41.890	949.46	-0.52359	76.552	0.11539	supercritical
198.15	100.05	25.228	0.039638	0.42852	4.3943	111.80	26.033	41.872	953.69	-0.52530	77.055	0.11606	supercritical
198.15	101.05	25.291	0.039540	0.42085	4.4164	111.71	26.060	41.854	957.89	-0.52696	77.558	0.11672	supercritical
198.15	102.05	25.353	0.039443	0.41329	4.4385	111.63	26.087	41.836	962.06	-0.52857	78.059	0.11738	supercritical
198.15	103.05	25.415	0.039348	0.40583	4.4606	111.54	26.113	41.820	966.20	-0.53014	78.560	0.11804	supercritical
198.15	104.05	25.476	0.039253	0.39848	4.4828	111.45	26.140	41.803	970.31	-0.53165	79.059	0.11869	supercritical
198.15	105.05	25.536	0.039161	0.39122	4.5050	111.37	26.166	41.787	974.39	-0.53312	79.557	0.11934	supercritical
198.15	106.05	25.596	0.039069	0.38406	4.5273	111.28	26.192	41.772	978.44	-0.53455	80.055	0.11998	supercritical
198.15	107.05	25.655	0.038979	0.37699	4.5497	111.20	26.218	41.757	982.46	-0.53593	80.552	0.12061	supercritical
198.15	108.05	25.713	0.038890	0.37002	4.5721	111.11	26.244	41.743	986.46	-0.53728	81.048	0.12126	supercritical
198.15	109.05	25.771	0.038803	0.36313	4.5946	111.03	26.270	41.729	990.43	-0.53858	81.542	0.12190	supercritical
198.15	110.05	25.829	0.038716	0.35634	4.6171	110.95	26.296	41.716	994.37	-0.53985	82.037	0.12255	supercritical
198.15	111.05	25.886	0.038631	0.34964	4.6396	110.87	26.321	41.703	998.28	-0.54108	82.530	0.12318	supercritical
198.15	112.05	25.943	0.038547	0.34302	4.6622	110.79	26.347	41.690	1002.2	-0.54227	83.022	0.12382	supercritical
198.15	113.05	25.999	0.038464	0.33648	4.6848	110.71	26.372	41.678	1006.0	-0.54343	83.514	0.12445	supercritical
198.15	114.05	26.054	0.038382	0.33003	4.7075	110.63	26.397	41.666	1009.9	-0.54456	84.005	0.12508	supercritical
198.15	115.05	26.109	0.038301	0.32366	4.7302	110.55	26.422	41.654	1013.7	-0.54565	84.495	0.12571	supercritical
198.15	116.05	26.164	0.038221	0.31738	4.7529	110.47	26.447	41.643	1017.5	-0.54671	84.985	0.12634	supercritical
198.15	117.05	26.218	0.038142	0.31117	4.7757	110.39	26.472	41.633	1021.2	-0.54774	85.474	0.12696	supercritical
198.15	118.05	26.271	0.038064	0.30503	4.7985	110.32	26.497	41.622	1025.0	-0.54874	85.962	0.12758	supercritical
198.15	119.05	26.324	0.037988	0.29897	4.8214	110.24	26.522	41.612	1028.7	-0.54971	86.450	0.12820	supercritical
198.15	120.05	26.377	0.037912	0.29299	4.8443	110.16	26.546	41.603	1032.4	-0.55066	86.937	0.12882	supercritical
198.15	121.05	26.429	0.037837	0.28708	4.8672	110.09	26.571	41.593	1036.0	-0.55157	87.423	0.12943	supercritical
198.15	122.05	26.481	0.037763	0.28125	4.8902	110.01	26.595	41.585	1039.7	-0.55247	87.909	0.13004	supercritical
198.15	123.05	26.533	0.037689	0.27548	4.9132	109.94	26.619	41.576	1043.3	-0.55333	88.394	0.13065	supercritical
198.15	124.05	26.584	0.037617	0.26978	4.9362	109.86	26.643	41.567	1046.9	-0.55417	88.878	0.13125	supercritical
198.15	125.05	26.634	0.037546	0.26415	4.9592	109.79	26.667	41.559	1050.5	-0.55499	89.362	0.13186	supercritical
198.15	126.05	26.684	0.037475	0.25859	4.9823	109.72	26.691	41.552	1054.1	-0.55578	89.845	0.13246	supercritical
198.15	127.05	26.734	0.037405	0.25310	5.0054	109.65	26.715	41.544	1057.6	-0.55655	90.328	0.13306	supercritical
198.15	128.05	26.784	0.037336	0.24767	5.0286	109.57	26.739	41.537	1061.1	-0.55729	90.811	0.13366	supercritical
198.15	129.05	26.833	0.037268	0.24230	5.0517	109.50	26.763	41.530	1064.6	-0.55802	91.292	0.13425	supercritical
198.15	130.05	26.881	0.037200	0.23700	5.0749	109.43	26.786	41.523	1068.1	-0.55873	91.774	0.13484	supercritical
198.15	131.05	26.930	0.037134	0.23176	5.0981	109.36	26.810	41.517	1071.6	-0.55941	92.255	0.13543	supercritical
198.15	132.05	26.978	0.037068	0.22658	5.1214	109.29	26.833	41.511	1075.0	-0.56007	92.735	0.13602	supercritical
198.15	133.05	27.025	0.037002	0.22146	5.1446	109.22	26.856	41.505	1078.4	-0.56072	93.215	0.13661	supercritical
198.15	134.05	27.073	0.036938	0.21640	5.1679	109.15	26.879	41.499	1081.8	-0.56135	93.694	0.13719	supercritical
198.15	135.05	27.120	0.036874	0.21140	5.1912	109.08	26.902	41.493	1085.2	-0.56195	94.173	0.13777	supercritical
198.15	136.05	27.166	0.036811	0.20646	5.2145	109.02	26.925	41.488	1088.6	-0.56254	94.652	0.13835	supercritical
198.15	137.05	27.212	0.036748	0.20157	5.2379	108.95	26.948	41.483	1091.9	-0.56312	95.130	0.13893	supercritical
198.15	138.05	27.258	0.036686	0.19674	5.2613	108.88	26.971	41.478	1095.3	-0.56367	95.608	0.13951	supercritical
198.15	139.05	27.304	0.036625	0.19197	5.2846	108.81	26.994	41.474	1098.6	-0.56421	96.085	0.14008	supercritical
198.15	140.05	27.349	0.036564	0.18724	5.3081	108.75	27.017	41.469	1101.9	-0.56474	96.563	0.14065	supercritical
198.15	141.05	27.394	0.036504	0.18258	5.3315	108.68	27.039	41.465	1105.1	-0.56524	97.039	0.14122	supercritical
198.15	142.05	27.439	0.036445	0.17796	5.3549	108.62	27.062	41.461	1108.4	-0.56574	97.516	0.14179	supercritical
198.15	143.05	27.483	0.036386	0.17340	5.3784	108.55	27.084	41.457	1111.6	-0.56622	97.992	0.14235	supercritical
198.15	144.05	27.527	0.036328	0.16888	5.4019	108.48	27.106	41.453	1114.9	-0.56668	98.467	0.14292	supercritical
198.15	145.05	27.571	0.036270	0.16442	5.4254	108.42	27.128	41.450	1118.1	-0.56713	98.942	0.14348	supercritical
198.15	146.05	27.615	0.036213	0.16001	5.4489	108.36	27.150	41.447	1121.3	-0.56756	99.417	0.14404	supercritical
198.15	147.05	27.658	0.036156	0.15565	5.4724	108.29	27.173	41.444	1124.5	-0.56799	99.892	0.14460	supercritical
198.15	148.05	27.701	0.036100	0.15133	5.4960	108.23	27.194	41.441	1127.6	-0.56840	100.37	0.14515	supercritical
198.15	149.05	27.743	0.036045	0.14706	5.5195	108.17	27.216	41.438	1130.8	-0.56879	100.84	0.14571	supercritical
198.15	150.05	27.786	0.035990	0.14284	5.5431	108.10	27.238	41.435	1133.9	-0.56918	101.31	0.14626	supercritical
198.15	151.05	27.828	0.035935	0.13867	5.5667	108.04	27.260	41.433	1137.0	-0.56955	101.79	0.14681	supercritical
198.15	152.05	27.870	0.035881	0.13454	5.5903	107.98	27.281	41.431	1140.1	-0.56991	102.26	0.14736	supercritical
198.15	153.05	27.911	0.035828	0.13046	5.6139	107.92	27.303	41.429	1143.2	-0.57026	102.73	0.14791	supercritical
198.15	154.05	27.953	0.035775	0.12642	5.6376	107.86	27.324	41.427	1146.3	-0.57060	103.21	0.14845	supercritical
198.15	155.05	27.994	0.035722	0.12243	5.6612	107.79	27.346	41.425	1149.3	-0.57092	103.68	0.14900	supercritical
198.15	156.05	28.034	0.035670	0.11848	5.6849	107.73	27.367	41.423	1152.4	-0.57124	104.15	0.14954	supercritical
198.15	157.05	28.075	0.035619	0.11457	5.7085	107.67	27.388	41.422	1155.4	-0.57154	104.62	0.15008	supercritical
198.15	158.05	28.115	0.035568	0.11070	5.7322	107.61	27.410	41.420	1158.4	-0.57184	105.10	0.15062	supercritical
198.15	159.05	28.155	0.035517	0.10688	5.7559	107.55	27.431	41.419	1161.4	-0.57212	105.57	0.15116	supercritical
198.15	160.05	28.195	0.035467	0.10310	5.7796	107.49	27.452	41.418	1164.4	-0.57240	106.04	0.15169	supercritical
198.15	161.05	28.235	0.035417	0.099356	5.8033	107.43	27.473	41.417	1167.4	-0.57267	106.51	0.15222	supercritical
198.15	162.05	28.274	0.035368	0.095655	5.8270	107.38	27.493	41.416	1170.3	-0.57292	106.98	0.15276	supercritical
198.15	163.05	28.313	0.035319	0.091993	5.8508	107.32	27.514	41.415	1173.3	-0.57317	107.45	0.15329	supercritical
198.15	164.05	28.352	0.035271	0.088371	5.8745	107.26	27.535	41.414	1176.2	-0.57341	107.92	0.15382	supercritical
198.15	165.05	28.391	0.035223	0.084787	5.8983	107.20	27.556	41.414	1179.1	-0.57364	108.39	0.15434	supercritical
198.15	166.05	28.429	0.035175	0.081242	5.9220	107.14	27.576	41.414	1182.0	-0.57386	108.86	0.15487	supercritical
198.15	167.05	28.468	0.035128	0.077735	5.9458	107.09	27.597	41.413	1184.9	-0.57407	109.33	0.15539	supercritical
198.15	168.05	28.506	0.035081	0.074265	5.9696	107.03	27.617	41.413	1187.8	-0.57428	109.80	0.15592	supercritical
198.15	169.05	28.544	0.035034	0.070833	5.9934	106.97	27.637	41.413	1190.7	-0.57448	110.27	0.15644	supercritical
198.15	170.05	28.581	0.034988	0.067436	6.0172	106.91	27.658	41.413	1193.5	-0.57467	110.74	0.15696	supercritical
198.15	171.05	28.619	0.034942	0.064076	6.0410	106.86	27.678	41.413	1196.4	-0.57485	111.21	0.15747	supercritical
198.15	172.05	28.656	0.034897	0.060752	6.0648	106.80	27.698	41.414	1199.2	-0.57502	111.68	0.15799	supercritical
198.15	173.05	28.693	0.034852	0.057463	6.0886	106.75	27.718	41.414	1202.0	-0.57519	112.15	0.15850	supercritical
198.15	174.05	28.730	0.034807	0.054208	6.1124	106.69	27.738	41.414	1204.8	-0.57535	112.62	0.15902	supercritical
198.15	175.05	28.766	0.034763	0.050989	6.1362	106.64	27.758	41.415	1207.6	-0.57550	113.09	0.15953	supercritical
198.15	176.05	28.803	0.034719	0.047803	6.1601	106.58	27.778	41.416	1210.4	-0.57565	113.56	0.16004	supercritical
198.15	177.05	28.839	0.034675	0.044651	6.1839	106.53	27.798	41.416	1213.2	-0.57579	114.03	0.16055	supercritical
198.15	178.05	28.875	0.034632	0.041532	6.2078	106.47	27.818	41.417	1215.9	-0.57592	114.50	0.16106	supercritical
198.15	179.05	28.911	0.034589	0.038446	6.2316	106.42	27.837	41.418	1218.7	-0.57605	114.96	0.16156	supercritical
198.15	180.05	28.947	0.034546	0.035393	6.2555	106.36	27.857	41.419	1221.4	-0.57617	115.43	0.16207	supercritical
198.15	181.05	28.982	0.034504	0.032372	6.2794	106.31	27.877	41.420	1224.1	-0.57629	115.90	0.16257	supercritical
198.15	182.05	29.017	0.034462	0.029383	6.3032	106.26	27.896	41.421	1226.8	-0.57640	116.37	0.16307	supercritical
198.15	183.05	29.052	0.034421	0.026426	6.3271	106.20	27.915	41.423	1229.6	-0.57650	116.84	0.16357	supercritical
198.15	184.05	29.087	0.034379	0.023500	6.3510	106.15	27.935	41.424	1232.2	-0.57660	117.31	0.16407	supercritical
198.15	185.05	29.122	0.034338	0.020604	6.3749	106.10	27.954	41.425	1234.9	-0.57669	117.77	0.16457	supercritical
198.15	186.05	29.157	0.034297	0.017739	6.3988	106.04	27.973	41.427	1237.6	-0.57678	118.24	0.16507	supercritical
198.15	187.05	29.191	0.034257	0.014904	6.4227	105.99	27.993	41.428	1240.3	-0.57686	118.71	0.16556	supercritical
198.15	188.05	29.225	0.034217	0.012100	6.4466	105.94	28.012	41.430	1242.9	-0.57693	119.18	0.16605	supercritical
198.15	189.05	29.260	0.034177	0.0093243	6.4705	105.89	28.031	41.432	1245.6	-0.57700	119.65	0.16655	supercritical
198.15	190.05	29.293	0.034137	0.0065783	6.4944	105.84	28.050	41.434	1248.2	-0.57707	120.11	0.16704	supercritical
198.15	191.05	29.327	0.034098	0.0038612	6.5183	105.78	28.069	41.435	1250.8	-0.57713	120.58	0.16753	supercritical
198.15	192.05	29.361	0.034059	0.0011728	6.5422	105.73	28.088	41.437	1253.4	-0.57719	121.05	0.16802	supercritical
198.15	193.05	29.394	0.034020	-0.0014872	6.5661	105.68	28.107	41.439	1256.0	-0.57724	121.52	0.16850	supercritical
198.15	194.05	29.428	0.033982	-0.0041192	6.5900	105.63	28.125	41.441	1258.6	-0.57728	121.99	0.16899	supercritical
198.15	195.05	29.461	0.033944	-0.0067233	6.6140	105.58	28.144	41.444	1261.2	-0.57733	122.45	0.16947	supercritical
198.15	196.05	29.494	0.033906	-0.0093000	6.6379	105.53	28.163	41.446	1263.8	-0.57736	122.92	0.16996	supercritical
198.15	197.05	29.526	0.033868	-0.011849	6.6618	105.48	28.181	41.448	1266.3	-0.57740	123.39	0.17044	supercritical
198.15	198.05	29.559	0.033831	-0.014372	6.6858	105.43	28.200	41.450	1268.9	-0.57743	123.86	0.17092	supercritical
198.15	199.05	29.592	0.033793	-0.016868	6.7097	105.38	28.218	41.453	1271.4	-0.57745	124.33	0.17140	supercritical
198.15	200.05	29.624	0.033756	-0.019337	6.7336	105.33	28.237	41.455	1274.0	-0.57747	124.79	0.17188	supercritical
198.15	201.05	29.656	0.033720	-0.021780	6.7576	105.28	28.255	41.458	1276.5	-0.57749	125.26	0.17235	supercritical
198.15	202.05	29.688	0.033683	-0.024197	6.7815	105.23	28.274	41.460	1279.0	-0.57750	125.73	0.17283	supercritical
198.15	203.05	29.720	0.033647	-0.026589	6.8055	105.18	28.292	41.463	1281.5	-0.57751	126.20	0.17330	supercritical
198.15	204.05	29.752	0.033611	-0.028955	6.8294	105.13	28.310	41.466	1284.0	-0.57752	126.66	0.17378	supercritical
198.15	205.05	29.784	0.033575	-0.031296	6.8534	105.08	28.328	41.468	1286.5	-0.57752	127.13	0.17425	supercritical
198.15	206.05	29.815	0.033540	-0.033612	6.8773	105.04	28.346	41.471	1289.0	-0.57752	127.60	0.17472	supercritical
198.15	207.05	29.847	0.033505	-0.035904	6.9013	104.99	28.364	41.474	1291.5	-0.57751	128.07	0.17519	supercritical
198.15	208.05	29.878	0.033470	-0.038171	6.9252	104.94	28.382	41.477	1293.9	-0.57750	128.53	0.17566	supercritical
198.15	209.05	29.909	0.033435	-0.040413	6.9492	104.89	28.400	41.480	1296.4	-0.57749	129.00	0.17613	supercritical
198.15	210.05	29.940	0.033400	-0.042632	6.9731	104.84	28.418	41.483	1298.8	-0.57748	129.47	0.17659	supercritical
198.15	211.05	29.971	0.033366	-0.044827	6.9971	104.80	28.436	41.486	1301.3	-0.57746	129.94	0.17706	supercritical
198.15	212.05	30.001	0.033332	-0.046998	7.0210	104.75	28.454	41.489	1303.7	-0.57744	130.41	0.17752	supercritical
