Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
900.00	208.05	15.378	0.065028	18.404	31.933	160.11	25.392	34.577	1072.8	-0.76940	55.621	0.098296	supercritical
900.00	209.05	15.420	0.064850	18.403	31.959	160.07	25.398	34.581	1074.7	-0.76934	55.714	0.098482	supercritical
900.00	210.05	15.462	0.064674	18.401	31.986	160.03	25.404	34.585	1076.6	-0.76927	55.806	0.098668	supercritical
900.00	211.05	15.504	0.064500	18.400	32.013	159.99	25.411	34.590	1078.4	-0.76920	55.898	0.098855	supercritical
900.00	212.05	15.546	0.064326	18.399	32.039	159.95	25.417	34.594	1080.3	-0.76913	55.991	0.099041	supercritical
900.00	213.05	15.587	0.064155	18.398	32.066	159.90	25.424	34.599	1082.2	-0.76906	56.083	0.099227	supercritical
900.00	214.05	15.629	0.063985	18.397	32.093	159.86	25.430	34.603	1084.1	-0.76898	56.176	0.099413	supercritical
900.00	215.05	15.670	0.063817	18.395	32.119	159.82	25.436	34.607	1085.9	-0.76891	56.268	0.099600	supercritical
900.00	216.05	15.711	0.063650	18.394	32.146	159.78	25.443	34.611	1087.8	-0.76883	56.361	0.099786	supercritical
900.00	217.05	15.752	0.063484	18.393	32.172	159.74	25.449	34.616	1089.7	-0.76874	56.453	0.099972	supercritical
900.00	218.05	15.793	0.063320	18.392	32.199	159.70	25.455	34.620	1091.5	-0.76866	56.546	0.10016	supercritical
900.00	219.05	15.833	0.063157	18.391	32.226	159.66	25.462	34.624	1093.4	-0.76857	56.639	0.10034	supercritical
900.00	220.05	15.874	0.062996	18.390	32.252	159.62	25.468	34.628	1095.2	-0.76849	56.732	0.10053	supercritical
900.00	221.05	15.914	0.062836	18.389	32.279	159.58	25.474	34.633	1097.1	-0.76840	56.824	0.10072	supercritical
900.00	222.05	15.955	0.062678	18.388	32.305	159.54	25.481	34.637	1098.9	-0.76831	56.917	0.10090	supercritical
900.00	223.05	15.995	0.062520	18.387	32.332	159.50	25.487	34.641	1100.8	-0.76821	57.010	0.10109	supercritical
900.00	224.05	16.035	0.062365	18.386	32.359	159.46	25.493	34.645	1102.6	-0.76812	57.103	0.10128	supercritical
900.00	225.05	16.075	0.062210	18.385	32.385	159.42	25.499	34.649	1104.5	-0.76802	57.196	0.10146	supercritical
900.00	226.05	16.114	0.062057	18.384	32.412	159.38	25.506	34.653	1106.3	-0.76792	57.289	0.10165	supercritical
900.00	227.05	16.154	0.061905	18.383	32.438	159.34	25.512	34.657	1108.1	-0.76782	57.382	0.10184	supercritical
900.00	228.05	16.193	0.061754	18.382	32.465	159.30	25.518	34.661	1109.9	-0.76772	57.475	0.10202	supercritical
900.00	229.05	16.233	0.061605	18.381	32.492	159.26	25.524	34.665	1111.8	-0.76761	57.568	0.10221	supercritical
900.00	230.05	16.272	0.061456	18.380	32.518	159.22	25.531	34.669	1113.6	-0.76751	57.662	0.10239	supercritical
900.00	231.05	16.311	0.061309	18.379	32.545	159.18	25.537	34.674	1115.4	-0.76740	57.755	0.10258	supercritical
900.00	232.05	16.350	0.061163	18.379	32.572	159.14	25.543	34.678	1117.2	-0.76729	57.848	0.10277	supercritical
900.00	233.05	16.388	0.061019	18.378	32.598	159.10	25.549	34.681	1119.0	-0.76718	57.942	0.10295	supercritical
900.00	234.05	16.427	0.060875	18.377	32.625	159.07	25.555	34.685	1120.8	-0.76707	58.035	0.10314	supercritical
900.00	235.05	16.466	0.060733	18.376	32.651	159.03	25.562	34.689	1122.6	-0.76695	58.128	0.10333	supercritical
900.00	236.05	16.504	0.060592	18.375	32.678	158.99	25.568	34.693	1124.4	-0.76684	58.222	0.10351	supercritical
900.00	237.05	16.542	0.060452	18.374	32.705	158.95	25.574	34.697	1126.2	-0.76672	58.315	0.10370	supercritical
900.00	238.05	16.580	0.060313	18.374	32.731	158.92	25.580	34.701	1128.0	-0.76660	58.409	0.10389	supercritical
900.00	239.05	16.618	0.060175	18.373	32.758	158.88	25.586	34.705	1129.8	-0.76648	58.503	0.10407	supercritical
900.00	240.05	16.656	0.060038	18.372	32.784	158.84	25.592	34.709	1131.6	-0.76636	58.596	0.10426	supercritical
900.00	241.05	16.694	0.059902	18.372	32.811	158.80	25.599	34.713	1133.4	-0.76624	58.690	0.10444	supercritical
900.00	242.05	16.731	0.059768	18.371	32.838	158.77	25.605	34.717	1135.2	-0.76612	58.784	0.10463	supercritical
900.00	243.05	16.769	0.059634	18.370	32.864	158.73	25.611	34.721	1137.0	-0.76599	58.877	0.10482	supercritical
900.00	244.05	16.806	0.059501	18.369	32.891	158.69	25.617	34.724	1138.7	-0.76587	58.971	0.10500	supercritical
900.00	245.05	16.844	0.059370	18.369	32.917	158.66	25.623	34.728	1140.5	-0.76574	59.065	0.10519	supercritical
900.00	246.05	16.881	0.059239	18.368	32.944	158.62	25.629	34.732	1142.3	-0.76561	59.159	0.10538	supercritical
900.00	247.05	16.918	0.059109	18.368	32.971	158.58	25.635	34.736	1144.0	-0.76548	59.253	0.10556	supercritical
900.00	248.05	16.955	0.058981	18.367	32.997	158.55	25.641	34.739	1145.8	-0.76535	59.347	0.10575	supercritical
900.00	249.05	16.991	0.058853	18.366	33.024	158.51	25.648	34.743	1147.6	-0.76522	59.441	0.10594	supercritical
900.00	250.05	17.028	0.058726	18.366	33.050	158.48	25.654	34.747	1149.3	-0.76509	59.535	0.10612	supercritical
900.00	251.05	17.065	0.058601	18.365	33.077	158.44	25.660	34.751	1151.1	-0.76495	59.629	0.10631	supercritical
900.00	252.05	17.101	0.058476	18.365	33.103	158.41	25.666	34.754	1152.8	-0.76482	59.724	0.10650	supercritical
900.00	253.05	17.137	0.058352	18.364	33.130	158.37	25.672	34.758	1154.6	-0.76468	59.818	0.10668	supercritical
900.00	254.05	17.174	0.058229	18.364	33.157	158.34	25.678	34.762	1156.3	-0.76454	59.912	0.10687	supercritical
900.00	255.05	17.210	0.058107	18.363	33.183	158.30	25.684	34.765	1158.1	-0.76440	60.006	0.10705	supercritical
900.00	256.05	17.246	0.057986	18.363	33.210	158.26	25.690	34.769	1159.8	-0.76426	60.101	0.10724	supercritical
900.00	257.05	17.282	0.057865	18.362	33.236	158.23	25.696	34.773	1161.5	-0.76412	60.195	0.10743	supercritical
900.00	258.05	17.317	0.057746	18.362	33.263	158.20	25.702	34.776	1163.3	-0.76398	60.290	0.10761	supercritical
900.00	259.05	17.353	0.057627	18.361	33.289	158.16	25.708	34.780	1165.0	-0.76384	60.384	0.10780	supercritical
900.00	260.05	17.388	0.057510	18.361	33.316	158.13	25.714	34.783	1166.7	-0.76370	60.479	0.10799	supercritical
900.00	261.05	17.424	0.057393	18.360	33.343	158.09	25.720	34.787	1168.5	-0.76355	60.573	0.10817	supercritical
900.00	262.05	17.459	0.057277	18.360	33.369	158.06	25.726	34.791	1170.2	-0.76341	60.668	0.10836	supercritical
900.00	263.05	17.494	0.057161	18.359	33.396	158.02	25.732	34.794	1171.9	-0.76326	60.763	0.10855	supercritical
900.00	264.05	17.529	0.057047	18.359	33.422	157.99	25.738	34.798	1173.6	-0.76311	60.857	0.10873	supercritical
900.00	265.05	17.564	0.056933	18.359	33.449	157.96	25.744	34.801	1175.3	-0.76297	60.952	0.10892	supercritical
900.00	266.05	17.599	0.056820	18.358	33.475	157.92	25.750	34.805	1177.0	-0.76282	61.047	0.10911	supercritical
900.00	267.05	17.634	0.056708	18.358	33.502	157.89	25.756	34.808	1178.7	-0.76267	61.142	0.10929	supercritical
900.00	268.05	17.669	0.056597	18.358	33.528	157.86	25.762	34.812	1180.4	-0.76252	61.237	0.10948	supercritical
900.00	269.05	17.703	0.056487	18.357	33.555	157.82	25.768	34.815	1182.1	-0.76237	61.332	0.10967	supercritical
900.00	270.05	17.738	0.056377	18.357	33.582	157.79	25.774	34.819	1183.8	-0.76221	61.427	0.10985	supercritical
900.00	271.05	17.772	0.056268	18.357	33.608	157.76	25.780	34.822	1185.5	-0.76206	61.522	0.11004	supercritical
900.00	272.05	17.806	0.056160	18.356	33.635	157.72	25.786	34.826	1187.2	-0.76191	61.617	0.11022	supercritical
900.00	273.05	17.841	0.056052	18.356	33.661	157.69	25.792	34.829	1188.9	-0.76175	61.712	0.11041	supercritical
900.00	274.05	17.875	0.055945	18.356	33.688	157.66	25.798	34.832	1190.6	-0.76160	61.807	0.11060	supercritical
900.00	275.05	17.909	0.055839	18.356	33.714	157.62	25.803	34.836	1192.3	-0.76144	61.902	0.11078	supercritical
900.00	276.05	17.942	0.055734	18.355	33.741	157.59	25.809	34.839	1194.0	-0.76129	61.998	0.11097	supercritical
900.00	277.05	17.976	0.055629	18.355	33.767	157.56	25.815	34.843	1195.7	-0.76113	62.093	0.11116	supercritical
900.00	278.05	18.010	0.055525	18.355	33.794	157.53	25.821	34.846	1197.3	-0.76097	62.188	0.11134	supercritical
900.00	279.05	18.043	0.055422	18.355	33.820	157.50	25.827	34.849	1199.0	-0.76081	62.284	0.11153	supercritical
900.00	280.05	18.077	0.055319	18.355	33.847	157.46	25.833	34.853	1200.7	-0.76065	62.379	0.11172	supercritical
900.00	281.05	18.110	0.055218	18.354	33.873	157.43	25.839	34.856	1202.3	-0.76050	62.475	0.11190	supercritical
900.00	282.05	18.143	0.055116	18.354	33.900	157.40	25.845	34.859	1204.0	-0.76034	62.570	0.11209	supercritical
900.00	283.05	18.177	0.055016	18.354	33.926	157.37	25.851	34.863	1205.7	-0.76017	62.666	0.11228	supercritical
900.00	284.05	18.210	0.054916	18.354	33.953	157.34	25.856	34.866	1207.3	-0.76001	62.762	0.11246	supercritical
900.00	285.05	18.243	0.054817	18.354	33.979	157.30	25.862	34.869	1209.0	-0.75985	62.857	0.11265	supercritical
900.00	286.05	18.276	0.054718	18.354	34.006	157.27	25.868	34.873	1210.6	-0.75969	62.953	0.11284	supercritical
900.00	287.05	18.308	0.054620	18.354	34.032	157.24	25.874	34.876	1212.3	-0.75953	63.049	0.11302	supercritical
900.00	288.05	18.341	0.054523	18.354	34.059	157.21	25.880	34.879	1214.0	-0.75936	63.145	0.11321	supercritical
900.00	289.05	18.374	0.054426	18.353	34.085	157.18	25.886	34.882	1215.6	-0.75920	63.240	0.11340	supercritical
900.00	290.05	18.406	0.054330	18.353	34.112	157.15	25.891	34.886	1217.2	-0.75903	63.336	0.11358	supercritical
900.00	291.05	18.439	0.054234	18.353	34.138	157.12	25.897	34.889	1218.9	-0.75887	63.432	0.11377	supercritical
900.00	292.05	18.471	0.054139	18.353	34.165	157.09	25.903	34.892	1220.5	-0.75870	63.528	0.11396	supercritical
900.00	293.05	18.503	0.054045	18.353	34.191	157.06	25.909	34.895	1222.2	-0.75854	63.624	0.11414	supercritical
900.00	294.05	18.535	0.053951	18.353	34.218	157.03	25.915	34.899	1223.8	-0.75837	63.721	0.11433	supercritical
900.00	295.05	18.567	0.053858	18.353	34.244	156.99	25.920	34.902	1225.4	-0.75820	63.817	0.11451	supercritical
900.00	296.05	18.599	0.053766	18.353	34.271	156.96	25.926	34.905	1227.1	-0.75804	63.913	0.11470	supercritical
900.00	297.05	18.631	0.053674	18.353	34.297	156.93	25.932	34.908	1228.7	-0.75787	64.009	0.11489	supercritical
900.00	298.05	18.663	0.053582	18.353	34.323	156.90	25.938	34.911	1230.3	-0.75770	64.106	0.11507	supercritical
900.00	299.05	18.695	0.053491	18.353	34.350	156.87	25.943	34.914	1231.9	-0.75753	64.202	0.11526	supercritical
900.00	300.05	18.726	0.053401	18.353	34.376	156.84	25.949	34.918	1233.5	-0.75736	64.298	0.11545	supercritical
900.00	301.05	18.758	0.053311	18.353	34.403	156.81	25.955	34.921	1235.2	-0.75719	64.395	0.11563	supercritical
900.00	302.05	18.789	0.053222	18.354	34.429	156.78	25.961	34.924	1236.8	-0.75702	64.491	0.11582	supercritical
900.00	303.05	18.821	0.053133	18.354	34.456	156.75	25.966	34.927	1238.4	-0.75685	64.588	0.11601	supercritical
900.00	304.05	18.852	0.053045	18.354	34.482	156.72	25.972	34.930	1240.0	-0.75668	64.684	0.11619	supercritical
900.00	305.05	18.883	0.052958	18.354	34.509	156.70	25.978	34.933	1241.6	-0.75651	64.781	0.11638	supercritical
900.00	306.05	18.914	0.052871	18.354	34.535	156.67	25.984	34.936	1243.2	-0.75634	64.878	0.11657	supercritical
900.00	307.05	18.945	0.052784	18.354	34.561	156.64	25.989	34.939	1244.8	-0.75617	64.975	0.11675	supercritical
900.00	308.05	18.976	0.052698	18.354	34.588	156.61	25.995	34.942	1246.4	-0.75600	65.071	0.11694	supercritical
900.00	309.05	19.007	0.052613	18.354	34.614	156.58	26.001	34.946	1248.0	-0.75582	65.168	0.11713	supercritical
900.00	310.05	19.038	0.052528	18.354	34.641	156.55	26.006	34.949	1249.6	-0.75565	65.265	0.11731	supercritical
900.00	311.05	19.068	0.052443	18.355	34.667	156.52	26.012	34.952	1251.2	-0.75548	65.362	0.11750	supercritical
900.00	312.05	19.099	0.052359	18.355	34.693	156.49	26.018	34.955	1252.8	-0.75531	65.459	0.11768	supercritical
900.00	313.05	19.129	0.052275	18.355	34.720	156.46	26.024	34.958	1254.4	-0.75513	65.556	0.11787	supercritical
900.00	314.05	19.160	0.052192	18.355	34.746	156.43	26.029	34.961	1255.9	-0.75496	65.653	0.11806	supercritical
900.00	315.05	19.190	0.052110	18.355	34.773	156.41	26.035	34.964	1257.5	-0.75478	65.750	0.11824	supercritical
900.00	316.05	19.220	0.052028	18.356	34.799	156.38	26.041	34.967	1259.1	-0.75461	65.847	0.11843	supercritical
900.00	317.05	19.251	0.051946	18.356	34.825	156.35	26.046	34.970	1260.7	-0.75443	65.945	0.11862	supercritical
900.00	318.05	19.281	0.051865	18.356	34.852	156.32	26.052	34.973	1262.3	-0.75426	66.042	0.11880	supercritical
900.00	319.05	19.311	0.051784	18.356	34.878	156.29	26.057	34.976	1263.8	-0.75408	66.139	0.11899	supercritical
900.00	320.05	19.341	0.051704	18.357	34.905	156.26	26.063	34.979	1265.4	-0.75391	66.237	0.11918	supercritical
900.00	321.05	19.371	0.051624	18.357	34.931	156.24	26.069	34.982	1267.0	-0.75373	66.334	0.11936	supercritical
900.00	322.05	19.400	0.051545	18.357	34.957	156.21	26.074	34.984	1268.5	-0.75356	66.431	0.11955	supercritical
900.00	323.05	19.430	0.051466	18.357	34.984	156.18	26.080	34.987	1270.1	-0.75338	66.529	0.11973	supercritical
900.00	324.05	19.460	0.051388	18.358	35.010	156.15	26.086	34.990	1271.7	-0.75320	66.627	0.11992	supercritical
900.00	325.05	19.489	0.051310	18.358	35.036	156.12	26.091	34.993	1273.2	-0.75303	66.724	0.12011	supercritical
900.00	326.05	19.519	0.051232	18.358	35.063	156.10	26.097	34.996	1274.8	-0.75285	66.822	0.12029	supercritical
900.00	327.05	19.548	0.051155	18.359	35.089	156.07	26.102	34.999	1276.3	-0.75267	66.920	0.12048	supercritical
900.00	328.05	19.578	0.051079	18.359	35.115	156.04	26.108	35.002	1277.9	-0.75250	67.017	0.12067	supercritical
900.00	329.05	19.607	0.051002	18.359	35.142	156.01	26.114	35.005	1279.4	-0.75232	67.115	0.12085	supercritical
900.00	330.05	19.636	0.050926	18.360	35.168	155.99	26.119	35.008	1281.0	-0.75214	67.213	0.12104	supercritical
900.00	331.05	19.665	0.050851	18.360	35.194	155.96	26.125	35.011	1282.5	-0.75196	67.311	0.12123	supercritical
900.00	332.05	19.694	0.050776	18.361	35.221	155.93	26.130	35.013	1284.1	-0.75178	67.409	0.12141	supercritical
900.00	333.05	19.723	0.050701	18.361	35.247	155.90	26.136	35.016	1285.6	-0.75161	67.507	0.12160	supercritical
900.00	334.05	19.752	0.050627	18.361	35.273	155.88	26.142	35.019	1287.1	-0.75143	67.605	0.12178	supercritical
900.00	335.05	19.781	0.050553	18.362	35.300	155.85	26.147	35.022	1288.7	-0.75125	67.703	0.12197	supercritical
900.00	336.05	19.810	0.050480	18.362	35.326	155.82	26.153	35.025	1290.2	-0.75107	67.801	0.12216	supercritical
900.00	337.05	19.838	0.050407	18.363	35.352	155.80	26.158	35.028	1291.7	-0.75089	67.900	0.12234	supercritical
900.00	338.05	19.867	0.050335	18.363	35.379	155.77	26.164	35.031	1293.3	-0.75071	67.998	0.12253	supercritical
900.00	339.05	19.896	0.050262	18.363	35.405	155.74	26.169	35.033	1294.8	-0.75053	68.096	0.12271	supercritical
900.00	340.05	19.924	0.050191	18.364	35.431	155.72	26.175	35.036	1296.3	-0.75035	68.194	0.12290	supercritical
900.00	341.05	19.952	0.050119	18.364	35.457	155.69	26.180	35.039	1297.8	-0.75017	68.293	0.12309	supercritical
900.00	342.05	19.981	0.050048	18.365	35.484	155.66	26.186	35.042	1299.4	-0.74999	68.391	0.12327	supercritical
900.00	343.05	20.009	0.049977	18.365	35.510	155.64	26.191	35.045	1300.9	-0.74981	68.490	0.12346	supercritical
900.00	344.05	20.037	0.049907	18.366	35.536	155.61	26.197	35.047	1302.4	-0.74963	68.588	0.12365	supercritical
900.00	345.05	20.065	0.049837	18.366	35.563	155.58	26.202	35.050	1303.9	-0.74945	68.687	0.12383	supercritical
900.00	346.05	20.093	0.049767	18.367	35.589	155.56	26.208	35.053	1305.4	-0.74927	68.786	0.12402	supercritical
900.00	347.05	20.121	0.049698	18.367	35.615	155.53	26.213	35.056	1306.9	-0.74909	68.884	0.12420	supercritical
900.00	348.05	20.149	0.049629	18.368	35.641	155.51	26.219	35.058	1308.4	-0.74891	68.983	0.12439	supercritical
900.00	349.05	20.177	0.049561	18.368	35.668	155.48	26.224	35.061	1309.9	-0.74873	69.082	0.12458	supercritical
900.00	350.05	20.205	0.049493	18.369	35.694	155.45	26.230	35.064	1311.4	-0.74855	69.181	0.12476	supercritical
900.00	351.05	20.233	0.049425	18.369	35.720	155.43	26.235	35.067	1312.9	-0.74837	69.280	0.12495	supercritical
900.00	352.05	20.260	0.049358	18.370	35.746	155.40	26.241	35.069	1314.4	-0.74819	69.379	0.12513	supercritical
900.00	353.05	20.288	0.049290	18.371	35.773	155.38	26.246	35.072	1315.9	-0.74801	69.478	0.12532	supercritical
900.00	354.05	20.315	0.049224	18.371	35.799	155.35	26.252	35.075	1317.4	-0.74783	69.577	0.12550	supercritical
900.00	355.05	20.343	0.049157	18.372	35.825	155.33	26.257	35.077	1318.9	-0.74765	69.676	0.12569	supercritical
900.00	356.05	20.370	0.049091	18.372	35.851	155.30	26.263	35.080	1320.4	-0.74747	69.775	0.12588	supercritical
900.00	357.05	20.398	0.049025	18.373	35.877	155.28	26.268	35.083	1321.9	-0.74728	69.874	0.12606	supercritical
900.00	358.05	20.425	0.048960	18.374	35.904	155.25	26.273	35.085	1323.4	-0.74710	69.974	0.12625	supercritical
900.00	359.05	20.452	0.048895	18.374	35.930	155.23	26.279	35.088	1324.9	-0.74692	70.073	0.12643	supercritical
900.00	360.05	20.479	0.048830	18.375	35.956	155.20	26.284	35.091	1326.3	-0.74674	70.172	0.12662	supercritical
900.00	361.05	20.506	0.048766	18.375	35.982	155.17	26.290	35.093	1327.8	-0.74656	70.272	0.12681	supercritical
900.00	362.05	20.533	0.048702	18.376	36.008	155.15	26.295	35.096	1329.3	-0.74638	70.371	0.12699	supercritical
900.00	363.05	20.560	0.048638	18.377	36.035	155.12	26.301	35.099	1330.8	-0.74620	70.471	0.12718	supercritical
900.00	364.05	20.587	0.048574	18.377	36.061	155.10	26.306	35.101	1332.2	-0.74601	70.570	0.12736	supercritical
900.00	365.05	20.614	0.048511	18.378	36.087	155.07	26.311	35.104	1333.7	-0.74583	70.670	0.12755	supercritical
900.00	366.05	20.641	0.048448	18.379	36.113	155.05	26.317	35.107	1335.2	-0.74565	70.770	0.12773	supercritical
900.00	367.05	20.667	0.048386	18.379	36.139	155.03	26.322	35.109	1336.7	-0.74547	70.869	0.12792	supercritical
900.00	368.05	20.694	0.048324	18.380	36.166	155.00	26.328	35.112	1338.1	-0.74529	70.969	0.12811	supercritical
900.00	369.05	20.720	0.048262	18.381	36.192	154.98	26.333	35.114	1339.6	-0.74511	71.069	0.12829	supercritical
900.00	370.05	20.747	0.048200	18.381	36.218	154.95	26.338	35.117	1341.0	-0.74492	71.169	0.12848	supercritical
900.00	371.05	20.773	0.048139	18.382	36.244	154.93	26.344	35.120	1342.5	-0.74474	71.269	0.12866	supercritical
900.00	372.05	20.800	0.048078	18.383	36.270	154.90	26.349	35.122	1344.0	-0.74456	71.369	0.12885	supercritical
900.00	373.05	20.826	0.048017	18.384	36.296	154.88	26.354	35.125	1345.4	-0.74438	71.469	0.12907	supercritical
900.00	374.05	20.852	0.047956	18.384	36.323	154.85	26.360	35.127	1346.9	-0.74420	71.569	0.12928	supercritical
900.00	375.05	20.878	0.047896	18.385	36.349	154.83	26.365	35.130	1348.3	-0.74401	71.669	0.12948	supercritical
900.00	376.05	20.905	0.047836	18.386	36.375	154.81	26.371	35.133	1349.8	-0.74383	71.769	0.12968	supercritical
900.00	377.05	20.931	0.047777	18.387	36.401	154.78	26.376	35.135	1351.2	-0.74365	71.870	0.12988	supercritical
900.00	378.05	20.957	0.047718	18.387	36.427	154.76	26.381	35.138	1352.7	-0.74347	71.970	0.13007	supercritical
900.00	379.05	20.983	0.047658	18.388	36.453	154.73	26.387	35.140	1354.1	-0.74329	72.070	0.13027	supercritical
900.00	380.05	21.009	0.047600	18.389	36.479	154.71	26.392	35.143	1355.6	-0.74310	72.171	0.13046	supercritical
900.00	381.05	21.034	0.047541	18.390	36.505	154.69	26.397	35.145	1357.0	-0.74292	72.271	0.13065	supercritical
900.00	382.05	21.060	0.047483	18.391	36.531	154.66	26.403	35.148	1358.4	-0.74274	72.372	0.13085	supercritical
900.00	383.05	21.086	0.047425	18.391	36.558	154.64	26.408	35.150	1359.9	-0.74256	72.472	0.13104	supercritical
900.00	384.05	21.112	0.047367	18.392	36.584	154.61	26.413	35.153	1361.3	-0.74237	72.573	0.13123	supercritical
900.00	385.05	21.137	0.047310	18.393	36.610	154.59	26.418	35.155	1362.7	-0.74219	72.674	0.13142	supercritical
900.00	386.05	21.163	0.047253	18.394	36.636	154.57	26.424	35.158	1364.2	-0.74201	72.774	0.13161	supercritical
900.00	387.05	21.188	0.047196	18.395	36.662	154.54	26.429	35.160	1365.6	-0.74183	72.875	0.13181	supercritical
900.00	388.05	21.214	0.047140	18.396	36.688	154.52	26.434	35.163	1367.0	-0.74165	72.976	0.13200	supercritical
900.00	389.05	21.239	0.047083	18.396	36.714	154.50	26.440	35.165	1368.4	-0.74146	73.077	0.13219	supercritical
900.00	390.05	21.264	0.047027	18.397	36.740	154.47	26.445	35.168	1369.9	-0.74128	73.178	0.13238	supercritical
900.00	391.05	21.290	0.046971	18.398	36.766	154.45	26.450	35.170	1371.3	-0.74110	73.279	0.13257	supercritical
900.00	392.05	21.315	0.046916	18.399	36.792	154.43	26.455	35.173	1372.7	-0.74092	73.380	0.13276	supercritical
900.00	393.05	21.340	0.046860	18.400	36.818	154.40	26.461	35.175	1374.1	-0.74074	73.481	0.13295	supercritical
900.00	394.05	21.365	0.046805	18.401	36.844	154.38	26.466	35.178	1375.5	-0.74055	73.582	0.13314	supercritical
900.00	395.05	21.390	0.046751	18.402	36.870	154.36	26.471	35.180	1377.0	-0.74037	73.683	0.13333	supercritical
900.00	396.05	21.415	0.046696	18.403	36.897	154.34	26.477	35.183	1378.4	-0.74019	73.784	0.13351	supercritical
900.00	397.05	21.440	0.046642	18.404	36.923	154.31	26.482	35.185	1379.8	-0.74001	73.886	0.13370	supercritical
900.00	398.05	21.465	0.046588	18.404	36.949	154.29	26.487	35.188	1381.2	-0.73983	73.987	0.13389	supercritical
900.00	399.05	21.490	0.046534	18.405	36.975	154.27	26.492	35.190	1382.6	-0.73965	74.088	0.13408	supercritical
900.00	400.05	21.515	0.046480	18.406	37.001	154.24	26.498	35.193	1384.0	-0.73946	74.190	0.13427	supercritical
900.00	401.05	21.539	0.046427	18.407	37.027	154.22	26.503	35.195	1385.4	-0.73928	74.291	0.13446	supercritical
900.00	402.05	21.564	0.046374	18.408	37.053	154.20	26.508	35.197	1386.8	-0.73910	74.393	0.13465	supercritical
900.00	403.05	21.589	0.046321	18.409	37.079	154.18	26.513	35.200	1388.2	-0.73892	74.494	0.13484	supercritical
900.00	404.05	21.613	0.046268	18.410	37.105	154.15	26.518	35.202	1389.6	-0.73874	74.596	0.13502	supercritical
900.00	405.05	21.638	0.046216	18.411	37.131	154.13	26.524	35.205	1391.0	-0.73856	74.698	0.13521	supercritical
900.00	406.05	21.662	0.046164	18.412	37.157	154.11	26.529	35.207	1392.4	-0.73837	74.800	0.13540	supercritical
900.00	407.05	21.687	0.046112	18.413	37.183	154.09	26.534	35.210	1393.8	-0.73819	74.901	0.13559	supercritical
900.00	408.05	21.711	0.046060	18.414	37.209	154.06	26.539	35.212	1395.2	-0.73801	75.003	0.13578	supercritical
900.00	409.05	21.735	0.046008	18.415	37.235	154.04	26.544	35.214	1396.6	-0.73783	75.105	0.13596	supercritical
900.00	410.05	21.759	0.045957	18.416	37.261	154.02	26.550	35.217	1397.9	-0.73765	75.207	0.13615	supercritical
900.00	411.05	21.784	0.045906	18.417	37.287	154.00	26.555	35.219	1399.3	-0.73747	75.309	0.13634	supercritical
900.00	412.05	21.808	0.045855	18.418	37.313	153.98	26.560	35.222	1400.7	-0.73729	75.411	0.13653	supercritical
900.00	413.05	21.832	0.045805	18.419	37.339	153.95	26.565	35.224	1402.1	-0.73711	75.513	0.13671	supercritical
900.00	414.05	21.856	0.045754	18.420	37.365	153.93	26.570	35.226	1403.5	-0.73692	75.616	0.13690	supercritical
900.00	415.05	21.880	0.045704	18.421	37.390	153.91	26.576	35.229	1404.9	-0.73674	75.718	0.13709	supercritical
900.00	416.05	21.904	0.045654	18.422	37.416	153.89	26.581	35.231	1406.2	-0.73656	75.820	0.13727	supercritical
900.00	417.05	21.928	0.045604	18.423	37.442	153.87	26.586	35.233	1407.6	-0.73638	75.922	0.13746	supercritical
900.00	418.05	21.952	0.045555	18.424	37.468	153.84	26.591	35.236	1409.0	-0.73620	76.025	0.13765	supercritical
900.00	419.05	21.975	0.045505	18.425	37.494	153.82	26.596	35.238	1410.3	-0.73602	76.127	0.13784	supercritical
900.00	420.05	21.999	0.045456	18.426	37.520	153.80	26.601	35.240	1411.7	-0.73584	76.230	0.13802	supercritical
900.00	421.05	22.023	0.045407	18.427	37.546	153.78	26.606	35.243	1413.1	-0.73566	76.332	0.13821	supercritical
900.00	422.05	22.047	0.045359	18.429	37.572	153.76	26.612	35.245	1414.4	-0.73548	76.435	0.13839	supercritical
900.00	423.05	22.070	0.045310	18.430	37.598	153.74	26.617	35.247	1415.8	-0.73530	76.538	0.13858	supercritical
900.00	424.05	22.094	0.045262	18.431	37.624	153.71	26.622	35.250	1417.2	-0.73512	76.640	0.13877	supercritical
900.00	425.05	22.117	0.045214	18.432	37.650	153.69	26.627	35.252	1418.5	-0.73494	76.743	0.13895	supercritical
900.00	426.05	22.141	0.045166	18.433	37.676	153.67	26.632	35.254	1419.9	-0.73476	76.846	0.13914	supercritical
900.00	427.05	22.164	0.045118	18.434	37.702	153.65	26.637	35.257	1421.3	-0.73458	76.949	0.13933	supercritical
900.00	428.05	22.188	0.045070	18.435	37.728	153.63	26.642	35.259	1422.6	-0.73440	77.052	0.13951	supercritical
900.00	429.05	22.211	0.045023	18.436	37.753	153.61	26.647	35.261	1424.0	-0.73422	77.155	0.13970	supercritical
900.00	430.05	22.234	0.044976	18.437	37.779	153.59	26.653	35.264	1425.3	-0.73404	77.258	0.13988	supercritical
