Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
398.15	12.050	3.4759	0.28770	7.8337	11.300	159.15	21.334	31.737	442.10	0.55131	23.836	0.036641	supercritical
398.15	13.050	3.7460	0.26695	7.7997	11.283	158.41	21.364	31.909	445.64	0.51615	24.005	0.037081	supercritical
398.15	14.050	4.0128	0.24920	7.7662	11.268	157.73	21.393	32.075	449.25	0.48176	24.179	0.037523	supercritical
398.15	15.050	4.2763	0.23385	7.7332	11.253	157.08	21.422	32.236	452.94	0.44816	24.356	0.037966	supercritical
398.15	16.050	4.5365	0.22044	7.7006	11.239	156.48	21.451	32.391	456.69	0.41534	24.537	0.038410	supercritical
398.15	17.050	4.7932	0.20863	7.6685	11.226	155.91	21.479	32.540	460.50	0.38333	24.721	0.038855	supercritical
398.15	18.050	5.0465	0.19816	7.6369	11.214	155.37	21.507	32.684	464.37	0.35213	24.910	0.039301	supercritical
398.15	19.050	5.2964	0.18881	7.6058	11.203	154.85	21.534	32.822	468.30	0.32174	25.101	0.039746	supercritical
398.15	20.050	5.5427	0.18042	7.5752	11.193	154.36	21.561	32.954	472.27	0.29215	25.296	0.040193	supercritical
398.15	21.050	5.7856	0.17284	7.5450	11.183	153.90	21.588	33.081	476.30	0.26337	25.495	0.040639	supercritical
398.15	22.050	6.0250	0.16598	7.5153	11.175	153.45	21.614	33.203	480.38	0.23539	25.696	0.041086	supercritical
398.15	23.050	6.2608	0.15972	7.4861	11.168	153.02	21.640	33.319	484.50	0.20821	25.901	0.041534	supercritical
398.15	24.050	6.4932	0.15401	7.4574	11.161	152.61	21.666	33.430	488.66	0.18180	26.108	0.041982	supercritical
398.15	25.050	6.7222	0.14876	7.4291	11.156	152.22	21.691	33.537	492.85	0.15617	26.318	0.042431	supercritical
398.15	26.050	6.9477	0.14393	7.4013	11.151	151.84	21.716	33.639	497.08	0.13130	26.531	0.042880	supercritical
398.15	27.050	7.1698	0.13947	7.3739	11.147	151.47	21.741	33.736	501.34	0.10718	26.746	0.043330	supercritical
398.15	28.050	7.3885	0.13535	7.3470	11.144	151.12	21.766	33.829	505.63	0.083792	26.963	0.043781	supercritical
398.15	29.050	7.6038	0.13151	7.3206	11.141	150.78	21.790	33.918	509.95	0.061119	27.183	0.044232	supercritical
398.15	30.050	7.8158	0.12795	7.2946	11.139	150.45	21.814	34.002	514.29	0.039147	27.405	0.044684	supercritical
398.15	31.050	8.0246	0.12462	7.2690	11.138	150.13	21.838	34.083	518.65	0.017859	27.628	0.045136	supercritical
398.15	32.050	8.2301	0.12151	7.2439	11.138	149.82	21.861	34.160	523.02	-0.0027606	27.854	0.045589	supercritical
398.15	33.050	8.4324	0.11859	7.2192	11.139	149.52	21.885	34.233	527.42	-0.022730	28.081	0.046042	supercritical
398.15	34.050	8.6316	0.11585	7.1949	11.140	149.23	21.908	34.303	531.83	-0.042068	28.310	0.046496	supercritical
398.15	35.050	8.8277	0.11328	7.1710	11.141	148.94	21.931	34.369	536.25	-0.060790	28.541	0.046950	supercritical
398.15	36.050	9.0207	0.11086	7.1475	11.144	148.67	21.953	34.432	540.68	-0.078915	28.773	0.047404	supercritical
398.15	37.050	9.2107	0.10857	7.1244	11.147	148.40	21.976	34.492	545.12	-0.096461	29.006	0.047859	supercritical
398.15	38.050	9.3978	0.10641	7.1017	11.150	148.14	21.998	34.550	549.56	-0.11344	29.240	0.048313	supercritical
398.15	39.050	9.5820	0.10436	7.0794	11.155	147.89	22.020	34.604	554.01	-0.12988	29.476	0.048768	supercritical
398.15	40.050	9.7634	0.10242	7.0574	11.159	147.64	22.042	34.656	558.47	-0.14579	29.713	0.049222	supercritical
398.15	41.050	9.9419	0.10058	7.0358	11.165	147.40	22.064	34.706	562.92	-0.16120	29.950	0.049676	supercritical
398.15	42.050	10.118	0.098836	7.0146	11.171	147.16	22.086	34.753	567.38	-0.17610	30.189	0.050130	supercritical
398.15	43.050	10.291	0.097173	6.9937	11.177	146.93	22.107	34.798	571.84	-0.19053	30.428	0.050584	supercritical
398.15	44.050	10.461	0.095589	6.9732	11.184	146.71	22.129	34.840	576.29	-0.20450	30.668	0.051037	supercritical
398.15	45.050	10.629	0.094079	6.9530	11.191	146.49	22.150	34.881	580.74	-0.21802	30.909	0.051490	supercritical
398.15	46.050	10.795	0.092637	6.9332	11.199	146.27	22.171	34.920	585.19	-0.23112	31.151	0.051942	supercritical
398.15	47.050	10.958	0.091259	6.9137	11.207	146.06	22.192	34.956	589.63	-0.24379	31.393	0.052394	supercritical
398.15	48.050	11.118	0.089942	6.8945	11.216	145.86	22.213	34.992	594.06	-0.25607	31.635	0.052845	supercritical
398.15	49.050	11.276	0.088680	6.8756	11.225	145.66	22.234	35.025	598.49	-0.26796	31.878	0.053296	supercritical
398.15	50.050	11.432	0.087471	6.8570	11.235	145.46	22.254	35.057	602.91	-0.27947	32.122	0.053745	supercritical
398.15	51.050	11.586	0.086312	6.8387	11.245	145.26	22.275	35.087	607.32	-0.29062	32.365	0.054194	supercritical
398.15	52.050	11.737	0.085199	6.8207	11.255	145.08	22.295	35.116	611.72	-0.30143	32.609	0.054643	supercritical
398.15	53.050	11.886	0.084130	6.8030	11.266	144.89	22.316	35.143	616.11	-0.31190	32.854	0.055090	supercritical
398.15	54.050	12.033	0.083102	6.7856	11.277	144.71	22.336	35.169	620.49	-0.32205	33.098	0.055536	supercritical
398.15	55.050	12.178	0.082113	6.7684	11.289	144.53	22.356	35.194	624.85	-0.33189	33.343	0.055982	supercritical
398.15	56.050	12.321	0.081160	6.7516	11.301	144.35	22.376	35.218	629.21	-0.34142	33.588	0.056426	supercritical
398.15	57.050	12.462	0.080242	6.7350	11.313	144.18	22.396	35.241	633.55	-0.35067	33.833	0.056870	supercritical
398.15	58.050	12.601	0.079357	6.7186	11.325	144.01	22.415	35.262	637.89	-0.35963	34.079	0.057313	supercritical
398.15	59.050	12.738	0.078504	6.7025	11.338	143.85	22.435	35.283	642.20	-0.36833	34.324	0.057755	supercritical
398.15	60.050	12.873	0.077679	6.6867	11.351	143.68	22.454	35.303	646.51	-0.37676	34.569	0.058196	supercritical
398.15	61.050	13.007	0.076883	6.6711	11.365	143.52	22.474	35.321	650.80	-0.38495	34.815	0.058636	supercritical
398.15	62.050	13.138	0.076113	6.6557	11.378	143.37	22.493	35.339	655.07	-0.39289	35.060	0.059075	supercritical
398.15	63.050	13.268	0.075368	6.6406	11.393	143.21	22.513	35.356	659.33	-0.40059	35.305	0.059513	supercritical
398.15	64.050	13.396	0.074647	6.6257	11.407	143.06	22.532	35.372	663.58	-0.40807	35.551	0.059950	supercritical
398.15	65.050	13.523	0.073949	6.6110	11.421	142.91	22.551	35.388	667.81	-0.41533	35.796	0.060386	supercritical
398.15	66.050	13.648	0.073273	6.5965	11.436	142.76	22.570	35.403	672.02	-0.42238	36.041	0.060821	supercritical
398.15	67.050	13.771	0.072618	6.5823	11.451	142.62	22.589	35.417	676.22	-0.42923	36.286	0.061255	supercritical
398.15	68.050	13.892	0.071982	6.5682	11.467	142.47	22.608	35.430	680.40	-0.43588	36.531	0.061689	supercritical
398.15	69.050	14.012	0.071365	6.5544	11.482	142.33	22.626	35.443	684.57	-0.44234	36.776	0.062121	supercritical
398.15	70.050	14.131	0.070766	6.5408	11.498	142.19	22.645	35.456	688.72	-0.44862	37.021	0.062553	supercritical
398.15	71.050	14.248	0.070185	6.5274	11.514	142.06	22.664	35.467	692.86	-0.45471	37.266	0.062983	supercritical
398.15	72.050	14.364	0.069619	6.5141	11.530	141.92	22.682	35.479	696.97	-0.46064	37.510	0.063413	supercritical
398.15	73.050	14.478	0.069070	6.5011	11.547	141.79	22.701	35.489	701.07	-0.46640	37.755	0.063842	supercritical
398.15	74.050	14.591	0.068536	6.4882	11.563	141.66	22.719	35.500	705.16	-0.47200	37.999	0.064270	supercritical
398.15	75.050	14.702	0.068016	6.4756	11.580	141.53	22.738	35.510	709.23	-0.47744	38.243	0.064697	supercritical
398.15	76.050	14.813	0.067510	6.4631	11.597	141.40	22.756	35.519	713.28	-0.48273	38.487	0.065123	supercritical
398.15	77.050	14.921	0.067018	6.4508	11.614	141.28	22.774	35.528	717.31	-0.48788	38.731	0.065549	supercritical
398.15	78.050	15.029	0.066538	6.4386	11.632	141.15	22.792	35.537	721.33	-0.49289	38.974	0.065974	supercritical
398.15	79.050	15.135	0.066070	6.4266	11.649	141.03	22.810	35.545	725.33	-0.49776	39.218	0.066398	supercritical
398.15	80.050	15.241	0.065615	6.4148	11.667	140.91	22.828	35.553	729.31	-0.50250	39.461	0.066821	supercritical
398.15	81.050	15.344	0.065170	6.4032	11.685	140.79	22.846	35.561	733.28	-0.50711	39.704	0.067244	supercritical
398.15	82.050	15.447	0.064737	6.3917	11.703	140.67	22.864	35.568	737.23	-0.51160	39.946	0.067665	supercritical
398.15	83.050	15.549	0.064314	6.3804	11.722	140.56	22.882	35.576	741.16	-0.51596	40.189	0.068086	supercritical
398.15	84.050	15.649	0.063901	6.3692	11.740	140.44	22.899	35.582	745.08	-0.52021	40.431	0.068507	supercritical
398.15	85.050	15.749	0.063498	6.3582	11.759	140.33	22.917	35.589	748.98	-0.52435	40.673	0.068926	supercritical
398.15	86.050	15.847	0.063104	6.3473	11.777	140.22	22.935	35.595	752.86	-0.52838	40.915	0.069345	supercritical
398.15	87.050	15.944	0.062719	6.3366	11.796	140.10	22.952	35.601	756.72	-0.53231	41.157	0.069764	supercritical
398.15	88.050	16.040	0.062343	6.3260	11.815	140.00	22.970	35.607	760.57	-0.53613	41.398	0.070181	supercritical
398.15	89.050	16.135	0.061975	6.3155	11.834	139.89	22.987	35.613	764.41	-0.53985	41.639	0.070598	supercritical
398.15	90.050	16.230	0.061616	6.3052	11.854	139.78	23.004	35.618	768.22	-0.54348	41.880	0.071015	supercritical
398.15	91.050	16.323	0.061264	6.2951	11.873	139.68	23.022	35.624	772.02	-0.54701	42.121	0.071431	supercritical
398.15	92.050	16.415	0.060920	6.2850	11.893	139.57	23.039	35.629	775.80	-0.55045	42.361	0.071846	supercritical
398.15	93.050	16.506	0.060583	6.2751	11.912	139.47	23.056	35.634	779.57	-0.55381	42.602	0.072260	supercritical
398.15	94.050	16.597	0.060253	6.2653	11.932	139.37	23.073	35.639	783.32	-0.55708	42.842	0.072674	supercritical
398.15	95.050	16.686	0.059931	6.2557	11.952	139.26	23.090	35.643	787.05	-0.56026	43.082	0.073088	supercritical
398.15	96.050	16.774	0.059614	6.2461	11.972	139.17	23.107	35.648	790.77	-0.56337	43.321	0.073501	supercritical
398.15	97.050	16.862	0.059305	6.2367	11.992	139.07	23.124	35.652	794.47	-0.56640	43.561	0.073913	supercritical
398.15	98.050	16.949	0.059001	6.2274	12.012	138.97	23.141	35.656	798.16	-0.56935	43.800	0.074325	supercritical
398.15	99.050	17.035	0.058703	6.2183	12.033	138.87	23.158	35.660	801.83	-0.57224	44.039	0.074736	supercritical
398.15	100.05	17.120	0.058412	6.2092	12.053	138.78	23.174	35.664	805.48	-0.57504	44.278	0.075147	supercritical
398.15	101.05	17.204	0.058126	6.2003	12.074	138.68	23.191	35.668	809.12	-0.57778	44.516	0.075557	supercritical
398.15	102.05	17.288	0.057845	6.1914	12.095	138.59	23.208	35.672	812.74	-0.58046	44.754	0.075966	supercritical
398.15	103.05	17.370	0.057570	6.1827	12.115	138.49	23.224	35.676	816.35	-0.58306	44.993	0.076376	supercritical
398.15	104.05	17.452	0.057299	6.1741	12.136	138.40	23.241	35.679	819.94	-0.58561	45.230	0.076784	supercritical
398.15	105.05	17.533	0.057034	6.1656	12.157	138.31	23.257	35.683	823.52	-0.58809	45.468	0.077192	supercritical
398.15	106.05	17.614	0.056774	6.1572	12.178	138.22	23.274	35.686	827.08	-0.59051	45.706	0.077600	supercritical
398.15	107.05	17.693	0.056518	6.1489	12.199	138.13	23.290	35.689	830.63	-0.59288	45.943	0.078007	supercritical
398.15	108.05	17.772	0.056267	6.1407	12.220	138.04	23.306	35.692	834.16	-0.59518	46.180	0.078414	supercritical
398.15	109.05	17.850	0.056021	6.1326	12.242	137.96	23.323	35.696	837.67	-0.59744	46.417	0.078820	supercritical
398.15	110.05	17.928	0.055779	6.1246	12.263	137.87	23.339	35.699	841.18	-0.59964	46.654	0.079226	supercritical
398.15	111.05	18.005	0.055541	6.1167	12.284	137.78	23.355	35.702	844.66	-0.60178	46.890	0.079631	supercritical
398.15	112.05	18.081	0.055307	6.1089	12.306	137.70	23.371	35.705	848.13	-0.60388	47.126	0.080036	supercritical
398.15	113.05	18.156	0.055077	6.1012	12.328	137.61	23.387	35.708	851.59	-0.60592	47.362	0.080440	supercritical
398.15	114.05	18.231	0.054851	6.0936	12.349	137.53	23.403	35.711	855.04	-0.60792	47.598	0.080844	supercritical
398.15	115.05	18.305	0.054629	6.0860	12.371	137.45	23.419	35.713	858.47	-0.60987	47.834	0.081248	supercritical
398.15	116.05	18.379	0.054410	6.0786	12.393	137.37	23.435	35.716	861.88	-0.61178	48.070	0.081651	supercritical
398.15	117.05	18.452	0.054195	6.0712	12.415	137.28	23.451	35.719	865.28	-0.61364	48.305	0.082053	supercritical
398.15	118.05	18.524	0.053983	6.0640	12.437	137.20	23.467	35.722	868.67	-0.61545	48.540	0.082456	supercritical
398.15	119.05	18.596	0.053775	6.0568	12.459	137.12	23.483	35.724	872.04	-0.61723	48.775	0.082857	supercritical
398.15	120.05	18.667	0.053570	6.0497	12.481	137.04	23.499	35.727	875.40	-0.61896	49.010	0.083259	supercritical
398.15	121.05	18.738	0.053369	6.0427	12.503	136.97	23.514	35.729	878.74	-0.62066	49.244	0.083659	supercritical
398.15	122.05	18.808	0.053170	6.0357	12.525	136.89	23.530	35.732	882.08	-0.62231	49.479	0.084060	supercritical
398.15	123.05	18.877	0.052975	6.0289	12.547	136.81	23.546	35.734	885.39	-0.62393	49.713	0.084460	supercritical
398.15	124.05	18.946	0.052782	6.0221	12.570	136.73	23.561	35.737	888.70	-0.62551	49.947	0.084859	supercritical
398.15	125.05	19.014	0.052593	6.0154	12.592	136.66	23.577	35.739	891.99	-0.62705	50.181	0.085258	supercritical
398.15	126.05	19.082	0.052406	6.0088	12.615	136.58	23.592	35.742	895.27	-0.62856	50.415	0.085657	supercritical
398.15	127.05	19.149	0.052222	6.0022	12.637	136.51	23.608	35.744	898.53	-0.63003	50.649	0.086055	supercritical
398.15	128.05	19.216	0.052041	5.9958	12.660	136.43	23.623	35.747	901.79	-0.63147	50.882	0.086453	supercritical
398.15	129.05	19.282	0.051862	5.9894	12.682	136.36	23.638	35.749	905.03	-0.63288	51.115	0.086851	supercritical
398.15	130.05	19.348	0.051686	5.9830	12.705	136.29	23.654	35.752	908.25	-0.63426	51.349	0.087248	supercritical
398.15	131.05	19.413	0.051513	5.9768	12.728	136.21	23.669	35.754	911.47	-0.63560	51.581	0.087644	supercritical
398.15	132.05	19.477	0.051342	5.9706	12.750	136.14	23.684	35.756	914.67	-0.63691	51.814	0.088040	supercritical
398.15	133.05	19.542	0.051173	5.9645	12.773	136.07	23.699	35.759	917.86	-0.63820	52.047	0.088436	supercritical
398.15	134.05	19.605	0.051007	5.9585	12.796	136.00	23.715	35.761	921.03	-0.63945	52.280	0.088831	supercritical
398.15	135.05	19.668	0.050843	5.9525	12.819	135.93	23.730	35.763	924.20	-0.64068	52.512	0.089226	supercritical
398.15	136.05	19.731	0.050681	5.9466	12.842	135.86	23.745	35.766	927.35	-0.64188	52.744	0.089621	supercritical
398.15	137.05	19.793	0.050522	5.9407	12.865	135.79	23.760	35.768	930.49	-0.64305	52.976	0.090015	supercritical
398.15	138.05	19.855	0.050364	5.9350	12.888	135.72	23.775	35.770	933.61	-0.64419	53.208	0.090408	supercritical
398.15	139.05	19.917	0.050209	5.9292	12.911	135.65	23.790	35.772	936.73	-0.64531	53.440	0.090801	supercritical
398.15	140.05	19.978	0.050056	5.9236	12.934	135.58	23.805	35.775	939.83	-0.64641	53.672	0.091194	supercritical
398.15	141.05	20.038	0.049905	5.9180	12.957	135.52	23.819	35.777	942.93	-0.64747	53.903	0.091586	supercritical
398.15	142.05	20.098	0.049755	5.9125	12.980	135.45	23.834	35.779	946.01	-0.64852	54.135	0.091978	supercritical
398.15	143.05	20.158	0.049608	5.9070	13.003	135.38	23.849	35.782	949.07	-0.64954	54.366	0.092370	supercritical
398.15	144.05	20.217	0.049463	5.9016	13.027	135.32	23.864	35.784	952.13	-0.65054	54.597	0.092761	supercritical
398.15	145.05	20.276	0.049319	5.8963	13.050	135.25	23.879	35.786	955.18	-0.65151	54.828	0.093151	supercritical
398.15	146.05	20.334	0.049178	5.8910	13.073	135.19	23.893	35.788	958.21	-0.65247	55.059	0.093542	supercritical
398.15	147.05	20.393	0.049038	5.8858	13.097	135.12	23.908	35.791	961.23	-0.65340	55.290	0.093931	supercritical
398.15	148.05	20.450	0.048899	5.8806	13.120	135.06	23.922	35.793	964.24	-0.65431	55.521	0.094321	supercritical
398.15	149.05	20.507	0.048763	5.8755	13.144	134.99	23.937	35.795	967.24	-0.65520	55.751	0.094710	supercritical
398.15	150.05	20.564	0.048628	5.8704	13.167	134.93	23.951	35.798	970.23	-0.65607	55.982	0.095098	supercritical
398.15	151.05	20.621	0.048495	5.8654	13.191	134.87	23.966	35.800	973.21	-0.65692	56.212	0.095486	supercritical
398.15	152.05	20.677	0.048363	5.8605	13.214	134.81	23.980	35.802	976.18	-0.65775	56.442	0.095874	supercritical
398.15	153.05	20.733	0.048233	5.8556	13.238	134.74	23.995	35.805	979.14	-0.65856	56.673	0.096261	supercritical
398.15	154.05	20.788	0.048105	5.8507	13.261	134.68	24.009	35.807	982.08	-0.65936	56.903	0.096648	supercritical
398.15	155.05	20.843	0.047978	5.8459	13.285	134.62	24.023	35.809	985.02	-0.66013	57.133	0.097034	supercritical
398.15	156.05	20.898	0.047852	5.8412	13.309	134.56	24.038	35.812	987.94	-0.66089	57.362	0.097420	supercritical
398.15	157.05	20.952	0.047728	5.8365	13.332	134.50	24.052	35.814	990.86	-0.66163	57.592	0.097805	supercritical
398.15	158.05	21.006	0.047606	5.8319	13.356	134.44	24.066	35.816	993.76	-0.66235	57.822	0.098190	supercritical
398.15	159.05	21.060	0.047484	5.8273	13.380	134.38	24.080	35.819	996.65	-0.66306	58.051	0.098575	supercritical
398.15	160.05	21.113	0.047364	5.8227	13.403	134.32	24.094	35.821	999.54	-0.66375	58.281	0.098959	supercritical
398.15	161.05	21.166	0.047246	5.8182	13.427	134.26	24.109	35.824	1002.4	-0.66442	58.510	0.099343	supercritical
398.15	162.05	21.218	0.047129	5.8138	13.451	134.20	24.123	35.826	1005.3	-0.66508	58.739	0.099726	supercritical
398.15	163.05	21.271	0.047013	5.8094	13.475	134.14	24.137	35.828	1008.1	-0.66573	58.968	0.10011	supercritical
398.15	164.05	21.323	0.046898	5.8050	13.499	134.09	24.151	35.831	1011.0	-0.66635	59.197	0.10049	supercritical
398.15	165.05	21.374	0.046785	5.8007	13.523	134.03	24.165	35.833	1013.8	-0.66697	59.426	0.10087	supercritical
398.15	166.05	21.426	0.046673	5.7965	13.547	133.97	24.179	35.836	1016.6	-0.66757	59.655	0.10125	supercritical
398.15	167.05	21.477	0.046562	5.7923	13.570	133.91	24.193	35.838	1019.4	-0.66815	59.884	0.10164	supercritical
398.15	168.05	21.528	0.046452	5.7881	13.594	133.86	24.206	35.841	1022.2	-0.66872	60.113	0.10202	supercritical
398.15	169.05	21.578	0.046344	5.7840	13.618	133.80	24.220	35.843	1025.0	-0.66928	60.341	0.10240	supercritical
398.15	170.05	21.628	0.046236	5.7799	13.642	133.74	24.234	35.846	1027.8	-0.66982	60.570	0.10278	supercritical
398.15	171.05	21.678	0.046130	5.7759	13.666	133.69	24.248	35.848	1030.6	-0.67036	60.798	0.10316	supercritical
398.15	172.05	21.727	0.046025	5.7719	13.690	133.63	24.262	35.851	1033.4	-0.67087	61.027	0.10353	supercritical
398.15	173.05	21.777	0.045921	5.7679	13.715	133.58	24.275	35.853	1036.1	-0.67138	61.255	0.10391	supercritical
398.15	174.05	21.826	0.045818	5.7640	13.739	133.52	24.289	35.856	1038.9	-0.67187	61.483	0.10429	supercritical
398.15	175.05	21.874	0.045716	5.7602	13.763	133.47	24.303	35.858	1041.6	-0.67236	61.711	0.10467	supercritical
398.15	176.05	21.923	0.045615	5.7563	13.787	133.41	24.316	35.861	1044.3	-0.67283	61.940	0.10505	supercritical
398.15	177.05	21.971	0.045515	5.7526	13.811	133.36	24.330	35.864	1047.1	-0.67329	62.168	0.10542	supercritical
398.15	178.05	22.019	0.045416	5.7488	13.835	133.31	24.343	35.866	1049.8	-0.67373	62.396	0.10580	supercritical
398.15	179.05	22.066	0.045318	5.7451	13.859	133.25	24.357	35.869	1052.5	-0.67417	62.623	0.10617	supercritical
398.15	180.05	22.114	0.045221	5.7414	13.883	133.20	24.370	35.872	1055.2	-0.67459	62.851	0.10655	supercritical
398.15	181.05	22.161	0.045125	5.7378	13.908	133.15	24.384	35.874	1057.8	-0.67501	63.079	0.10692	supercritical
398.15	182.05	22.208	0.045030	5.7342	13.932	133.10	24.397	35.877	1060.5	-0.67541	63.307	0.10730	supercritical
398.15	183.05	22.254	0.044936	5.7307	13.956	133.04	24.410	35.880	1063.2	-0.67581	63.534	0.10767	supercritical
398.15	184.05	22.300	0.044842	5.7272	13.980	132.99	24.424	35.882	1065.8	-0.67619	63.762	0.10805	supercritical
398.15	185.05	22.346	0.044750	5.7237	14.005	132.94	24.437	35.885	1068.5	-0.67656	63.989	0.10842	supercritical
398.15	186.05	22.392	0.044658	5.7203	14.029	132.89	24.450	35.888	1071.1	-0.67693	64.217	0.10879	supercritical
398.15	187.05	22.438	0.044568	5.7168	14.053	132.84	24.464	35.890	1073.8	-0.67728	64.444	0.10916	supercritical
398.15	188.05	22.483	0.044478	5.7135	14.078	132.79	24.477	35.893	1076.4	-0.67763	64.672	0.10953	supercritical
398.15	189.05	22.528	0.044389	5.7102	14.102	132.74	24.490	35.896	1079.0	-0.67796	64.899	0.10991	supercritical
398.15	190.05	22.573	0.044301	5.7069	14.126	132.69	24.503	35.899	1081.6	-0.67829	65.126	0.11028	supercritical
398.15	191.05	22.618	0.044214	5.7036	14.151	132.64	24.516	35.901	1084.2	-0.67861	65.353	0.11065	supercritical
398.15	192.05	22.662	0.044127	5.7004	14.175	132.59	24.530	35.904	1086.8	-0.67892	65.580	0.11102	supercritical
398.15	193.05	22.706	0.044041	5.6972	14.199	132.54	24.543	35.907	1089.4	-0.67922	65.807	0.11139	supercritical
398.15	194.05	22.750	0.043956	5.6940	14.224	132.49	24.556	35.910	1092.0	-0.67951	66.034	0.11176	supercritical
398.15	195.05	22.794	0.043872	5.6909	14.248	132.44	24.569	35.913	1094.5	-0.67979	66.261	0.11212	supercritical
398.15	196.05	22.837	0.043789	5.6878	14.273	132.39	24.582	35.916	1097.1	-0.68007	66.488	0.11249	supercritical
398.15	197.05	22.880	0.043706	5.6848	14.297	132.34	24.595	35.919	1099.6	-0.68034	66.715	0.11286	supercritical
398.15	198.05	22.923	0.043624	5.6817	14.321	132.29	24.608	35.921	1102.2	-0.68060	66.942	0.11323	supercritical
398.15	199.05	22.966	0.043543	5.6787	14.346	132.25	24.621	35.924	1104.7	-0.68085	67.169	0.11359	supercritical
398.15	200.05	23.009	0.043462	5.6758	14.370	132.20	24.633	35.927	1107.3	-0.68109	67.396	0.11396	supercritical
398.15	201.05	23.051	0.043382	5.6728	14.395	132.15	24.646	35.930	1109.8	-0.68133	67.622	0.11432	supercritical
398.15	202.05	23.093	0.043303	5.6699	14.419	132.10	24.659	35.933	1112.3	-0.68156	67.849	0.11469	supercritical
398.15	203.05	23.135	0.043224	5.6671	14.444	132.06	24.672	35.936	1114.8	-0.68179	68.076	0.11505	supercritical
398.15	204.05	23.177	0.043147	5.6642	14.468	132.01	24.685	35.939	1117.3	-0.68200	68.302	0.11542	supercritical
398.15	205.05	23.218	0.043069	5.6614	14.493	131.96	24.697	35.942	1119.8	-0.68221	68.529	0.11578	supercritical
398.15	206.05	23.260	0.042993	5.6587	14.517	131.92	24.710	35.945	1122.3	-0.68241	68.755	0.11615	supercritical
398.15	207.05	23.301	0.042917	5.6559	14.542	131.87	24.723	35.948	1124.7	-0.68261	68.982	0.11651	supercritical
398.15	208.05	23.342	0.042842	5.6532	14.566	131.82	24.736	35.951	1127.2	-0.68280	69.208	0.11687	supercritical
398.15	209.05	23.382	0.042767	5.6505	14.591	131.78	24.748	35.954	1129.7	-0.68298	69.434	0.11723	supercritical
398.15	210.05	23.423	0.042693	5.6479	14.616	131.73	24.761	35.957	1132.1	-0.68316	69.661	0.11762	supercritical
398.15	211.05	23.463	0.042620	5.6452	14.640	131.69	24.773	35.960	1134.6	-0.68333	69.887	0.11799	supercritical
398.15	212.05	23.503	0.042547	5.6426	14.665	131.64	24.786	35.964	1137.0	-0.68350	70.113	0.11836	supercritical
398.15	213.05	23.543	0.042475	5.6401	14.689	131.60	24.798	35.967	1139.4	-0.68365	70.340	0.11873	supercritical
398.15	214.05	23.583	0.042403	5.6375	14.714	131.55	24.811	35.970	1141.9	-0.68381	70.566	0.11910	supercritical
398.15	215.05	23.623	0.042332	5.6350	14.738	131.51	24.823	35.973	1144.3	-0.68395	70.792	0.11946	supercritical
398.15	216.05	23.662	0.042261	5.6325	14.763	131.46	24.836	35.976	1146.7	-0.68410	71.018	0.11983	supercritical
