Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
298.15	32.050	11.118	0.089942	4.6714	7.5540	139.43	22.315	38.150	495.12	0.19838	27.428	0.045879	supercritical
298.15	33.050	11.364	0.087995	4.6388	7.5471	139.10	22.346	38.212	501.15	0.16637	27.816	0.046559	supercritical
298.15	34.050	11.604	0.086174	4.6071	7.5413	138.79	22.377	38.266	507.18	0.13582	28.205	0.047235	supercritical
298.15	35.050	11.839	0.084467	4.5761	7.5366	138.49	22.407	38.314	513.21	0.10665	28.595	0.047909	supercritical
298.15	36.050	12.068	0.082864	4.5459	7.5331	138.20	22.437	38.355	519.23	0.078793	28.984	0.048579	supercritical
298.15	37.050	12.292	0.081356	4.5164	7.5306	137.91	22.466	38.392	525.24	0.052192	29.374	0.049246	supercritical
298.15	38.050	12.510	0.079934	4.4876	7.5291	137.64	22.496	38.423	531.25	0.026780	29.764	0.049910	supercritical
298.15	39.050	12.724	0.078593	4.4595	7.5285	137.37	22.525	38.450	537.24	0.0024964	30.154	0.050570	supercritical
298.15	40.050	12.933	0.077324	4.4320	7.5289	137.11	22.553	38.473	543.21	-0.020715	30.543	0.051227	supercritical
298.15	41.050	13.137	0.076123	4.4052	7.5301	136.86	22.582	38.492	549.16	-0.042908	30.932	0.051880	supercritical
298.15	42.050	13.336	0.074984	4.3791	7.5322	136.61	22.610	38.507	555.08	-0.064135	31.321	0.052530	supercritical
298.15	43.050	13.531	0.073903	4.3535	7.5350	136.37	22.638	38.520	560.99	-0.084445	31.708	0.053176	supercritical
298.15	44.050	13.722	0.072874	4.3285	7.5387	136.14	22.666	38.530	566.86	-0.10388	32.095	0.053818	supercritical
298.15	45.050	13.909	0.071896	4.3041	7.5430	135.91	22.694	38.537	572.71	-0.12249	32.481	0.054457	supercritical
298.15	46.050	14.092	0.070963	4.2802	7.5481	135.69	22.721	38.542	578.53	-0.14031	32.866	0.055093	supercritical
298.15	47.050	14.271	0.070073	4.2569	7.5538	135.47	22.748	38.545	584.32	-0.15739	33.250	0.055725	supercritical
298.15	48.050	14.446	0.069222	4.2341	7.5602	135.26	22.775	38.546	590.07	-0.17375	33.633	0.056354	supercritical
298.15	49.050	14.618	0.068409	4.2118	7.5672	135.05	22.802	38.545	595.80	-0.18944	34.015	0.056980	supercritical
298.15	50.050	14.786	0.067630	4.1899	7.5748	134.85	22.829	38.543	601.49	-0.20449	34.396	0.057602	supercritical
298.15	51.050	14.951	0.066884	4.1685	7.5830	134.65	22.855	38.540	607.14	-0.21892	34.776	0.058222	supercritical
298.15	52.050	15.113	0.066169	4.1476	7.5917	134.46	22.882	38.535	612.76	-0.23278	35.155	0.058838	supercritical
298.15	53.050	15.271	0.065482	4.1271	7.6009	134.27	22.908	38.529	618.35	-0.24608	35.532	0.059452	supercritical
298.15	54.050	15.427	0.064821	4.1070	7.6106	134.08	22.934	38.523	623.90	-0.25885	35.909	0.060063	supercritical
298.15	55.050	15.580	0.064187	4.0874	7.6208	133.90	22.960	38.516	629.41	-0.27113	36.284	0.060671	supercritical
298.15	56.050	15.729	0.063575	4.0681	7.6315	133.72	22.985	38.508	634.89	-0.28292	36.658	0.061276	supercritical
298.15	57.050	15.876	0.062987	4.0492	7.6426	133.54	23.011	38.499	640.33	-0.29426	37.031	0.061879	supercritical
298.15	58.050	16.021	0.062419	4.0307	7.6542	133.37	23.036	38.490	645.73	-0.30517	37.402	0.062479	supercritical
298.15	59.050	16.162	0.061872	4.0126	7.6661	133.20	23.062	38.480	651.10	-0.31567	37.773	0.063077	supercritical
298.15	60.050	16.302	0.061343	3.9948	7.6784	133.04	23.087	38.470	656.43	-0.32577	38.142	0.063673	supercritical
298.15	61.050	16.439	0.060833	3.9773	7.6912	132.88	23.112	38.460	661.73	-0.33550	38.510	0.064266	supercritical
298.15	62.050	16.573	0.060339	3.9602	7.7042	132.72	23.137	38.449	666.99	-0.34487	38.877	0.064857	supercritical
298.15	63.050	16.705	0.059861	3.9434	7.7177	132.56	23.162	38.438	672.21	-0.35390	39.243	0.065446	supercritical
298.15	64.050	16.835	0.059399	3.9269	7.7314	132.41	23.186	38.427	677.40	-0.36260	39.607	0.066033	supercritical
298.15	65.050	16.963	0.058951	3.9108	7.7455	132.26	23.211	38.416	682.55	-0.37099	39.971	0.066618	supercritical
298.15	66.050	17.089	0.058517	3.8949	7.7599	132.11	23.235	38.405	687.67	-0.37909	40.333	0.067201	supercritical
298.15	67.050	17.213	0.058097	3.8793	7.7747	131.96	23.260	38.393	692.75	-0.38690	40.694	0.067781	supercritical
298.15	68.050	17.335	0.057688	3.8640	7.7897	131.82	23.284	38.382	697.79	-0.39444	41.054	0.068360	supercritical
298.15	69.050	17.454	0.057292	3.8489	7.8049	131.68	23.308	38.370	702.81	-0.40172	41.413	0.068938	supercritical
298.15	70.050	17.573	0.056907	3.8341	7.8205	131.54	23.332	38.359	707.78	-0.40875	41.771	0.069513	supercritical
298.15	71.050	17.689	0.056533	3.8196	7.8363	131.40	23.356	38.347	712.73	-0.41555	42.128	0.070086	supercritical
298.15	72.050	17.803	0.056169	3.8053	7.8523	131.26	23.379	38.336	717.64	-0.42211	42.484	0.070658	supercritical
298.15	73.050	17.916	0.055816	3.7913	7.8686	131.13	23.403	38.324	722.52	-0.42846	42.839	0.071228	supercritical
298.15	74.050	18.027	0.055472	3.7775	7.8852	131.00	23.427	38.313	727.36	-0.43460	43.193	0.071797	supercritical
298.15	75.050	18.137	0.055136	3.7640	7.9019	130.87	23.450	38.302	732.17	-0.44054	43.545	0.072364	supercritical
298.15	76.050	18.245	0.054810	3.7506	7.9189	130.74	23.473	38.290	736.95	-0.44629	43.897	0.072929	supercritical
298.15	77.050	18.351	0.054492	3.7375	7.9361	130.62	23.497	38.279	741.70	-0.45185	44.248	0.073493	supercritical
298.15	78.050	18.456	0.054182	3.7246	7.9535	130.49	23.520	38.268	746.42	-0.45724	44.598	0.074055	supercritical
298.15	79.050	18.560	0.053880	3.7119	7.9711	130.37	23.543	38.257	751.10	-0.46245	44.947	0.074615	supercritical
298.15	80.050	18.662	0.053585	3.6994	7.9889	130.25	23.566	38.246	755.76	-0.46750	45.295	0.075174	supercritical
298.15	81.050	18.763	0.053297	3.6871	8.0069	130.13	23.589	38.236	760.38	-0.47240	45.642	0.075732	supercritical
298.15	82.050	18.862	0.053016	3.6750	8.0250	130.01	23.611	38.225	764.97	-0.47714	45.988	0.076288	supercritical
298.15	83.050	18.960	0.052742	3.6631	8.0433	129.90	23.634	38.215	769.54	-0.48174	46.333	0.076843	supercritical
298.15	84.050	19.057	0.052474	3.6514	8.0618	129.78	23.656	38.205	774.07	-0.48619	46.678	0.077396	supercritical
298.15	85.050	19.153	0.052212	3.6398	8.0805	129.67	23.679	38.195	778.58	-0.49052	47.022	0.077948	supercritical
298.15	86.050	19.247	0.051956	3.6285	8.0993	129.56	23.701	38.185	783.05	-0.49471	47.364	0.078499	supercritical
298.15	87.050	19.340	0.051706	3.6173	8.1183	129.45	23.724	38.175	787.50	-0.49878	47.706	0.079048	supercritical
298.15	88.050	19.432	0.051461	3.6063	8.1374	129.34	23.746	38.166	791.92	-0.50272	48.047	0.079596	supercritical
298.15	89.050	19.523	0.051221	3.5954	8.1566	129.23	23.768	38.156	796.31	-0.50655	48.388	0.080142	supercritical
298.15	90.050	19.613	0.050987	3.5847	8.1760	129.13	23.790	38.147	800.67	-0.51027	48.727	0.080687	supercritical
298.15	91.050	19.702	0.050757	3.5742	8.1956	129.02	23.812	38.138	805.01	-0.51388	49.066	0.081231	supercritical
298.15	92.050	19.789	0.050532	3.5638	8.2152	128.92	23.834	38.129	809.32	-0.51739	49.404	0.081773	supercritical
298.15	93.050	19.876	0.050312	3.5535	8.2350	128.81	23.855	38.120	813.60	-0.52079	49.742	0.082314	supercritical
298.15	94.050	19.962	0.050096	3.5435	8.2549	128.71	23.877	38.112	817.86	-0.52410	50.078	0.082854	supercritical
298.15	95.050	20.047	0.049884	3.5335	8.2750	128.61	23.898	38.103	822.09	-0.52731	50.414	0.083392	supercritical
298.15	96.050	20.130	0.049676	3.5237	8.2951	128.51	23.920	38.095	826.29	-0.53043	50.749	0.083930	supercritical
298.15	97.050	20.213	0.049473	3.5140	8.3154	128.41	23.941	38.087	830.47	-0.53347	51.084	0.084466	supercritical
298.15	98.050	20.295	0.049273	3.5045	8.3358	128.32	23.963	38.079	834.62	-0.53641	51.418	0.085000	supercritical
298.15	99.050	20.376	0.049077	3.4951	8.3562	128.22	23.984	38.072	838.75	-0.53928	51.751	0.085534	supercritical
298.15	100.05	20.456	0.048885	3.4859	8.3768	128.13	24.005	38.064	842.86	-0.54207	52.083	0.086066	supercritical
298.15	101.05	20.535	0.048697	3.4767	8.3975	128.03	24.026	38.057	846.94	-0.54478	52.415	0.086597	supercritical
298.15	102.05	20.614	0.048511	3.4677	8.4183	127.94	24.047	38.050	850.99	-0.54742	52.746	0.087126	supercritical
298.15	103.05	20.691	0.048329	3.4588	8.4392	127.85	24.068	38.043	855.03	-0.54998	53.077	0.087655	supercritical
298.15	104.05	20.768	0.048151	3.4500	8.4601	127.75	24.089	38.036	859.04	-0.55247	53.407	0.088182	supercritical
298.15	105.05	20.844	0.047975	3.4414	8.4812	127.66	24.110	38.029	863.02	-0.55490	53.736	0.088708	supercritical
298.15	106.05	20.919	0.047803	3.4329	8.5023	127.57	24.130	38.023	866.98	-0.55726	54.065	0.089232	supercritical
298.15	107.05	20.994	0.047633	3.4244	8.5236	127.49	24.151	38.017	870.92	-0.55956	54.393	0.089756	supercritical
298.15	108.05	21.067	0.047467	3.4161	8.5449	127.40	24.171	38.010	874.84	-0.56179	54.721	0.090278	supercritical
298.15	109.05	21.140	0.047303	3.4079	8.5663	127.31	24.192	38.004	878.74	-0.56397	55.048	0.090799	supercritical
298.15	110.05	21.213	0.047142	3.3998	8.5877	127.22	24.212	37.999	882.61	-0.56609	55.375	0.091319	supercritical
298.15	111.05	21.284	0.046983	3.3918	8.6093	127.14	24.232	37.993	886.47	-0.56815	55.701	0.091838	supercritical
298.15	112.05	21.355	0.046827	3.3839	8.6309	127.05	24.253	37.988	890.30	-0.57016	56.027	0.092355	supercritical
298.15	113.05	21.425	0.046674	3.3762	8.6526	126.97	24.273	37.982	894.11	-0.57211	56.352	0.092872	supercritical
298.15	114.05	21.495	0.046523	3.3685	8.6744	126.89	24.293	37.977	897.90	-0.57402	56.676	0.093387	supercritical
298.15	115.05	21.564	0.046374	3.3609	8.6962	126.80	24.313	37.972	901.67	-0.57587	57.000	0.093901	supercritical
298.15	116.05	21.632	0.046228	3.3534	8.7181	126.72	24.333	37.967	905.41	-0.57768	57.324	0.094413	supercritical
298.15	117.05	21.700	0.046084	3.3460	8.7401	126.64	24.353	37.962	909.14	-0.57944	57.647	0.094925	supercritical
298.15	118.05	21.767	0.045942	3.3387	8.7621	126.56	24.372	37.958	912.85	-0.58115	57.969	0.095435	supercritical
298.15	119.05	21.833	0.045802	3.3315	8.7842	126.48	24.392	37.953	916.54	-0.58282	58.291	0.095945	supercritical
298.15	120.05	21.899	0.045664	3.3244	8.8063	126.40	24.412	37.949	920.21	-0.58445	58.613	0.096453	supercritical
298.15	121.05	21.964	0.045529	3.3173	8.8286	126.32	24.431	37.945	923.86	-0.58603	58.934	0.096960	supercritical
298.15	122.05	22.029	0.045395	3.3104	8.8508	126.25	24.451	37.941	927.49	-0.58757	59.255	0.097465	supercritical
298.15	123.05	22.093	0.045263	3.3035	8.8731	126.17	24.470	37.937	931.10	-0.58908	59.575	0.097970	supercritical
298.15	124.05	22.157	0.045133	3.2967	8.8955	126.09	24.490	37.933	934.69	-0.59054	59.895	0.098473	supercritical
298.15	125.05	22.220	0.045005	3.2900	8.9179	126.02	24.509	37.930	938.27	-0.59197	60.215	0.098976	supercritical
298.15	126.05	22.282	0.044879	3.2834	8.9404	125.94	24.528	37.926	941.83	-0.59336	60.534	0.099477	supercritical
298.15	127.05	22.344	0.044755	3.2769	8.9629	125.87	24.547	37.923	945.37	-0.59472	60.852	0.099977	supercritical
298.15	128.05	22.406	0.044632	3.2704	8.9855	125.79	24.566	37.920	948.89	-0.59604	61.171	0.10048	supercritical
298.15	129.05	22.466	0.044511	3.2640	9.0081	125.72	24.585	37.917	952.39	-0.59733	61.489	0.10097	supercritical
298.15	130.05	22.527	0.044391	3.2577	9.0308	125.64	24.604	37.914	955.88	-0.59858	61.806	0.10147	supercritical
298.15	131.05	22.587	0.044274	3.2515	9.0535	125.57	24.623	37.911	959.34	-0.59980	62.123	0.10197	supercritical
298.15	132.05	22.646	0.044157	3.2453	9.0763	125.50	24.642	37.908	962.80	-0.60100	62.440	0.10246	supercritical
298.15	133.05	22.705	0.044043	3.2392	9.0991	125.43	24.661	37.906	966.23	-0.60216	62.756	0.10295	supercritical
298.15	134.05	22.764	0.043929	3.2332	9.1219	125.36	24.680	37.903	969.65	-0.60329	63.072	0.10345	supercritical
298.15	135.05	22.822	0.043817	3.2273	9.1448	125.29	24.698	37.901	973.05	-0.60440	63.388	0.10394	supercritical
298.15	136.05	22.880	0.043707	3.2214	9.1678	125.22	24.717	37.899	976.44	-0.60547	63.703	0.10443	supercritical
298.15	137.05	22.937	0.043598	3.2156	9.1907	125.15	24.735	37.896	979.81	-0.60652	64.018	0.10492	supercritical
298.15	138.05	22.994	0.043490	3.2099	9.2137	125.08	24.754	37.894	983.16	-0.60754	64.333	0.10540	supercritical
298.15	139.05	23.050	0.043384	3.2042	9.2368	125.01	24.772	37.893	986.50	-0.60854	64.647	0.10589	supercritical
298.15	140.05	23.106	0.043279	3.1986	9.2598	124.94	24.791	37.891	989.82	-0.60951	64.961	0.10638	supercritical
298.15	141.05	23.161	0.043176	3.1930	9.2830	124.88	24.809	37.889	993.12	-0.61046	65.275	0.10686	supercritical
298.15	142.05	23.216	0.043073	3.1876	9.3061	124.81	24.827	37.887	996.41	-0.61138	65.589	0.10734	supercritical
298.15	143.05	23.271	0.042972	3.1821	9.3293	124.74	24.845	37.886	999.69	-0.61228	65.902	0.10783	supercritical
298.15	144.05	23.325	0.042872	3.1768	9.3525	124.68	24.864	37.885	1003.0	-0.61316	66.214	0.10831	supercritical
298.15	145.05	23.379	0.042773	3.1715	9.3757	124.61	24.882	37.883	1006.2	-0.61401	66.527	0.10879	supercritical
298.15	146.05	23.433	0.042676	3.1663	9.3990	124.54	24.900	37.882	1009.4	-0.61485	66.839	0.10927	supercritical
298.15	147.05	23.486	0.042579	3.1611	9.4223	124.48	24.918	37.881	1012.6	-0.61566	67.151	0.10975	supercritical
298.15	148.05	23.538	0.042484	3.1560	9.4457	124.42	24.936	37.880	1015.8	-0.61645	67.463	0.11022	supercritical
298.15	149.05	23.591	0.042389	3.1509	9.4690	124.35	24.953	37.879	1019.0	-0.61722	67.774	0.11070	supercritical
298.15	150.05	23.643	0.042296	3.1459	9.4924	124.29	24.971	37.879	1022.2	-0.61797	68.085	0.11117	supercritical
298.15	151.05	23.694	0.042204	3.1409	9.5158	124.22	24.989	37.878	1025.4	-0.61870	68.396	0.11165	supercritical
298.15	152.05	23.746	0.042113	3.1360	9.5393	124.16	25.007	37.877	1028.5	-0.61941	68.707	0.11212	supercritical
298.15	153.05	23.797	0.042023	3.1312	9.5628	124.10	25.024	37.877	1031.6	-0.62011	69.017	0.11259	supercritical
298.15	154.05	23.847	0.041933	3.1264	9.5863	124.04	25.042	37.876	1034.8	-0.62078	69.327	0.11306	supercritical
298.15	155.05	23.898	0.041845	3.1217	9.6098	123.98	25.059	37.876	1037.9	-0.62144	69.637	0.11353	supercritical
298.15	156.05	23.947	0.041758	3.1170	9.6333	123.92	25.077	37.876	1041.0	-0.62209	69.946	0.11400	supercritical
298.15	157.05	23.997	0.041672	3.1124	9.6569	123.85	25.094	37.876	1044.0	-0.62271	70.256	0.11447	supercritical
298.15	158.05	24.046	0.041586	3.1078	9.6805	123.79	25.112	37.876	1047.1	-0.62332	70.565	0.11494	supercritical
298.15	159.05	24.095	0.041502	3.1033	9.7041	123.73	25.129	37.876	1050.2	-0.62391	70.874	0.11540	supercritical
298.15	160.05	24.144	0.041418	3.0988	9.7278	123.67	25.146	37.876	1053.2	-0.62449	71.182	0.11587	supercritical
298.15	161.05	24.192	0.041336	3.0943	9.7514	123.61	25.163	37.876	1056.2	-0.62505	71.491	0.11633	supercritical
298.15	162.05	24.240	0.041254	3.0900	9.7751	123.56	25.180	37.876	1059.2	-0.62560	71.799	0.11679	supercritical
298.15	163.05	24.288	0.041173	3.0856	9.7988	123.50	25.198	37.877	1062.2	-0.62613	72.107	0.11725	supercritical
298.15	164.05	24.335	0.041092	3.0813	9.8226	123.44	25.215	37.877	1065.2	-0.62665	72.415	0.11772	supercritical
298.15	165.05	24.382	0.041013	3.0771	9.8463	123.38	25.232	37.878	1068.2	-0.62715	72.722	0.11819	supercritical
298.15	166.05	24.429	0.040935	3.0729	9.8701	123.32	25.249	37.878	1071.2	-0.62764	73.030	0.11866	supercritical
298.15	167.05	24.476	0.040857	3.0687	9.8939	123.27	25.266	37.879	1074.1	-0.62812	73.337	0.11912	supercritical
298.15	168.05	24.522	0.040780	3.0646	9.9177	123.21	25.282	37.879	1077.1	-0.62858	73.644	0.11958	supercritical
298.15	169.05	24.568	0.040703	3.0606	9.9415	123.15	25.299	37.880	1080.0	-0.62903	73.950	0.12004	supercritical
298.15	170.05	24.614	0.040628	3.0566	9.9653	123.09	25.316	37.881	1082.9	-0.62947	74.257	0.12050	supercritical
298.15	171.05	24.659	0.040553	3.0526	9.9892	123.04	25.333	37.882	1085.8	-0.62990	74.563	0.12095	supercritical
298.15	172.05	24.704	0.040479	3.0486	10.013	122.98	25.349	37.883	1088.7	-0.63031	74.869	0.12141	supercritical
298.15	173.05	24.749	0.040405	3.0448	10.037	122.93	25.366	37.884	1091.6	-0.63072	75.175	0.12186	supercritical
298.15	174.05	24.794	0.040333	3.0409	10.061	122.87	25.383	37.885	1094.5	-0.63111	75.481	0.12232	supercritical
298.15	175.05	24.838	0.040261	3.0371	10.085	122.82	25.399	37.886	1097.3	-0.63149	75.787	0.12277	supercritical
298.15	176.05	24.882	0.040189	3.0333	10.109	122.76	25.416	37.888	1100.2	-0.63186	76.092	0.12322	supercritical
298.15	177.05	24.926	0.040119	3.0296	10.133	122.71	25.432	37.889	1103.0	-0.63221	76.398	0.12367	supercritical
298.15	178.05	24.970	0.040049	3.0259	10.157	122.65	25.448	37.890	1105.9	-0.63256	76.703	0.12412	supercritical
298.15	179.05	25.013	0.039979	3.0223	10.181	122.60	25.465	37.892	1108.7	-0.63290	77.008	0.12457	supercritical
298.15	180.05	25.056	0.039911	3.0186	10.205	122.55	25.481	37.893	1111.5	-0.63323	77.313	0.12501	supercritical
298.15	181.05	25.099	0.039842	3.0151	10.229	122.49	25.497	37.895	1114.3	-0.63354	77.617	0.12546	supercritical
298.15	182.05	25.141	0.039775	3.0115	10.253	122.44	25.514	37.897	1117.1	-0.63385	77.922	0.12590	supercritical
298.15	183.05	25.184	0.039708	3.0080	10.277	122.39	25.530	37.898	1119.8	-0.63415	78.226	0.12635	supercritical
298.15	184.05	25.226	0.039642	3.0046	10.301	122.34	25.546	37.900	1122.6	-0.63444	78.530	0.12679	supercritical
298.15	185.05	25.268	0.039576	3.0012	10.325	122.28	25.562	37.902	1125.4	-0.63472	78.834	0.12723	supercritical
298.15	186.05	25.310	0.039511	2.9978	10.349	122.23	25.578	37.904	1128.1	-0.63499	79.138	0.12767	supercritical
298.15	187.05	25.351	0.039446	2.9944	10.373	122.18	25.594	37.906	1130.8	-0.63525	79.442	0.12811	supercritical
298.15	188.05	25.392	0.039382	2.9911	10.397	122.13	25.610	37.907	1133.6	-0.63550	79.746	0.12855	supercritical
298.15	189.05	25.433	0.039319	2.9878	10.421	122.08	25.626	37.910	1136.3	-0.63575	80.049	0.12899	supercritical
298.15	190.05	25.474	0.039256	2.9846	10.445	122.03	25.642	37.912	1139.0	-0.63598	80.352	0.12943	supercritical
298.15	191.05	25.515	0.039193	2.9814	10.469	121.98	25.658	37.914	1141.7	-0.63621	80.656	0.12986	supercritical
298.15	192.05	25.555	0.039131	2.9782	10.493	121.92	25.673	37.916	1144.4	-0.63643	80.959	0.13030	supercritical
298.15	193.05	25.595	0.039070	2.9750	10.517	121.87	25.689	37.918	1147.0	-0.63665	81.262	0.13073	supercritical
298.15	194.05	25.635	0.039009	2.9719	10.542	121.82	25.705	37.920	1149.7	-0.63685	81.564	0.13117	supercritical
298.15	195.05	25.675	0.038949	2.9689	10.566	121.78	25.720	37.923	1152.4	-0.63705	81.867	0.13160	supercritical
298.15	196.05	25.714	0.038889	2.9658	10.590	121.73	25.736	37.925	1155.0	-0.63724	82.170	0.13203	supercritical
298.15	197.05	25.754	0.038829	2.9628	10.614	121.68	25.752	37.927	1157.6	-0.63742	82.472	0.13246	supercritical
298.15	198.05	25.793	0.038770	2.9598	10.638	121.63	25.767	37.930	1160.3	-0.63760	82.775	0.13289	supercritical
298.15	199.05	25.832	0.038712	2.9569	10.662	121.58	25.783	37.932	1162.9	-0.63777	83.077	0.13332	supercritical
298.15	200.05	25.871	0.038654	2.9539	10.687	121.53	25.798	37.935	1165.5	-0.63793	83.379	0.13375	supercritical
298.15	201.05	25.909	0.038597	2.9510	10.711	121.48	25.814	37.938	1168.1	-0.63809	83.681	0.13418	supercritical
298.15	202.05	25.947	0.038539	2.9482	10.735	121.43	25.829	37.940	1170.7	-0.63823	83.983	0.13460	supercritical
298.15	203.05	25.986	0.038483	2.9454	10.759	121.39	25.844	37.943	1173.3	-0.63838	84.285	0.13503	supercritical
298.15	204.05	26.024	0.038427	2.9426	10.784	121.34	25.860	37.946	1175.9	-0.63851	84.586	0.13545	supercritical
298.15	205.05	26.061	0.038371	2.9398	10.808	121.29	25.875	37.948	1178.4	-0.63865	84.888	0.13588	supercritical
298.15	206.05	26.099	0.038316	2.9371	10.832	121.24	25.890	37.951	1181.0	-0.63877	85.189	0.13630	supercritical
298.15	207.05	26.136	0.038261	2.9343	10.856	121.20	25.905	37.954	1183.5	-0.63889	85.491	0.13672	supercritical
298.15	208.05	26.174	0.038206	2.9317	10.881	121.15	25.921	37.957	1186.1	-0.63900	85.792	0.13714	supercritical
298.15	209.05	26.211	0.038152	2.9290	10.905	121.10	25.936	37.960	1188.6	-0.63911	86.093	0.13756	supercritical
298.15	210.05	26.248	0.038099	2.9264	10.929	121.06	25.951	37.963	1191.1	-0.63921	86.394	0.13798	supercritical
298.15	211.05	26.284	0.038045	2.9238	10.953	121.01	25.966	37.966	1193.7	-0.63931	86.695	0.13840	supercritical
298.15	212.05	26.321	0.037993	2.9212	10.978	120.96	25.981	37.969	1196.2	-0.63940	86.996	0.13882	supercritical
298.15	213.05	26.357	0.037940	2.9187	11.002	120.92	25.996	37.972	1198.7	-0.63948	87.297	0.13923	supercritical
