Temperature Pressure (kPa)
-40 51.14
-39	53.88
-38	56.74
-37	59.72
-36	62.63
-35	66.43
-34	69.43
-33	72.93
-32	76.58
-31	80.36
-30	84.29
-29	88.37
-28	92.61
-27	97.02
-26	101.58
-25	106.32
-24	111.22
-23	116.31
-22	121.57
-21	127.02
-20	132.67
-19	138.5
-18	144.54
-17	150.78
-16	157.23
-15	163.9
-14	170.78
-13	177.89
-12	185.22
-11	192.79
-10	200.6
-9	208.65
-8	216.95
-7	225.5
-6	234.32
-5	243.39
-4	252.74
-3	262.36
-2	272.26
-1	282.45
0	292.93
